,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-08-17,115333,32477,19043,59422,73445,073732,COCOA - ICE FUTURES U.S. ,2838.0,0.1215870566099902,-14023,6.508032012660002,13434,-5.238734988914256,0.08862998336682547,0.1233695652173913,-0.02339986235375091,-0.021494009866102837,0.25793707850716974
2010-08-24,114529,30370,22278,61897,68761,073732,COCOA - ICE FUTURES U.S. ,2777.0,0.059932418863344654,-6864,6.2072433735357615,8092,-4.631805294234955,0.054791899462719465,0.10146634250113964,-0.021494009866102837,-0.028447965430320465,0.2541304289790756
2010-08-31,120254,30544,32183,68324,65563,073732,COCOA - ICE FUTURES U.S. ,2698.0,-0.022959735227102634,2761,8.403985016895284,-1639,-8.49653799474369,0.07188898100637105,0.16068040875540038,-0.028447965430320465,-0.010748702742772398,0.24829282745587278
2010-09-07,124407,30689,36637,70998,64818,073732,COCOA - ICE FUTURES U.S. ,2669.0,-0.049675661337384554,6180,2.8431486686513545,-5948,-3.5832487900610372,0.025173764504918417,0.06830941983780411,-0.010748702742772398,-0.010490820532034428,0.24215895279716962
2010-09-14,127970,29627,38550,76221,67635,073732,COCOA - ICE FUTURES U.S. ,2641.0,-0.06709385012112214,8586,1.9339747763389519,-8923,-2.3913445384905994,0.055889222555889226,0.043636416973466124,-0.010490820532034428,0.05225293449450974,0.23554407684776107
2010-09-21,127893,31563,38554,74578,69069,073732,COCOA - ICE FUTURES U.S. ,2779.0,-0.04307507056680194,5509,-2.4044697976088143,-6991,1.5097288426975073,0.021420565692287345,0.02766804056077699,0.05225293449450974,0.013673983447283211,0.22934368614968126
2010-09-28,129657,32054,38835,74368,69878,073732,COCOA - ICE FUTURES U.S. ,2817.0,-0.03462983101567983,4490,-0.7967597913881136,-6781,0.16419976073749148,0.0070643206744034496,0.010890265062280467,0.013673983447283211,-0.0365637202697906,0.22354289660963694
2010-10-05,136785,30107,38735,78294,71185,073732,COCOA - ICE FUTURES U.S. ,2714.0,-0.05197207296121651,7109,2.0199449316272937,-8628,-1.424527792560371,0.03500826203011794,0.029734754946108482,-0.0365637202697906,0.05011053795136333,0.21738841016794375
2010-10-12,136896,31212,38605,80820,75622,073732,COCOA - ICE FUTURES U.S. ,2850.0,-0.03797043010752688,5198,-1.397083013488321,-7393,0.9028767774244252,0.04450850794543665,0.017689101508228656,0.05011053795136333,-0.03508771929824561,0.2114907351736239
2010-10-19,140811,32402,38783,84934,79296,073732,COCOA - ICE FUTURES U.S. ,2750.0,-0.04003948555155492,5638,0.3214118747078074,-6381,0.739247311827957,0.047421299397186874,0.01921753178338133,-0.03508771929824561,0.05054545454545445,0.2054141611400693
2010-10-26,139337,31739,37189,84141,82009,073732,COCOA - ICE FUTURES U.S. ,2889.0,-0.015301032747942039,2132,-2.4898622976898115,-5450,0.6611699370077622,0.021101414384592235,0.032744312906220985,0.05054545454545445,-0.029075804776739322,0.20006309559853083
2010-11-02,146429,30951,37080,91635,88049,073732,COCOA - ICE FUTURES U.S. ,2805.0,-0.024489684420435844,3586,1.0435132089825387,-6129,-0.48730775027451434,0.07532111929832372,0.013185165586276845,-0.029075804776739322,0.018538324420677377,0.19443888671256887
2010-11-09,142604,31300,39565,86052,80939,073732,COCOA - ICE FUTURES U.S. ,2857.0,-0.035854534234663823,5113,1.0428262161183919,-8265,-1.4587274378709136,0.07601008437580468,0.03999153319692373,0.018538324420677377,-0.04655232761638084,0.18838345511285806
2010-11-16,134338,32304,40190,81915,74186,073732,COCOA - ICE FUTURES U.S. ,2724.0,-0.05753398144977594,7729,1.8344506465456787,-7886,0.26577094611651847,0.0697625255443591,0.02247082517173835,-0.04655232761638084,0.018722466960352513,0.18126248975297793
2010-11-23,130412,34444,34483,75574,76977,073732,COCOA - ICE FUTURES U.S. ,2775.0,0.010758212434438549,-1403,-6.797778737215085,-39,5.841236284595572,0.059861947807618436,0.11384508247856427,0.018722466960352513,-0.00108108108108107,0.17496838361058173
2010-11-30,131975,34727,35249,76328,77990,073732,COCOA - ICE FUTURES U.S. ,2772.0,0.01259329418450464,-1662,-0.19860135570346285,-522,-0.37036469036591724,0.011450381679389313,0.014990854007088144,-0.00108108108108107,0.10678210678210687,0.16842041819982173
2010-12-07,136077,41076,31735,73405,86160,073732,COCOA - ICE FUTURES U.S. ,3068.0,0.09373369489333246,-12755,-8.405379806781587,9341,7.473385110816443,0.06952025820198665,0.13546030132809603,0.10678210678210687,-0.05084745762711862,0.16335796214970547
2010-12-14,135973,39214,28715,75070,88614,073732,COCOA - ICE FUTURES U.S. ,2912.0,0.09960801041383216,-13544,-0.5798187790736128,10499,0.8509887784122224,0.025164341047383985,0.07186915750268663,-0.05084745762711862,0.02163461538461542,0.1581790960532077
2010-12-21,137878,40076,28427,76474,91228,073732,COCOA - ICE FUTURES U.S. ,2975.0,0.10700764443928691,-14754,-0.8898825502121744,11649,0.845756142763637,0.023959165662902054,0.016787585945141088,0.02163461538461542,0.030252100840336027,0.15343544519926253
2010-12-28,139263,41136,28000,75043,93308,073732,COCOA - ICE FUTURES U.S. ,3065.0,0.13115472164178568,-18265,-2.5464541116059123,13136,1.0784896792816838,0.020855236975129345,0.021508331404767416,0.030252100840336027,-0.04339314845024467,0.14920409201603752
2011-01-04,143807,43293,28135,77157,96038,073732,COCOA - ICE FUTURES U.S. ,2932.0,0.13129402602098647,-18881,-0.44232854383432785,15158,1.4519290838198229,0.027968474840497706,0.03208825670605365,-0.04339314845024467,0.0006821282401090478,0.14521933194533085
2011-01-11,145419,42362,29082,78536,94545,073732,COCOA - ICE FUTURES U.S. ,2934.0,0.11008877794511034,-16009,1.9971211415299672,13280,-1.3059169581452919,0.016593386911330534,0.026286322154414645,0.0006821282401090478,0.03476482617586907,0.14116598660470925
2011-01-18,143808,43664,28189,76263,94824,073732,COCOA - ICE FUTURES U.S. ,3036.0,0.12906792389853136,-18561,-1.7549288607403433,15475,1.5094313672903816,0.014916387568897696,0.030548480926335712,0.03476482617586907,0.0984848484848484,0.13696807853223067
2011-01-25,151080,41800,23253,82709,107165,073732,COCOA - ICE FUTURES U.S. ,3335.0,0.16187450357426528,-24456,-4.099215620827771,18547,2.1361815754339117,0.09894456323667274,0.10453015233732495,0.0984848484848484,-0.006596701649175363,0.1334267429725595
2011-02-01,166379,45137,23186,83816,113657,073732,COCOA - ICE FUTURES U.S. ,3313.0,0.17935556770986724,-29841,-3.5643367752184276,21951,2.2531109346041833,0.038481210089480584,0.04982216823031776,-0.006596701649175363,-0.022336251131904628,0.13098052110992464
2011-02-08,161464,45663,20471,85509,118460,073732,COCOA - ICE FUTURES U.S. ,3239.0,0.20407645047812514,-32951,-1.8692262845671628,25192,1.9479621827273874,0.03184797689845025,0.049006562433846435,-0.022336251131904628,0.05279407224451993,0.12985618685126155
2011-02-15,154865,48233,21314,80539,114730,073732,COCOA - ICE FUTURES U.S. ,3410.0,0.220779388499661,-34191,-0.7679730466233959,26919,1.0695882673537134,0.04455392304974164,0.04907472644398752,0.05279407224451993,0.06539589442815252,0.12962372553732407
2011-02-22,154656,50797,21510,79468,116410,073732,COCOA - ICE FUTURES U.S. ,3633.0,0.23886561142147733,-36942,-1.776385884480031,29287,1.5290737093597648,0.01404445624317177,0.03817057822894049,0.06539589442815252,0.007431874483897705,0.12958792275019768
2011-03-01,161861,53008,22571,80702,119213,073732,COCOA - ICE FUTURES U.S. ,3660.0,0.237926368921482,-38511,-1.0145096213531968,30437,0.7435857645354852,0.020193582272465798,0.043292448960690136,0.007431874483897705,0.011748633879781423,0.12989698867767846
2011-03-08,167172,56833,23590,78385,120193,073732,COCOA - ICE FUTURES U.S. ,3703.0,0.25008972794487117,-41808,-2.036932923928556,33243,1.733586225217934,0.016603047668926063,0.060231525807293934,0.011748633879781423,-0.11045098568728062,0.13157740298074375
2011-03-15,162365,51503,22915,80517,116149,073732,COCOA - ICE FUTURES U.S. ,3294.0,0.21945616358205278,-35632,3.6943985834948436,28588,-2.7845572225013755,0.03140349628303825,0.08069284312935042,-0.11045098568728062,-0.00941105039465695,0.13284042639294474
2011-03-22,160158,48037,23924,80272,112284,073732,COCOA - ICE FUTURES U.S. ,3263.0,0.1998776208494112,-32012,2.2295445446986726,24113,-2.756135866720044,0.021344440058995825,0.06218646211142147,-0.00941105039465695,-0.06313208703646955,0.13341711189553565
2011-03-29,165028,47903,25230,84302,113796,073732,COCOA - ICE FUTURES U.S. ,3057.0,0.1787211867077102,-29494,1.5721974550131745,22673,-0.8991121267748099,0.027976052256963726,0.0196901535558503,-0.06313208703646955,-0.02682368334968921,0.13356115904631663
2011-04-05,167050,44672,25936,91616,115479,073732,COCOA - ICE FUTURES U.S. ,2975.0,0.1428494462735708,-23863,3.4121482415105313,18736,-2.3856557675061203,0.04344383012627055,0.05575855427147065,-0.02682368334968921,0.026218487394958023,0.13316586813064718
2011-04-12,159819,45953,27338,87926,110610,073732,COCOA - ICE FUTURES U.S. ,3053.0,0.14193556460746218,-22684,0.7057767135588147,18615,-0.07243340317270279,0.04311056936777209,0.036607496145502176,0.026218487394958023,0.020962987225679575,0.13235896548131515
2011-04-19,153059,46978,29115,85019,106846,073732,COCOA - ICE FUTURES U.S. ,3117.0,0.14260513919468962,-21827,0.5362316120110875,17863,-0.4705322896526695,0.03476923878768926,0.03682336088733523,0.020962987225679575,0.004491498235482894,0.1308076648079399
2011-04-26,154607,47621,29875,85442,107340,073732,COCOA - ICE FUTURES U.S. ,3131.0,0.14163653650869623,-21898,-0.046387340829353384,17746,-0.07644111094414571,0.004756668153665798,0.01810416021472076,0.004491498235482894,0.04471414883423819,0.1286014849044151
2011-05-03,158881,49631,32217,83895,107890,073732,COCOA - ICE FUTURES U.S. ,3271.0,0.15102498096059314,-23995,-1.3563422096024114,17414,-0.21473801315593732,0.010934118935266053,0.05317173296842928,0.04471414883423819,-0.04157749923570775,0.12629541969172828
2011-05-10,157658,46291,28785,85519,107045,073732,COCOA - ICE FUTURES U.S. ,3135.0,0.1365360463788707,-21526,1.5539932402238155,17506,0.0579049729042491,0.01282171122328161,0.09020192871223827,-0.04157749923570775,-0.04944178628389151,0.12382484167703119
2011-05-17,155550,42693,32462,86032,100076,073732,COCOA - ICE FUTURES U.S. ,2980.0,0.09028608164577306,-14044,4.745715409303683,10231,-4.6144185515482885,0.040202463085950095,0.09679994677666157,-0.04944178628389151,-0.03221476510067112,0.12148753315072534
2011-05-24,158250,43147,33636,86276,98339,073732,COCOA - ICE FUTURES U.S. ,2884.0,0.07622748815165876,-12063,1.2735454837672773,9511,-0.46287367405978785,0.010730439021747962,0.02120260995272391,-0.03221476510067112,0.039875173370319095,0.11912727255823727
2011-05-31,162681,41860,33767,91969,101574,073732,COCOA - ICE FUTURES U.S. ,2999.0,0.05904192868251363,-9605,1.5532385466034755,8093,-0.8960505529225908,0.0461292839317361,0.018749917357557485,0.039875173370319095,-0.03601200400133375,0.11627589743330052
2011-06-07,163361,37415,32610,98785,104921,073732,COCOA - ICE FUTURES U.S. ,2891.0,0.037560984567920126,-6136,2.132394071833834,4805,-2.0211333837387278,0.04989052850676956,0.08,-0.03601200400133375,0.042545831892078834,0.11240298706816815
2011-06-14,163076,40172,33859,91890,99297,073732,COCOA - ICE FUTURES U.S. ,3014.0,0.045420540116264806,-7407,-0.7780314763009532,6313,0.9231089427709184,0.06548039354140188,0.05411246639921114,0.042545831892078834,0.00431320504313204,0.10862004953768555
2011-06-21,161630,40702,30820,90368,100590,073732,COCOA - ICE FUTURES U.S. ,3027.0,0.06324320980016086,-10222,-1.7261890161642424,9882,2.188550123868626,0.014741461473203531,0.049900729845362264,0.00431320504313204,-0.0029732408325073845,0.1051215320636564
2011-06-28,161999,41871,27519,89898,104692,073732,COCOA - ICE FUTURES U.S. ,3018.0,0.09132155136760103,-14794,-2.828682794035761,14352,2.765575697580895,0.023495554756153964,0.06441850410722005,-0.0029732408325073845,0.06958250497017882,0.10187396044603414
2011-07-05,171344,47250,28921,91249,112177,073732,COCOA - ICE FUTURES U.S. ,3228.0,0.12214025585955739,-20928,-3.786443126192137,18329,2.4549534256384296,0.04343594230825951,0.089023381601922,0.06958250497017882,-0.047087980173482036,0.09943522351161369
2011-07-12,171639,47350,27334,91862,115152,073732,COCOA - ICE FUTURES U.S. ,3076.0,0.13569177168359173,-23290,-1.3785133999439723,20016,0.9845690540666729,0.017332161109876627,0.022588506239622944,-0.047087980173482036,0.02860858257477239,0.0974842228466871
2011-07-19,172311,46428,27889,90479,113934,073732,COCOA - ICE FUTURES U.S. ,3164.0,0.1361201548363134,-23455,-0.09613199797248877,18539,-0.8605270363961571,0.012724239652076922,0.019874322160474724,0.02860858257477239,-0.04709228824273071,0.0951894260960166
2011-07-26,174115,42810,26809,95792,115346,073732,COCOA - ICE FUTURES U.S. ,3015.0,0.11230508571920857,-19554,2.263929754919883,16001,-1.4729181538032976,0.03185120632003713,0.06748157830477312,-0.04709228824273071,-0.027197346600331684,0.09337338460732532
2011-08-02,178418,40664,29155,100568,113580,073732,COCOA - ICE FUTURES U.S. ,2933.0,0.07292986133686064,-13012,3.7572868506446886,11509,-2.5799040863796914,0.030548966135569792,0.06433778770821696,-0.027197346600331684,-0.00920559154449374,0.09032288765322735
2011-08-09,172222,39267,30065,99223,108864,073732,COCOA - ICE FUTURES U.S. ,2906.0,0.05598007223235127,-9641,1.8893833581813495,9202,-1.293030972211324,0.029127240048633506,0.033274678359199214,-0.00920559154449374,0.018926359256710157,0.08792518656185609
2011-08-16,163718,38623,32968,98757,103005,073732,COCOA - ICE FUTURES U.S. ,2961.0,0.025947055302410243,-4248,3.131423395385027,5655,-2.059551044581993,0.03134881692290917,0.0495453339106871,0.018926359256710157,0.05943937858831472,0.08608595576747957
2011-08-23,159232,38486,29148,93484,104394,073732,COCOA - ICE FUTURES U.S. ,3137.0,0.06851637861736334,-10910,-4.069192147473094,9338,2.249599921816783,0.03366720908842823,0.0585060768252654,0.05943937858831472,-0.015938795027095942,0.0862510319165953
2011-08-30,160621,37748,25215,95294,110259,073732,COCOA - ICE FUTURES U.S. ,3087.0,0.093169635352787,-14965,-2.5465986736334405,12533,2.006506229903537,0.037338302043755135,0.07418642694916062,-0.015938795027095942,-0.03563330093942341,0.08848428904313166
2011-09-06,163401,38523,23723,95058,111508,073732,COCOA - ICE FUTURES U.S. ,2977.0,0.10067257850319153,-16450,-0.9245366421576258,14800,1.4113970153342341,0.0071889856026645235,0.03642001092439675,-0.03563330093942341,-0.043332213637890526,0.09137560134775811
2011-09-13,176241,37592,27802,102196,113050,073732,COCOA - ICE FUTURES U.S. ,2848.0,0.0615861235467343,-10854,3.424703643184558,9790,-3.0660767069968973,0.0403259526309432,0.0766125332599321,-0.043332213637890526,-0.0414325842696629,0.09385021622598613
2011-09-20,180907,38101,37240,108992,108877,073732,COCOA - ICE FUTURES U.S. ,2730.0,-0.0006356857390814065,115,6.223863913618284,861,-5.066357998422615,0.050346768011970494,0.13202638669515934,-0.0414325842696629,-0.003296703296703285,0.09466635824190384
2011-09-27,181905,40695,43782,110419,106282,073732,COCOA - ICE FUTURES U.S. ,2721.0,-0.022742640389214152,4137,2.223241776161232,-3087,-2.1823367807768634,0.018560135855395222,0.1081477798690768,-0.003296703296703285,-0.047409040793825796,0.09489495806164355
2011-10-04,184965,41164,43875,111554,105749,073732,COCOA - ICE FUTURES U.S. ,2592.0,-0.03138431595166653,5805,0.9169621505731014,-2711,0.20670130012918833,0.007675917957874489,0.006608732463928315,-0.047409040793825796,0.004629629629629539,0.09529087646567334
2011-10-11,188721,44357,44129,112375,110312,073732,COCOA - ICE FUTURES U.S. ,2604.0,-0.010931480863284954,2063,-2.023085448598384,228,1.588949260670938,0.02417743289909155,0.03895531496507922,0.004629629629629539,-0.012672811059907807,0.09581085625883186
2011-10-18,190853,44498,44468,113169,110832,073732,COCOA - ICE FUTURES U.S. ,2571.0,-0.012245026276767984,2337,0.14518786992438573,30,-0.10491678191616195,0.00586604524086946,0.005395319560281456,-0.012672811059907807,0.025281991443018237,0.09634536509103929
2011-10-25,196670,45555,45496,116573,115054,073732,COCOA - ICE FUTURES U.S. ,2636.0,-0.007723597905120252,1519,-0.4286021178603428,59,0.01519494060874076,0.0329236228937041,0.02289925426409375,0.025281991443018237,-0.01365705614567525,0.09649108499186279
2011-11-01,199561,45664,39560,117028,123018,073732,COCOA - ICE FUTURES U.S. ,2600.0,0.03001588486728369,-5990,-3.8180708801545733,6104,3.073676717343774,0.03507244444814744,0.0709307237397916,-0.01365705614567525,0.024230769230769278,0.09753926901662663
2011-11-08,183613,32781,33990,112951,110397,073732,COCOA - ICE FUTURES U.S. ,2663.0,-0.013909690490324759,2554,4.2813976678809995,-1209,-3.664543673363032,0.07476225441911277,0.27636249269892615,0.024230769230769278,-0.15396169733383402,0.09796128524247931
2011-11-15,155162,29896,32070,100296,96765,073732,COCOA - ICE FUTURES U.S. ,2253.0,-0.02275686057153169,3531,0.5320974005108571,-2174,-0.5255619155506418,0.13339524309731504,0.07754252331923958,-0.15396169733383402,-0.0013315579227696217,0.0986300760285994
2011-11-22,155002,30105,34105,99500,93553,073732,COCOA - ICE FUTURES U.S. ,2250.0,-0.03836724687423388,5947,1.5570822752993645,-4000,-1.1768345342287414,0.020761138133051544,0.034947827441208536,-0.0013315579227696217,-0.0324444444444445,0.09768535565727876
2011-11-29,158826,30569,36539,102645,95012,073732,COCOA - ICE FUTURES U.S. ,2177.0,-0.04805888204702001,7633,1.0877279002851576,-5970,-1.2709513425633219,0.023292876042841894,0.043184121118197534,-0.0324444444444445,-0.08130454754248961,0.09651896765282636
2011-12-06,163752,32137,39958,103675,95726,073732,COCOA - ICE FUTURES U.S. ,2000.0,-0.048542918559773315,7949,0.19895986803168245,-7821,-1.1654263155906464,0.008746194853586492,0.06917261946043415,-0.08130454754248961,0.05049999999999999,0.09378287893257432
2011-12-13,168846,34780,43947,106627,96800,073732,COCOA - ICE FUTURES U.S. ,2101.0,-0.058200964192222496,9827,1.1468562216034004,-9167,-0.8219746934388588,0.01979088321609226,0.08424047658363712,0.05049999999999999,0.039980961446929975,0.09074809095938097
2011-12-20,167249,34041,42583,105999,95747,073732,COCOA - ICE FUTURES U.S. ,2185.0,-0.06129782539805918,10252,0.2517086575933099,-8542,0.3701597905783969,0.008332259375650571,0.027445708916266444,0.039980961446929975,0.014187643020594942,0.08751144730866277
2011-12-27,167753,32563,40166,106411,96948,073732,COCOA - ICE FUTURES U.S. ,2216.0,-0.05641031755020775,9463,-0.4717516995617313,-7603,0.5614383344593988,0.007931785659842937,0.053554978069270856,0.014187643020594942,-0.04557761732851984,0.08390442732420136
2012-01-03,173382,34289,42032,108954,100466,073732,COCOA - ICE FUTURES U.S. ,2115.0,-0.048955485575203884,8488,-0.5812116623845773,-7743,-0.08345603357317008,0.028941839365867635,0.04706437284626774,-0.04557761732851984,0.10307328605200938,0.08043809056273618
2012-01-10,173305,33456,43176,109835,101121,073732,COCOA - ICE FUTURES U.S. ,2333.0,-0.05028129598107383,8714,0.13034801767196133,-9720,-1.140256774059591,0.007281139194903203,0.025798621985593486,0.10307328605200938,-0.0270038576939563,0.07735405067954032
2012-01-17,169999,31970,39932,109853,101256,073732,COCOA - ICE FUTURES U.S. ,2270.0,-0.05057088571109242,8597,-0.06751103545771904,-7962,1.0143965840570095,0.0007247440895461586,0.06578398375566744,-0.0270038576939563,0.06299559471365646,0.07389945818704756
2012-01-24,171519,31597,37810,109654,103921,073732,COCOA - ICE FUTURES U.S. ,2413.0,-0.033424868381928534,5733,-1.684715792445838,-6213,1.0288295813504786,0.013409809200515042,0.0359473828288213,0.06299559471365646,-0.050559469539991686,0.07014370103404383
2012-01-31,168576,28785,30958,109642,106526,073732,COCOA - ICE FUTURES U.S. ,2291.0,-0.018484244495064542,3116,-1.5257784851823997,-2173,2.3554241804114997,0.012106324710410421,0.16175953668212176,-0.050559469539991686,-0.007856831078131843,0.06633908926087206
2012-02-07,171438,27062,35731,113262,104256,073732,COCOA - ICE FUTURES U.S. ,2273.0,-0.052532110733909634,9006,3.493973044798785,-8669,-3.853454821564161,0.027078218814075156,0.10345102161068909,-0.007856831078131843,-0.0013198416190056683,0.06140430923756371
2012-02-14,163322,28576,40726,110138,96836,073732,COCOA - ICE FUTURES U.S. ,2270.0,-0.08144646771408628,13302,2.505862177580233,-12150,-2.0304716573921766,0.05094359678027192,0.09392225332602233,-0.0013198416190056683,0.08193832599118944,0.05559227354114549
2012-02-21,163032,28479,37155,107357,98015,073732,COCOA - ICE FUTURES U.S. ,2456.0,-0.05730163403503607,9342,-2.4246580374964792,-8676,2.127086369258275,0.01928208324406443,0.05588566901301155,0.08193832599118944,-0.017100977198697076,0.04989674959005868
2012-02-28,160743,29630,34017,104382,99888,073732,COCOA - ICE FUTURES U.S. ,2414.0,-0.0279576715626808,4494,-2.973649344913882,-4387,2.6307718730065264,0.02373329416948157,0.06738730812135686,-0.017100977198697076,-0.04059652029826011,0.04478359496536325
2012-03-06,169390,30414,36415,110657,103867,073732,COCOA - ICE FUTURES U.S. ,2316.0,-0.04008501092154201,6790,1.4283670206478665,-6001,-1.0040872697411396,0.047798847681378306,0.047614059764473506,-0.04059652029826011,0.032815198618307395,0.039203311525624535
2012-03-13,172125,30206,34036,108006,105565,073732,COCOA - ICE FUTURES U.S. ,2392.0,-0.01418155410312273,2441,-2.5674479012928746,-3830,1.281657712970069,0.02036325156505331,0.040269605553998944,0.032815198618307395,-0.00836120401337792,0.03471027849321732
2012-03-20,168406,29352,35046,107361,101041,073732,COCOA - ICE FUTURES U.S. ,2372.0,-0.037528354096647384,6320,2.25359477124183,-5694,-1.0829339143064634,0.024803024922985382,0.028944998291872418,-0.00836120401337792,-0.006745362563237767,0.030144778975023878
2012-03-27,171898,31111,34285,104744,102229,073732,COCOA - ICE FUTURES U.S. ,2356.0,-0.014630769409766257,2515,-2.2594206857237866,-3174,1.4963837392966997,0.018384040430394304,0.038534466939874,-0.006745362563237767,-0.09040747028862484,0.026426472126610867
2012-04-03,176650,31983,40565,109365,99579,073732,COCOA - ICE FUTURES U.S. ,2143.0,-0.05539767902632324,9786,4.229833971308566,-8582,-3.1460517283505336,0.03479879776399418,0.09858300711253239,-0.09040747028862484,-0.0368642090527298,0.022614027409305217
2012-04-10,181142,29662,44616,113963,97234,073732,COCOA - ICE FUTURES U.S. ,2064.0,-0.09235296066069713,16729,3.9303707896971414,-14954,-3.607132748372488,0.032874519997916636,0.08578583160558981,-0.0368642090527298,0.12354651162790709,0.018108478846456
2012-04-17,174362,30803,47113,114184,96156,073732,COCOA - ICE FUTURES U.S. ,2319.0,-0.10339408816141131,18028,0.7171169579666781,-16310,-0.7485839838358856,0.006175715508224779,0.04669130858873659,0.12354651162790709,0.002587322121604174,0.01337772447422329
2012-04-24,177449,29984,43715,114800,100771,073732,COCOA - ICE FUTURES U.S. ,2325.0,-0.0790593353583283,14029,-2.2935043186015305,-13731,1.479106686089859,0.024265787142055285,0.05721922956892224,0.002587322121604174,0.014623655913978517,0.009133573092165125
2012-05-01,182207,30859,42004,115828,104886,073732,COCOA - ICE FUTURES U.S. ,2359.0,-0.06005257756288178,10942,-1.7396547740477546,-11145,1.457320131418041,0.023301648286923347,0.03549126442776169,0.014623655913978517,-0.0012717253073336598,0.005074389274405991
2012-05-08,179723,31434,37657,112858,106962,073732,COCOA - ICE FUTURES U.S. ,2356.0,-0.03280604040662575,5896,-2.7693776858188763,-6223,2.7013232202934025,0.02295514511873351,0.07123937994818427,-0.0012717253073336598,-0.03310696095076404,0.0018178106823772133
2012-05-15,183330,31344,37055,115653,109627,073732,COCOA - ICE FUTURES U.S. ,2278.0,-0.03286968853979163,6026,0.07233353549629151,-5711,0.28488284749308657,0.02423650568181818,0.010117106975248176,-0.03310696095076404,-0.043459174714661986,-0.0005505695134990306
2012-05-22,185050,31277,39214,117478,108478,073732,COCOA - ICE FUTURES U.S. ,2179.0,-0.048635503917860035,9000,1.6222113129329623,-7937,-1.2142038946162659,0.013161854520349094,0.031578499382899944,-0.043459174714661986,-0.03166590178981188,-0.0029517808994513153
2012-05-29,189385,30360,38395,122923,112435,073732,COCOA - ICE FUTURES U.S. ,2110.0,-0.05537925390078412,10488,0.8041069981086193,-8035,-0.052958659821669814,0.03994765421188148,0.02524907279470584,-0.03166590178981188,0.025118483412322368,-0.0051521882568224256
2012-06-05,190254,30023,40901,122270,107765,073732,COCOA - ICE FUTURES U.S. ,2163.0,-0.07624018417483995,14505,2.1210761147926185,-10878,-1.5011748554531774,0.023139956963070838,0.04008516158141109,0.025118483412322368,0.03975959315765132,-0.007340672271106273
2012-06-12,169564,29553,35244,109067,102384,073732,COCOA - ICE FUTURES U.S. ,2249.0,-0.03941284706659432,6683,-4.111345884974823,-5691,2.726355293449809,0.08788797404599648,0.09455684676759726,0.03975959315765132,-0.008448199199644235,-0.008972083563084333
2012-06-19,167650,32088,33768,106893,104313,073732,COCOA - ICE FUTURES U.S. ,2230.0,-0.015389203698180734,2580,-2.4197353211766646,-1680,2.3654785213842557,0.019426531443235515,0.06090561224489796,-0.008448199199644235,-0.03632286995515699,-0.010484245361129364
2012-06-26,171773,31470,36147,109120,102856,073732,COCOA - ICE FUTURES U.S. ,2149.0,-0.03646673225710676,6264,2.19743513271697,-4677,-1.7876528481956457,0.017379325961429597,0.04432317316651138,-0.03632286995515699,0.09073987901349456,-0.012941712353912206
2012-07-03,179152,39937,31206,105293,116746,073732,COCOA - ICE FUTURES U.S. ,2344.0,0.06392895418415646,-11453,-10.314193732425935,8731,7.8056504805761096,0.07979228874206784,0.18846548500906624,0.09073987901349456,-0.018771331058020424,-0.014061160463054532
2012-07-10,183393,42626,29302,106940,121963,073732,COCOA - ICE FUTURES U.S. ,2300.0,0.08191697611141101,-15023,-1.992721264624453,13324,2.563744753058855,0.029986500832230246,0.06385552218885553,-0.018771331058020424,-0.04565217391304344,-0.01509529114713493
2012-07-17,187321,44652,33853,110699,120515,073732,COCOA - ICE FUTURES U.S. ,2195.0,0.05240202646793472,-9816,2.8392577688352336,10799,-1.3768246334374812,0.022520262613855563,0.08377810330552195,-0.04565217391304344,0.006378132118451063,-0.016705255154219136
2012-07-24,191275,44031,35186,111902,120149,073732,COCOA - ICE FUTURES U.S. ,2209.0,0.04311593255783558,-8247,0.837599628445289,8845,-1.0431291739847641,0.006761444682418951,0.024666422611308178,0.006378132118451063,0.07559981892258949,-0.018035815791937845
2012-07-31,192084,45383,29660,106214,124568,073732,COCOA - ICE FUTURES U.S. ,2376.0,0.09555194602361466,-18354,-5.284015161416808,15723,3.5958698209384394,0.04379457670008926,0.09165411830550485,0.07559981892258949,0.029882154882154843,-0.017600775701807965
2012-08-07,191277,49375,29796,100834,125804,073732,COCOA - ICE FUTURES U.S. ,2447.0,0.130543661809836,-24970,-3.4443264405156078,19579,2.0074550717394475,0.029191927214324166,0.05214030389915499,0.029882154882154843,-0.00694728238659581,-0.016166860517625562
2012-08-14,191078,55445,33470,99424,127352,073732,COCOA - ICE FUTURES U.S. ,2430.0,0.14616020682653158,-27928,-1.5464483445474364,21975,1.2526336151236166,0.013043708328923695,0.10958780858122927,-0.00694728238659581,0.017695473251028826,-0.01385506914216169
2012-08-21,189241,60450,39601,95875,122401,073732,COCOA - ICE FUTURES U.S. ,2473.0,0.1401704704583045,-26526,0.733731774458598,20849,-0.5892881441086886,0.03894152357565651,0.11130323534997151,0.017695473251028826,0.05701577031945004,-0.012477105837528209
