,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,PA_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2011-04-05,21328,14100,2190,4345,18016,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,790.5,0.6409883720930233,-13671,-9.175791943684004,11910,7.396362925303089,0.08394078976789947,0.09287906691221608,0.04987049230918128,-0.02650222923090606,0.7083793076289935
2011-04-12,22073,14640,2107,4110,18609,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,769.5499877929688,0.6568658542110271,-14499,-3.8822205551387845,12533,2.9210427606901725,0.03644526607685197,0.03720069266137219,-0.02650222923090606,-0.05035410384598027,0.7078569601538333
2011-04-19,21129,14176,3249,4099,16610,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,730.7999877929688,0.5921245681291116,-12511,9.006478503148644,10927,-7.275857382322294,0.09705924960162249,0.0921664275466284,-0.05035410384598027,0.0336617912315329,0.7060656955447957
2011-04-26,21117,14356,3003,3955,16935,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,755.4000244140625,0.6146706445044278,-12980,-2.2196980453405275,11353,2.016186284253869,0.022450933460986117,0.02454058413503082,0.0336617912315329,0.0354778752009659,0.7042990587588415
2011-05-03,21133,14414,2617,3658,17120,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,782.2000122070312,0.6370132021009796,-13462,-2.28252119145712,11797,2.1025713879812473,0.02319761285975551,0.026070107451118547,0.0354778752009659,-0.06347484484687171,0.7028664116430148
2011-05-10,20710,12838,3524,5383,15728,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,732.5499877929688,0.49951714147754706,-10345,14.749443997539395,9314,-11.749396678181045,0.14764814551655536,0.15175406429531843,-0.06347484484687171,-0.02498121370270312,0.6983552585978955
2011-05-17,19857,12339,4031,4928,14117,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,714.25,0.4627587248829128,-9189,5.58184451955577,8308,-4.857556735876388,0.10847991598844842,0.061453879047037266,-0.02498121370270312,0.029401470073503688,0.6934909284248545
2011-05-24,20122,12794,4204,4705,14472,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,735.25,0.48538912632939074,-9767,-2.9108123080022157,8590,1.4201541018280706,0.030140272201074205,0.0369455230027062,0.029401470073503688,0.059435582736526715,0.6901425629267387
2011-05-31,20104,13281,2914,4274,15819,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,778.9500122070312,0.5742638280939116,-11545,-8.836099791273233,10367,8.831130106351258,0.0884885283432041,0.10972522383451683,0.059435582736526715,0.03703700511435337,0.6881672895203544
2011-06-07,22257,15953,2384,3715,18211,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,807.7999877929688,0.6513007143819922,-14496,-14.67867091126144,13569,15.927178670911262,0.13458907233421508,0.1746196215302394,0.03703700511435337,-0.020920975036258005,0.6875504439354801
2011-06-14,21806,16025,2295,3198,18478,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,790.9000244140625,0.7007245712189306,-15280,-3.522487307363975,13730,0.7233679291908164,0.03616903487728363,0.0087882096069869,-0.020920975036258005,-0.033063628280244006,0.6874475217261259
2011-06-21,20244,14396,2108,3334,17171,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,764.75,0.6835111638016202,-13837,6.617444739979822,12288,-6.6128588461891225,0.0703730797366496,0.11003393116820165,-0.033063628280244006,-0.04099375689563578,0.6870280528971263
2011-06-28,19493,13111,2017,3987,16500,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,733.4000244140625,0.6419227414969476,-12513,6.540209444773761,11094,-5.898043864848844,0.06462634841606872,0.09095716552088842,-0.04099375689563578,0.056244884956140995,0.6863620960192799
2011-07-05,19924,14014,1939,3454,17009,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,774.6500244140625,0.6803352740413572,-13555,-5.345508644128662,12075,5.0325757964397475,0.05092117480330352,0.06149313608725632,0.056244884956140995,-0.010585441100622983,0.686361721238592
2011-07-12,20561,15172,1773,2956,17940,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,766.4500122070312,0.7287583288750548,-14984,-7.172254567355953,13399,6.645251957438266,0.06838629402756509,0.07813514311006196,-0.010585441100622983,0.03992429395078667,0.686721569059514
2011-07-19,22059,16387,2150,2910,19060,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,797.0499877929688,0.7321274763135228,-16150,-5.670930402217791,14237,4.075677253051895,0.05307237141556668,0.08588228947510385,0.03992429395078667,0.047424864653265786,0.6873994950577416
2011-07-26,23930,18318,2105,2674,20932,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,834.8499755859375,0.762975344755537,-18258,-9.556190217144929,16213,8.957795004306632,0.08929933067864103,0.0967536600891152,0.047424864653265786,-0.010720430536748204,0.6881609434051259
2011-08-02,25086,18812,1924,3234,22106,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,825.9000244140625,0.7522921151239735,-18872,-2.5658169661512744,16888,2.8207271207689093,0.06842936069455406,0.032552083333333336,-0.010720430536748204,-0.11181745234432194,0.6878667275488913
2011-08-09,22034,14139,2018,5277,18907,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,733.5499877929688,0.6185894526640646,-13630,20.896117356294347,12121,-19.002630949533604,0.21675487925901424,0.2950423964844959,-0.11181745234432194,0.0309454196507164,0.6857629390770086
2011-08-16,21268,14740,1696,4054,18419,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,756.25,0.6754278728606357,-14365,-3.3357538349823,13044,4.188980666243078,0.07613580741334046,0.05615721586760769,0.0309454196507164,0.010446313274793395,0.6846875983748816
2011-08-23,20775,14532,1734,3893,18099,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,764.1500244140625,0.6838026474127558,-14206,0.7476020312206132,12798,-1.156667293586609,0.021871589668970536,0.015123570638140908,0.010446313274793395,0.016881453859532103,0.6845027413418906
2011-08-30,20360,14025,1729,4127,17722,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,777.0499877929688,0.6677308447937131,-13595,2.941034897713598,12296,-2.4163658243080626,0.027964666575129297,0.032499682620286914,0.016881453859532103,-0.038092756001463224,0.6833476076207707
2011-09-06,20813,14262,1625,4064,18156,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,747.4500122070312,0.6770768269831355,-14092,-2.4410609037328097,12637,1.6748526522593319,0.022367236723672367,0.021464090136589665,-0.038092756001463224,-0.02735970549608735,0.6822910522619142
2011-09-13,19501,13268,2701,4071,15609,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,727.0,0.5916619660530229,-11538,12.271176668428387,10567,-9.9457070100418,0.12977642276422766,0.12962615066691716,-0.02735970549608735,-0.015130674002751032,0.6801858988494179
2011-09-20,19799,12608,2612,5250,15760,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,716.0,0.530834890651043,-10510,5.27152453720322,9996,-2.9280549715399213,0.06330318895763921,0.04921156373193167,-0.015130674002751032,-0.09357541899441346,0.6769161680295663
2011-09-27,18739,11157,4181,6193,12968,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,649.0,0.36154543999146166,-6775,18.864589120662657,6976,-15.253295620990958,0.19492719586660404,0.19689659668796453,-0.09357541899441346,-0.13174114021571648,0.6697366670548333
2011-10-04,19516,11084,4890,7017,12804,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,563.5,0.2965259274441484,-5787,5.272426490207589,6194,-4.173114894071189,0.04984612279905151,0.04895455114561162,-0.13174114021571648,0.07125115246506208,0.6614635510579093
2011-10-11,19067,11627,4674,5866,12605,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,603.6500244140625,0.353437876960193,-6739,-4.878048780487805,6953,3.8891166222586593,0.07308754263439987,0.046561560640451506,0.07125115246506208,0.02609127700324021,0.6543436384141545
2011-10-18,19398,11616,4454,6086,12779,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,619.4000244140625,0.34503557067738944,-6693,0.24125452352231602,7162,1.0961346829600882,0.020885237211767823,0.014374611076540138,0.02609127700324021,0.05214721750055418,0.6472252418817971
2011-10-25,18747,10770,4128,6357,12790,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,651.7000122070312,0.3431482370512615,-6433,1.3403443653984948,6642,-2.6806887307969895,0.014728155846868962,0.0786682776211572,0.05214721750055418,-0.025778713331728098,0.6395152213226089
2011-11-01,18667,10628,3851,6419,13024,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,634.9000244140625,0.35383296726844166,-6605,-0.917480130154158,6777,0.7201152184349496,0.015223988067685029,0.028938462601008356,-0.025778713331728098,0.06654591018324774,0.6321608907844525
2011-11-08,19327,10992,3887,6423,13702,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,677.1500244140625,0.37662337662337664,-7279,-3.6106498098248245,7105,1.75711148015214,0.03388819875776398,0.02688352711875798,0.06654591018324774,-0.015063149729422687,0.6248463320351346
2011-11-15,18847,11490,4014,5804,13487,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,666.9500122070312,0.40765108505332415,-7683,-2.0903399389455166,7476,1.9195943498732344,0.043232595510859985,0.04031217750257998,-0.015063149729422687,-0.0988080413942719,0.6191372432759962
2011-11-22,19793,11102,4948,7133,12984,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,601.0499877929688,0.29560955893497703,-5851,9.720379901310555,6154,-7.014378946251393,0.09106725654918725,0.08236760124610593,-0.0988080413942719,-0.03211045368096177,0.6120733947116699
2011-11-29,19847,11003,5328,7668,12902,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,581.75,0.263717438403789,-5234,3.1172636790784622,5675,-2.4200474915374124,0.029995138551288283,0.029330720715204213,-0.03211045368096177,0.149290890564568,0.6037013621939893
2011-12-06,19774,11201,4832,7386,13438,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,668.5999755859375,0.30605846060483466,-6052,-4.121529702221998,6369,3.4967501385599844,0.039281598155973874,0.04328572319590844,0.149290890564568,-0.009646950953329791,0.596262504839199
2011-12-13,18430,10289,4273,6629,12627,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,662.1500244140625,0.32544763971785134,-5998,0.27308587033478304,6016,-1.7851724486699707,0.08142916493560448,0.10101634390880374,-0.009646950953329791,-0.05361322765398069,0.588641926835689
2011-12-20,18287,10050,4234,7006,12792,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,626.6500244140625,0.31639962815114564,-5786,1.1502984264785676,5816,-1.0851871947911014,0.027376502677038086,0.01946233548025763,-0.05361322765398069,0.06263464209819514,0.5805320310342235
2011-12-27,17523,10063,4153,6123,11980,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,665.9000244140625,0.3342464189921817,-5857,-0.38825395089407777,5910,0.5140263575217368,0.09363088990775009,0.006612267867191896,0.06263464209819514,-0.004430112778005979,0.5726001434220436
2012-01-03,17570,9651,4467,6426,11765,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,662.9500122070312,0.30387023335230506,-5339,2.9561148205216004,5184,-4.143126177024483,0.028475619811994944,0.051423714407139824,-0.004430112778005979,-0.042687966320047344,0.5646236160402162
2012-01-10,17756,9420,4918,6740,11358,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,634.6500244140625,0.2600810993466997,-4618,4.103585657370518,4502,-3.8816163915765514,0.03983865620510554,0.04756590877388757,-0.042687966320047344,0.03198611362492354,0.55571866346043
2012-01-17,17518,9870,4681,5759,11262,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,654.9500122070312,0.31413403356547553,-5503,-4.984230682586168,5189,3.8691146654651947,0.063274778215146,0.04721324994845715,0.03198611362492354,0.03824717509135711,0.5478223521363256
2012-01-24,18099,10716,3045,5378,13609,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,680.0,0.4547765069893364,-8231,-15.572553944514214,7671,14.168284050690719,0.1436772528572181,0.18036479906983505,0.03824717509135711,0.008750017951516531,0.5425399321609754
2012-01-31,19398,11559,2864,5588,15146,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,685.9500122070312,0.4927312094030312,-9558,-7.331896789877894,8695,5.657771147577214,0.08425774090865246,0.07099771198779727,0.008750017951516531,0.033238555852795004,0.5378986888167469
2012-02-07,20900,12876,2332,5415,17444,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,708.75,0.5755502392344498,-12029,-12.73842664192185,10544,9.531910506237756,0.10809746708079969,0.12158074697527617,0.033238555852795004,-0.03089950534611996,0.5346536578569623
2012-02-14,20984,12727,2130,5481,17316,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,686.8499755859375,0.5640011437285551,-11835,0.9282296650717703,10597,0.2535885167464115,0.008509891652410406,0.023625227165645822,-0.03089950534611996,0.03435981285572742,0.5307556536136291
2012-02-21,20904,12781,2018,5010,17436,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,710.4500122070312,0.5944316877152698,-12426,-2.8164315669081206,10763,0.7910789172703011,0.026329858326650628,0.011216974119872965,0.03435981285572742,0.013090277476494272,0.5274321094607095
2012-02-28,21864,13894,2419,5004,18209,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,719.75,0.6039608488840102,-13205,-3.7265595101416,11475,3.4060466896287793,0.03355878171714126,0.09280941580334702,0.013090277476494272,-0.06912122264675236,0.5243417151544869
2012-03-06,20262,12247,2447,5536,16633,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,670.0,0.5476754515842464,-11097,9.64141968532748,9800,-7.660995243322357,0.09508773512562588,0.11399210562134204,-0.06912122264675236,0.05574623221781727,0.521186596455995
2012-03-13,21155,13345,2393,5287,17559,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,707.3499755859375,0.580099267312692,-12272,-5.799032671996842,10952,5.68551969203435,0.0514313227698503,0.07319862752573389,0.05574623221781727,-0.01668196536402533,0.5210154551258886
2012-03-20,21656,13375,2618,5745,17762,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,695.5499877929688,0.5549039527151829,-12017,1.2053887969747106,10757,-0.9217679035688962,0.028119283617645808,0.015944475708122303,-0.01668196536402533,-0.04809145682421845,0.5200906451745332
2012-03-27,20439,11351,3210,6579,15690,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,662.0999755859375,0.44576544840745636,-9111,13.418913926856298,8141,-12.07979312892501,0.13049530737796938,0.17965799052262893,-0.04809145682421845,-0.0052106196935317595,0.5175754700262062
2012-04-03,21003,10599,4003,7937,15069,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,658.6500244140625,0.33957053754225586,-7132,9.682469788150105,6596,-7.559078232790253,0.08602103799008955,0.10580742364059718,-0.0052106196935317595,-0.03454034640056147,0.5117789732079222
2012-04-10,20821,10186,5029,8276,13573,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,635.9000244140625,0.2544066087123577,-5297,8.736847117078513,5157,-6.851402180640862,0.08398553709551924,0.09457771935589879,-0.03454034640056147,0.039786109170668604,0.5040393723329478
2012-04-17,21466,10457,5494,8404,13718,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,661.2000122070312,0.24755427187179727,-5314,-0.08164833581480237,4963,-0.9317515969453917,0.012340656360184431,0.04614130775499969,0.039786109170668604,0.005974005042508113,0.49741302048184566
2012-04-24,21513,10609,4864,8145,14466,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,665.1500244140625,0.2938223399804769,-6321,-4.691139476381254,5745,3.64297027858008,0.04453584538498961,0.05053964971240225,0.005974005042508113,0.023002311104846962,0.491242860779462
2012-05-01,21576,11326,4548,7240,14924,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,680.4500122070312,0.3561364479050797,-7684,-6.335703992934505,6778,4.801747780411844,0.06149611983396499,0.06507496535214817,0.023002311104846962,-0.0853847241954585,0.48584138473723315
2012-05-08,21816,10597,5544,8380,13555,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,622.3499755859375,0.2372112211221122,-5175,11.628661475713756,5053,-7.994994438264738,0.11438340551629815,0.10687070193916114,-0.0853847241954585,-0.03478744151716717,0.48079704011501323
2012-05-15,22652,10696,7777,9190,11840,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,600.7000122070312,0.11698746247571959,-2650,11.574074074074074,2919,-9.781811514484781,0.12006657156443176,0.12623829372597845,-0.03478744151716717,0.024304936389622833,0.47414759276102875
2012-05-22,24228,10996,8415,10563,12947,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,615.2999877929688,0.09839854713554565,-2384,1.1742892459826948,2581,-1.492141974218612,0.10548702679710761,0.04832311575910566,0.024304936389622833,-0.01917761746639124,0.4667054662380702
2012-05-29,24325,11738,8995,9367,12077,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,603.5,0.11140801644398766,-2710,-1.3455506026085522,2743,0.6686478454680534,0.09634396567804514,0.0637630830077654,-0.01917761746639124,0.024109341827620145,0.4578043929371101
2012-06-05,22719,11964,8514,9072,12358,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,618.0499877929688,0.14463664773977727,-3286,-2.367934224049332,3450,2.906474820143885,0.026878208119458704,0.03452485594296318,0.024109341827620145,0.007119204758460951,0.4480608531939906
2012-06-12,22030,12658,7601,7595,12575,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,622.4500122070312,0.22605537902859738,-4980,-7.456314098331792,5057,7.073374708393855,0.08398611799702528,0.0793227701268572,0.007119204758460951,0.009317997717445126,0.4389325994980227
2012-06-19,21017,12551,6778,6584,12412,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,628.25,0.2772993291145263,-5828,-3.8492964139809347,5773,3.250113481615978,0.061802484733628135,0.048114232500388016,0.009317997717445126,-0.056665301370374066,0.4311208334463478
2012-06-26,21646,12702,8240,7183,11321,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,592.6500244140625,0.19116695925344174,-4138,8.041109577960698,4462,-6.237807489175429,0.09133160397751837,0.07702225193391271,-0.056665301370374066,0.008014848231375993,0.422452453018588
2012-07-03,21977,13376,8793,6671,11040,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,597.4000244140625,0.1987987441416026,-4369,-1.0671717638362745,4583,0.5589947334380485,0.04477443396759076,0.055347557399972935,0.008014848231375993,-0.03699369889174298,0.4131921351359005
2012-07-10,22172,13719,9173,6390,10501,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,575.2999877929688,0.18541403572072884,-4111,1.1739545888883833,4546,-0.1683578286390317,0.04854656325854005,0.0315830857941639,-0.03699369889174298,0.01181989907396952,0.40274320642139416
2012-07-17,22056,13773,8938,6160,10666,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,582.0999755859375,0.2042981501632209,-4506,-1.7815262493234711,4835,1.303445787479704,0.0234755735171758,0.012725111179604598,0.01181989907396952,-0.037192860826206986,0.39259264245696535
2012-07-24,23826,13877,9661,7698,11367,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,560.4500122070312,0.15399143792495593,-3669,3.794885745375408,4216,-2.806492564381574,0.11744033569367952,0.03513467584331719,-0.037192860826206986,0.05227939540510751,0.3808814134794541
2012-07-31,23698,13756,9345,7804,11995,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,589.75,0.17685036711958815,-4191,-2.190883908335432,4411,0.8184336439184086,0.03707257942320319,0.018916930003030172,0.05227939540510751,-0.0038151759220008685,0.36981522601783134
2012-08-07,24204,13956,9097,8233,12953,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,587.5,0.19500908940670963,-4720,-2.2322558865727067,4859,1.8904548907080765,0.06546776172944398,0.019433479373617318,-0.0038151759220008685,-0.01668083028590428,0.36166944980134375
2012-08-14,24007,14009,9318,7871,12325,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,577.7000122070312,0.18552922064397884,-4454,1.0989919021649313,4691,-0.6941001487357461,0.049019607843137254,0.011746045355167831,-0.01668083028590428,0.07945293821883626,0.35224832187410027
2012-08-21,24291,13919,7576,7815,14061,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,623.5999755859375,0.25713227121155985,-6246,-7.464489523888866,6343,6.881326279835048,0.08191625525690255,0.08522912305187252,0.07945293821883626,0.02517641568584006,0.34404312233176965
2012-08-28,21730,13341,5538,5957,14490,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,639.2999877929688,0.3926829268292683,-8533,-9.41500967436499,7803,6.010456547692561,0.11185014916613684,0.13856666136977594,0.02517641568584006,0.0014860194355876821,0.3387537392939919
2012-09-04,19901,13330,4939,4584,13904,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,640.25,0.4683181749660821,-9320,-3.6217211228716057,8391,2.705936493327197,0.10596062310688013,0.033389895451310964,0.0014860194355876821,0.05333857776503326,0.3347391498321255
2012-09-11,19154,12549,3867,4482,14389,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,674.4000244140625,0.5172287772788974,-9907,-2.9496005225868047,8682,1.4622380784885183,0.031105929733453448,0.11287768031189084,0.05333857776503326,-0.011195208414597424,0.33330774235569993
2012-09-18,20377,13571,3477,4260,16011,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,666.8499755859375,0.5766795897335231,-11751,-9.627231909783857,10094,7.3718283387282035,0.09096739184056041,0.08282496480525575,-0.011195208414597424,-0.04071375027801494,0.3341893711842091
2012-09-25,20057,14742,2824,2894,16402,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,639.7000122070312,0.6734805803460139,-13508,-8.622466506355204,11918,8.951268587132551,0.09105514096185738,0.10383695775930775,-0.04071375027801494,0.020087502486679343,0.3401881238833352
2012-10-02,20458,14684,2905,3315,16687,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,652.5499877929688,0.6536318310685306,-13372,0.6780675076033306,11779,-0.6930248790945804,0.0352964703529647,0.007902666439251806,0.020087502486679343,0.006436307234080951,0.347055545106881
2012-10-09,20295,14947,2758,3019,16618,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,656.75,0.6700665188470066,-13599,-1.1095903802913285,12189,2.0041059732134126,0.01858736059479554,0.02315730019768427,0.006436307234080951,-0.02664636467453374,0.35314455745085815
2012-10-16,19725,14373,2531,3072,16067,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,639.25,0.658808618504436,-12995,2.9761024882976104,11842,-1.709780734170978,0.03155859762788024,0.04738523426407951,-0.02664636467453374,-0.07055138926231908,0.3591786545244552
2012-10-23,19885,13727,3371,3790,15063,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,594.1500244140625,0.5669097309529796,-11273,8.730038022813687,10356,-7.533586818757922,0.09133824855460669,0.0869107497952977,-0.07055138926231908,0.0026087481768553022,0.3634817601764114
2012-10-30,20761,13191,4433,5256,14650,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,595.7000122070312,0.4524830210490824,-9394,9.449333668594416,8758,-8.036208197133519,0.09439365015573194,0.09067181116659101,0.0026087481768553022,0.039701129585820505,0.36537887659526985
2012-11-06,21665,13900,4543,5675,15283,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,619.3499755859375,0.443480267712901,-9608,-1.0307788642165598,9357,2.8852174750734547,0.05019562935394599,0.04440709212167218,0.039701129585820505,0.02656012409053332,0.3666645860392991
2012-11-13,21933,13993,4107,5562,15860,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,635.7999877929688,0.4695208133862217,-10298,-3.1848603738749133,9886,2.4417262866374334,0.03220987769582672,0.029226519337016574,0.02656012409053332,0.003067021460318564,0.36785438850723945
2012-11-20,21897,14538,3260,5418,16825,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,637.75,0.5209389414074987,-11407,-5.056307846623809,11278,6.346601012173438,0.04985838241244436,0.07821103494774694,0.003067021460318564,0.0470403763230105,0.37218764586248027
2012-11-27,22786,15495,2391,4616,18952,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,667.75,0.629158255068902,-14336,-13.376261588345436,13104,8.339041877882815,0.1242786829599457,0.10209102091020911,0.0470403763230105,0.019992475606046334,0.37921535387527094
2012-12-04,23194,17536,1890,3064,20166,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,681.0999755859375,0.7373458653099939,-17102,-12.139032739401387,15646,11.155972965856227,0.11907016788635386,0.1308555544116133,0.019992475606046334,0.020848645890517492,0.38750934242729324
2012-12-11,24856,18839,2157,3071,21479,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,695.2999877929688,0.7405857740585774,-18408,-5.630766577563163,16682,4.466672415279814,0.053767820773930754,0.07477614783768337,0.020848645890517492,-0.007838360855334958,0.3954927680876918
2012-12-18,26517,20649,2964,3058,22081,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,689.8499755859375,0.7173888448919561,-19023,-2.4742516897328612,17685,4.035242999678146,0.024463980269700467,0.11082878075636302,-0.007838360855334958,-0.032978184830226076,0.40320409917886124
2013-01-08,27462,20074,2920,4359,23010,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,667.0999755859375,0.6791566528293642,-18651,1.4028736282384884,17154,-2.002488969340423,0.0814790456355731,0.026920066104201095,-0.032978184830226076,0.06820566881303769,0.4098369882911147
2013-01-15,29944,21565,3438,4590,24706,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,712.5999755859375,0.6717873363612076,-20116,-5.334644235671109,18127,3.543077707377467,0.06577689787001638,0.08035035795704515,0.06820566881303769,0.023224879869686577,0.4169123171951321
2013-01-22,31940,23620,3533,4055,26552,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,729.1500244140625,0.704351909830933,-22497,-7.951509484370825,20087,6.545551696500134,0.07779266180939001,0.07918093764961515,0.023224879869686577,0.027292001251591147,0.42545598662752127
2013-01-29,35172,27206,3577,3579,29651,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,749.0499877929688,0.741271465938815,-26072,-11.192861615529118,23629,11.089542892924232,0.10758350887752031,0.11792222980216353,0.027292001251591147,0.021360390175217958,0.4336701680193161
2013-02-05,37627,28916,4111,4446,31556,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,765.0499877929688,0.7204932628165944,-27110,-2.951211190719891,24805,3.3435687478676224,0.07699572245986334,0.06794440911981106,0.021360390175217958,0.007777285539466439,0.4387801056313788
2013-02-12,38763,29287,3403,5094,33488,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,771.0,0.732502644274179,-28394,-3.4124431923884444,25884,2.867621654662875,0.06687056140168991,0.0330070357907617,0.007777285539466439,-0.009403372243839137,0.44339109476351624
2013-02-19,38162,29523,3323,4287,33142,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE ,763.75,0.7561186520622609,-28855,-1.189278435621598,26200,0.8152103810334597,0.03080499078254829,0.009620653960908483,-0.009403372243839137,-0.032405891980360035,0.4468635642409742
