,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-04-06,151388,50530,27584,65746,90314,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.609499931335449,0.16228498956324147,-24568,-2.57495565903743,22946,0.9108446335069286,0.05594002306805075,0.06868167037918939,0.01533048201260967,-0.0038786367173206937,-0.005435586756836586
2010-04-13,150306,53458,29990,64259,88040,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.595499992370605,0.15821723683685282,-23781,0.5198562633762253,23468,0.34480936401828416,0.02469484369562505,0.06392004601668105,-0.0038786367173206937,-0.023223448372812094,0.0007294308555180784
2010-04-20,153954,50461,29547,66810,88011,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.51200008392334,0.13770996531431468,-21201,1.7164983433795058,20914,-1.6992002980586272,0.01666440599143527,0.042995700429957005,-0.023223448372812094,-0.04228358830271772,0.006378015014411162
2010-04-27,151824,47952,28142,65474,85645,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3635001182556152,0.132857782695753,-20171,0.6690310092625069,19810,-0.7170973147823376,0.02449725051118655,0.05143638131784372,-0.04228358830271772,-0.05916459437086896,0.012150459367555875
2010-05-04,142318,42642,29152,62278,75616,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.164499998092652,0.09371969814078332,-13338,4.500605964801349,13490,-4.162714722310043,0.09590700102977649,0.08802964035991866,-0.05916459437086896,0.009322170215571024,0.016902312410137614
2010-05-11,130991,36092,25494,62451,70969,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.194000005722046,0.06502736829247811,-8518,3.3867817141893504,10598,-2.0320690285136105,0.036126517763453755,0.16575195661351605,0.009322170215571024,-0.05369441680270237,0.02128857594430054
2010-05-18,128554,35258,28033,62602,66681,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.0225000381469727,0.031729856713910105,-4079,3.3887824354344955,7225,-2.574986067745112,0.034335527486212415,0.05329351724573794,-0.05369441680270237,0.0036393442002244925,0.024698369782681563
2010-05-25,128730,32592,28609,65569,66089,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.033499956130981,0.004039462440767498,-520,2.768486394822409,3983,-2.5218974127603966,0.027032159078825443,0.05297299063740789,0.0036393442002244925,0.006757852310318224,0.027480767800229813
2010-06-01,127018,32767,27456,66056,68590,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.053999900817871,0.019949928356610875,-2534,-1.5645148760972578,5311,1.0316165617960071,0.02219152444186979,0.022051375720239776,0.006757852310318224,-0.09217415579991073,0.03062902983564397
2010-06-08,131799,34347,33065,64794,65497,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.7725000381469727,0.005333879619723973,-703,1.4415279724133587,1282,-3.171991371301705,0.033425179022342294,0.10664273423129413,-0.09217415579991073,0.08295762521511407,0.03339801137747886
2010-06-15,137265,33306,31870,72502,71463,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.002500057220459,-0.00756930025862383,1039,1.3217095729102648,1436,0.11684458910917381,0.0949814190949189,0.03430710691051921,0.08295762521511407,-0.0039966973171180475,0.03580242479621965
2010-06-22,139932,33374,31901,71285,70137,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.990499973297119,-0.008203984792613556,1148,0.0794084435216552,1473,0.02695515972753433,0.017981643591520415,0.0015166602834163156,-0.0039966973171180475,-0.02507943432650339,0.0381396981245365
2010-06-29,130392,31968,29106,68668,68514,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9154999256134038,-0.0011810540523958526,154,-0.7103450247262957,2862,0.9926249892805076,0.030907845052557916,0.06878540786586763,-0.02507943432650339,0.015263287144212878,0.04173381541918722
2010-07-06,127883,31620,29435,67615,65822,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9600000381469727,-0.014020628230491935,1793,1.2569789557641573,2185,-0.5192036321246702,0.028065678934628326,0.011088362951437229,0.015263287144212878,0.016722968891208723,0.04545434784755025
2010-07-13,129938,31820,27462,68137,68641,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.009500026702881,0.0038787729532546293,-504,-1.7961730644417164,4358,1.699209433622921,0.024426442848996182,0.0366553085253534,0.016722968891208723,-0.003987401168587756,0.049431194020642964
2010-07-20,132711,32592,28677,68037,67295,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.997499942779541,-0.00559109644264605,742,0.9589188689990612,3915,-0.34093182902615093,0.010684834333343185,0.03243075617359513,-0.003987401168587756,0.06922434858634285,0.053032908800407494
2010-07-27,136009,35846,24596,69696,74878,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.2049999237060547,0.03810041982515863,-5182,-4.463834949627386,11250,5.527047494179081,0.06392574045125679,0.12135601072102181,0.06922434858634285,0.046801902944815454,0.05629216462395946
2010-08-03,141838,37984,25024,68866,77771,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3550000190734863,0.06278289315980203,-8905,-2.737318853899374,12960,1.257269739502533,0.025389226457169747,0.040724987303199595,0.046801902944815454,-0.013114727303866092,0.05963810684449961
2010-08-10,139666,40232,23586,67695,81972,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.311000108718872,0.102222444975871,-14277,-3.7874194503588603,16646,2.5987394069290315,0.03589301582847254,0.05775799931053935,-0.013114727303866092,0.00800361998744048,0.06301084096599344
2010-08-17,140934,41110,26631,67102,79168,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.337500095367432,0.08561454297756396,-12066,1.5830624489854368,14479,-1.5515587186573683,0.023224174471867094,0.05791175211467206,0.00800361998744048,-0.029363309899853585,0.06609589497709888
2010-08-24,139877,36304,26890,72217,76927,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.239500045776367,0.03367244078726309,-4710,5.219464430158798,9414,-3.5938808236479485,0.04932146113822883,0.0801500142418584,-0.029363309899853585,0.037505792110483105,0.06675876681303414
2010-08-31,134206,39392,26162,64771,75360,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.361000061035156,0.07890109235056555,-10589,-4.202978330962202,13230,2.728111126203736,0.06431838779427822,0.05821155078256094,0.037505792110483105,0.030496864026077874,0.0684882843396842
2010-09-07,137079,41758,26975,64529,77620,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.463500022888184,0.09549967536967734,-13091,-1.8642981684872508,14783,1.157176281239289,0.017601249393242303,0.04625143671889776,0.030496864026077874,-0.0011548862350668765,0.07098044570166667
2010-09-14,141028,42144,25735,67025,84461,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4595000743865967,0.12363502283234536,-17436,-3.1697050605855015,16409,1.1861773138117437,0.06163605877770883,0.023954389428247323,-0.0011548862350668765,0.004335848002042786,0.0736479329402273
2010-09-21,142955,43877,26796,67356,86103,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4744999408721924,0.1311391696687769,-18747,-0.9296026321014266,17081,0.47650112034489606,0.012856854273779967,0.03953419269027776,0.004335848002042786,0.0459059216533686,0.07635353665742374
2010-09-28,147744,48383,26221,68712,92459,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.634000062942505,0.16073072341347194,-23747,-3.497604141163303,22162,3.554265328250149,0.04784979928150846,0.0681062677604418,0.0459059216533686,0.023390213724472808,0.07970415242301704
2010-10-05,153457,51583,27184,67855,94481,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7190001010894775,0.17350788820321003,-26626,-1.9486408923543426,24399,1.5141054797487545,0.01773482160457323,0.05285208272499905,0.023390213724472808,0.01667109334115957,0.08415779910897161
2010-10-12,158917,52794,28726,70002,97325,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7809998989105225,0.17193251823278818,-27323,-0.4541988961077045,24068,-0.21569560202532306,0.029827822168568132,0.033770853778213934,0.01667109334115957,-0.0068764308819728726,0.08829992790912543
2010-10-19,162855,54303,28153,71698,101035,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.755000114440918,0.18014184397163122,-29337,-1.2673282279428884,26150,1.31011786026668,0.03129685699895214,0.025249830212476957,-0.0068764308819728726,0.028894807059373973,0.09184148771965096
2010-10-26,167063,55260,28797,72172,101358,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.8635001182556152,0.1747005620634132,-29186,0.09272051825243315,26463,0.1921955113444475,0.004592865786895638,0.01904659933140607,0.028894807059373973,-0.007765034008047289,0.09463762781250197
2010-11-02,163209,52585,27377,71961,100526,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.8334999084472656,0.17502098536232683,-28565,0.37171605921119577,25208,-0.7512136140258465,0.006046832514914167,0.05121182561716815,-0.007765034008047289,0.05373688091397533,0.09669382159867206
2010-11-09,164045,55566,25477,72427,107310,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.039500236511231,0.21264287238257795,-34883,-3.871110049078176,30089,2.9906438983144312,0.04033671419907977,0.06022728674900978,0.05373688091397533,-0.07810378535140317,0.0992982333356835
2010-11-16,152332,49986,24026,69716,98920,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.723999977111816,0.1917128377491269,-29204,3.4618549788167883,25960,-2.516992288701271,0.06582817429255912,0.09499810841485165,-0.07810378535140317,-0.006176155222531898,0.10153481619974553
2010-11-23,146054,46097,23307,67879,93305,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.700999975204468,0.17408629684911062,-25426,2.4801092350917733,22790,-2.080981015151117,0.046232876712328765,0.06639386778860008,-0.006176155222531898,0.03296405831843452,0.103232969401086
2010-11-30,148249,47784,26677,68699,92608,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.822999954223633,0.16127596138928424,-23909,1.0386569351061936,21107,-1.1523135278732524,0.009404427582188003,0.06791474731738763,0.03296405831843452,0.057808055766623845,0.10482966182332604
2010-12-07,157675,53567,27135,69090,101401,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.044000148773193,0.20492151577612178,-32311,-5.6674918549197635,26432,3.591929793792876,0.05386794610859224,0.07733389507075414,0.057808055766623845,0.0389465342229105,0.10692498226150385
2010-12-14,163546,58287,28019,69972,104818,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.201499938964844,0.21306543724701307,-34846,-1.60773743459648,30268,2.432852386237514,0.02459522855998627,0.06493175445507844,0.0389465342229105,0.016422764522906252,0.10947381309652278
2010-12-21,166422,59804,27641,71398,107102,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.270500183105469,0.21453894316857147,-35704,-0.5246230418353246,32163,1.1586954129113523,0.020784313725490194,0.02167076448053062,0.016422764522906252,0.012527735943102414,0.11227395317956396
2010-12-28,167334,61837,30035,71176,106323,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.323999881744385,0.21004099585260616,-35147,0.334691326867842,31802,-0.2169184362644362,0.005639468391371219,0.04818660745384883,0.012527735943102414,0.0091351150766672,0.11427290681265292
2011-01-04,166289,61858,30245,69780,104737,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.363500118255615,0.21021835479195858,-34957,0.11354536436109816,31613,-0.11294775718025027,0.017087160563154305,0.0025080616266571123,0.0091351150766672,-0.005614734163974511,0.11607976721516033
2011-01-11,165488,61530,31423,67938,104139,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.339000225067139,0.2187530213671082,-36201,-0.748095183686233,30107,-0.9056522079031084,0.014179698623290736,0.01620173636138694,-0.005614734163974511,0.018322128924496583,0.11686756345197988
2011-01-18,165873,62505,32316,67307,101612,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.418499946594238,0.20681485232678012,-34305,1.1457024074253117,30189,0.04955042057430145,0.01869535102623151,0.019700277364718785,0.018322128924496583,-0.04515108890679376,0.11667971015469843
2011-01-25,155810,53961,30049,67159,94705,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.218999862670898,0.17679224696746038,-27546,4.074804217684614,23912,-3.7842204578201395,0.04358597340977611,0.12868706106415903,-0.04515108890679376,0.07608440616988199,0.1160598856173894
2011-02-01,160259,57306,32595,67515,95663,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.539999961853027,0.17564068164658458,-28148,-0.38636801232270074,24711,0.5128040562223221,0.008052556104376815,0.06552763595510618,0.07608440616988199,0.006167374045144003,0.11671221433109183
2011-02-08,162263,63087,33627,67951,101181,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.567999839782715,0.20479098747095764,-33230,-3.1711167547532435,29460,2.9633281126177002,0.035203273183075943,0.07044481667597245,0.006167374045144003,-0.007990363045536464,0.11877076135088468
2011-02-15,159468,59706,30667,69016,102689,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.531499862670898,0.2111583515188,-33673,-0.2730135643985382,29039,-0.2594553286947733,0.01498500334876678,0.0701647615991502,-0.007990363045536464,-0.04104598387666358,0.12115303165593536
2011-02-22,151893,53809,30579,70177,98711,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.3454999923706055,0.1878559248944981,-28534,3.222590112122808,23230,-3.6427371008603604,0.03042844962341907,0.07092240602929327,-0.04104598387666358,0.033367847470047174,0.12257606381226872
2011-03-01,147581,50320,23701,70162,98113,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.490499973297119,0.1893942987240905,-27951,0.38382282264488815,26619,2.231175893556648,0.0036428465309760807,0.1400548492995231,0.033367847470047174,-0.03685562075851989,0.12424550313734037
2011-03-08,141773,49103,24793,67688,93617,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.324999809265137,0.1828909594915816,-25929,1.3700950664380918,24310,-1.5645645442163965,0.043210067883822575,0.031246616866948143,-0.03685562075851989,-0.046242732505257345,0.12520622995224756
2011-03-15,134739,46193,22831,66453,88953,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.125,0.16698951305857992,-22500,2.418655174116369,23362,-0.6686745713217608,0.0379586373756483,0.07058414464534075,-0.046242732505257345,0.043272769812381595,0.12588111981879418
2011-03-22,133713,44489,22667,65641,88918,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.303500175476074,0.17408180206860963,-23277,-0.576670451762296,21822,-1.1429504449342804,0.005480107919952898,0.027815831794627436,0.043272769812381595,0.007900527130243695,0.12694819198277002
2011-03-29,135882,47672,20628,63696,92690,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.337500095367432,0.21337631179994407,-28994,-4.275575299335143,27044,3.9053794320671886,0.036556980803908276,0.07645680819912153,0.007900527130243695,-0.01832857558877432,0.1282082166708875
2011-04-05,134293,46268,23884,61166,89006,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.257999897003174,0.20730790137981875,-27840,0.8492662751504984,22384,-3.4294461370895335,0.04137921849612444,0.06642718668035123,-0.01832857558877432,0.028064857470144755,0.12907404189812938
2011-04-12,142085,52973,21983,62368,98055,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.377500057220459,0.25116655523102366,-35687,-5.843193613963497,30990,6.408375715785633,0.0638998148644521,0.11481402422754683,0.028064857470144755,-0.03483727026715844,0.13086152879032495
2011-04-19,132383,43667,18608,63739,90632,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.224999904632568,0.2031454189737353,-26893,6.1892529119893025,25059,-4.174261885491079,0.05696665824539583,0.20362906463267763,-0.03483727026715844,0.02213021051824926,0.13211990289915998
2011-04-26,130849,42076,18398,62977,89403,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.31850004196167,0.2019579821015063,-26426,0.3527643277460097,23678,-1.0431853032489067,0.013066019162619767,0.02978139365677812,0.02213021051824926,-0.01817767050613417,0.13344875288773214
2011-05-03,125898,40403,19399,62248,82043,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.239999771118164,0.1572304564012137,-19795,5.067673425093046,21004,-2.043576947473806,0.056060322542639526,0.04471422360456172,-0.01817767050613417,-0.04964617331412191,0.13467011362350967
2011-05-10,120303,34445,22626,62279,70730,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.0295000076293945,0.07024762474751253,-8451,9.010468792196857,11819,-7.295588492271521,0.0852874617507086,0.16093988190149114,-0.04964617331412191,-0.009554552797866767,0.13477050317072187
2011-05-17,119749,29693,21948,62821,65989,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.990999937057495,0.026455335743931056,-3168,4.391411685494127,7745,-3.3864492157302815,0.04101389643661207,0.10514900950794911,-0.009554552797866767,0.005387089087125707,0.13466907007514534
2011-05-24,120829,28382,22354,65806,68353,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.012499809265137,0.021079376639713977,-2547,0.518584706344103,6028,-1.4338324328386876,0.03987060130144083,0.03384184799747714,0.005387089087125707,0.04012467524565588,0.13499676073281738
2011-05-31,123919,29163,19183,66738,74271,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.173500061035156,0.06078970940695132,-7533,-4.126492812156022,9980,3.270737985086362,0.048578459530951926,0.08174409465105696,0.04012467524565588,-0.006948671825442565,0.13578214113763162
2011-06-07,122995,30044,20316,65602,74150,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.144499778747559,0.06949876011219969,-8548,-0.8190834335331951,9728,-0.20335864556686223,0.008994504550918771,0.03999205718824464,-0.006948671825442565,0.0022922010399413217,0.13701608114710234
2011-06-14,132616,31122,20388,71608,80534,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.15399980545044,0.06730711226398021,-8926,-0.30732956624253016,10734,0.8179194276190089,0.08143707851875222,0.022325761987963502,0.0022922010399413217,-0.015527168527276758,0.1384560121571524
2011-06-21,133849,30500,20735,73946,80593,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.089499950408936,0.0496604382550486,-6647,1.7184955058213185,9765,-0.7306810641249925,0.015510647797643313,0.018912852542207474,-0.015527168527276758,0.0006113356769226197,0.13956878952345358
2011-06-28,124236,29596,19591,67785,73573,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.0920000076293945,0.046588750442705815,-5788,0.6417679624053971,10005,0.1793065319875382,0.09324551847083291,0.04163701791123671,0.0006113356769226197,0.06036173435415959,0.14048743960989785
2011-07-05,138627,40534,21571,67922,86511,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.339000225067139,0.13409364698074688,-18589,-10.303776683087028,18963,7.210470395054573,0.08466454708514372,0.2080025762821029,0.06036173435415959,0.009794777605864446,0.14333579105626781
2011-07-12,146864,48272,24486,65478,91042,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.381499767303467,0.1740658023749864,-25564,-5.031487372589756,23786,3.4791202291039984,0.044562995144390494,0.14641688886445478,0.009794777605864446,0.01803035498822414,0.14660861854514728
2011-07-19,152876,49556,25807,64948,92763,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.4604997634887695,0.18194484418744603,-27815,-1.5327105349166577,23749,-0.025193376184769585,0.01427294228050041,0.03456603373007975,0.01803035498822414,0.003026614581072895,0.15021507894187983
2011-07-26,156140,51606,27015,65835,93137,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.473999977111816,0.17485589855258102,-27302,0.3355660796985792,24591,0.5507731756456213,0.007932214478021287,0.04143931010798642,0.003026614581072895,-0.018998667541756276,0.15284499199433027
2011-08-02,156089,51036,26773,67296,93515,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.388999938964844,0.1679746811114172,-26219,0.6936083002433713,24263,-0.21006788779300628,0.011435784865463183,0.010435810767391947,-0.018998667541756276,-0.09614945026291777,0.15486791099339975
2011-08-09,128475,34375,23514,66705,76240,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.9670000076293945,0.07421677369137965,-9535,10.688773712433292,10861,-8.58612714541063,0.12498513414250235,0.3441068251308539,-0.09614945026291777,0.006806138229646708,0.15432934039177496
2011-08-16,125673,27568,21674,71675,72565,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.99399995803833,0.007081871205429965,-890,6.728935590581825,5894,-3.866121813582409,0.05993483083749307,0.17560212826448968,0.006806138229646708,0.0001251787094713741,0.1528190967038493
2011-08-23,126380,28138,24288,72457,71157,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.994499921798706,-0.010286437727488527,1300,1.7426177460552386,3850,-1.626443229651556,0.015249209687077861,0.0607332239728379,0.0001251787094713741,0.032169289191505746,0.1519737336554887
2011-08-30,115815,28750,26048,63839,62367,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.123000144958496,-0.012709925311919872,1472,0.13609748377907896,2702,-0.9083715777812945,0.13793322029063596,0.04328625132304099,0.032169289191505746,-0.020252220594599413,0.1502119833158255
2011-09-06,115872,30682,27185,62986,60973,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,4.039500236511231,-0.01737261806130903,2013,0.46712429305357683,3497,0.6864395803652377,0.018126961333989465,0.05303540878220748,-0.020252220594599413,-0.020670910255463082,0.14804136228830653
2011-09-13,118383,30700,28872,64993,60937,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.9560000896453857,-0.03426167608524873,4056,1.763152444076222,1828,-1.4403824910245788,0.016223298657984594,0.028620828577183913,-0.020670910255463082,-0.060540960654486664,0.14500488730912203
2011-09-20,125531,31651,34950,69336,59659,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7165000438690186,-0.07708852793333917,9677,4.748147960433508,-3299,-4.330858315805479,0.04357533237722392,0.10553895587153346,-0.060540960654486664,-0.07722317704412418,0.14100050850908133
2011-09-27,119891,29860,31322,68325,59770,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.429500102996826,-0.07135648213794196,8555,-0.8938031243278552,-1462,1.4633835466936453,0.008759124087591242,0.08857180216403518,-0.07722317704412418,-0.09768188601430206,0.13653729301770798
2011-10-04,121499,28040,31458,69927,60604,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.094500064849853,-0.07673314183655833,9323,0.6405818618578543,-3418,-1.6314819294192224,0.018662233492427086,0.03287505462368483,-0.09768188601430206,0.062368665612575924,0.1317249655169432
2011-10-11,122868,27971,35030,72909,58490,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.2874999046325684,-0.11735358270664453,14419,4.194273203894682,-7059,-2.996732483394925,0.03878263913728415,0.057792733448675415,0.062368665612575924,0.020684435033890614,0.12616177126810796
2011-10-18,129014,28110,33449,75441,61894,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3554999828338623,-0.1050041080812935,13547,-0.7097047237685972,-5339,1.3998762900022788,0.04322277642261623,0.027940674799785573,0.020684435033890614,0.018924132870095756,0.12067819526709019
2011-10-25,129893,28375,31313,73267,62365,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4189999103546143,-0.08393061981785008,10902,-2.0501650983614184,-2938,1.8610383369246748,0.01950129762887814,0.04022584104007506,0.018924132870095756,0.023252471614137127,0.1157045186924505
2011-11-01,126363,28641,26854,71273,64692,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.498500108718872,-0.05208011838908541,6581,-3.326584188524401,1787,3.6376094169816695,0.031780237561137056,0.0851428056581674,0.023252471614137127,0.00957551953406921,0.11133718977415412
2011-11-08,123572,26697,26385,70552,66389,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.532000064849853,-0.03368886155439744,4163,-1.9135348163623846,312,-1.1672720653988906,0.01765723924901965,0.04545797068686184,0.00957551953406921,-0.009343146026246751,0.10660004104459692
2011-11-15,129991,26992,28106,77633,72092,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.499000072479248,-0.042626027955781555,5541,1.1151393519567538,-1114,-1.15398310296831,0.08538320253798631,0.03658934988565828,-0.009343146026246751,-0.048156668054432195,0.10209352439642559
2011-11-22,124189,26072,30294,72381,62742,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3304998874664307,-0.07761556981697251,9639,3.1525259441038225,-4222,-2.3909347570216397,0.10806450419247648,0.055139623177092575,-0.048156668054432195,0.01366162485864364,0.09725310388361631
2011-11-29,112374,26425,29733,64354,54748,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.375999927520752,-0.08548240696246463,9606,-0.026572401742505376,-3308,0.7359750058378761,0.1345149535692096,0.01627550838705082,0.01366162485864364,0.05613154547643817,0.09250775064608267
2011-12-06,113252,26715,29347,65290,57566,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.565500020980835,-0.06820188605940734,7724,-1.6747646252691903,-2632,0.6015626390446189,0.03055609819626229,0.012058078555884557,0.05613154547643817,-0.037301958950813785,0.08725537753386095
2011-12-13,115993,27040,30396,67361,59408,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.432499885559082,-0.06856448233945152,7953,0.20220393458835165,-3356,-0.6392823084802034,0.030867167840718156,0.02392227871021659,-0.037301958950813785,-0.02024762470490271,0.08183941754181355
2011-12-20,116050,28339,33294,67210,55838,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.36299991607666,-0.09799224472210254,11372,2.947591665014268,-4955,-1.3785314631055323,0.03024023145439178,0.06809663654211218,-0.02024762470490271,0.012191533992123915,0.07582920239006982
2011-12-27,117153,28669,32261,67188,56805,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4040000438690186,-0.0886276919925226,10383,-0.8522188711762172,-3592,1.1744937526928048,0.007976256724169913,0.02236993270966683,0.012191533992123915,0.035546430651888006,0.0700855737776635
2012-01-03,120794,29629,31177,68300,60466,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.525000095367432,-0.0648542146133086,7834,-2.1757872184237708,-1548,1.7447269809565271,0.03706723824612087,0.03361510377265402,0.035546430651888006,-0.004255348793859137,0.06479571667371606
2012-01-10,126638,31413,33123,68689,61854,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.509999990463257,-0.053972741199324055,6835,-0.8270278325082372,-1710,-0.13411262148782224,0.013612372934588604,0.057797198462873435,-0.004255348793859137,0.06153848452863797,0.05955099047051544
2012-01-17,132457,34047,31736,67784,65652,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7260000705718994,-0.0160957895769948,2132,-3.7137352137589037,2311,3.1751922803581865,0.03524536107197458,0.06112521472112856,0.06153848452863797,0.020933931499899083,0.05526424735698131
2012-01-24,142751,36031,31508,70960,70786,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.803999900817871,-0.0012189056468956436,174,-1.4782155718459575,4523,1.6699759167125936,0.05862599297334669,0.03275144731192348,0.020933931499899083,-0.004337538542457775,0.051840955960551376
