,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CT_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-07-20,157763,43125,33345,89570,102540,033661,COTTON NO. 2 - ICE FUTURES U.S. ,77.77999877929688,0.08221192548316145,-12970,3.510429016246075,9780,-2.612791015803119,0.028051637082921244,0.05245194193801491,-0.004607123280823244,0.04718434336003319,0.22929650489025905
2010-07-27,164498,44418,31610,96268,115861,033661,COTTON NO. 2 - ICE FUTURES U.S. ,81.44999694824219,0.11910783109825043,-19593,-4.198069255782408,12808,1.9193346982499064,0.09437182092028908,0.039827431998737305,0.04718434336003319,0.03756912587649053,0.22694703093006366
2010-08-03,179080,56340,32803,95775,129841,033661,COTTON NO. 2 - ICE FUTURES U.S. ,84.51000213623047,0.19022783113692204,-34066,-8.798283261802576,23537,6.522267747936144,0.06414881923267854,0.1471231616615999,0.03756912587649053,-0.0015383372325908917,0.22669221604680256
2010-08-10,192181,68249,33917,95861,141776,033661,COTTON NO. 2 - ICE FUTURES U.S. ,84.37999725341797,0.23891539746384918,-45915,-6.616595934777752,34332,6.028032164395801,0.05058555696293086,0.12746902100503102,-0.0015383372325908917,0.039701424657013984,0.2274012321201477
2010-08-17,208543,78551,36171,99117,154310,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.7300033569336,0.2646600461295752,-55193,-4.82774051545158,42380,4.187718869191023,0.06230591057779952,0.1094471853698506,0.039701424657013984,0.00786498102826294,0.22843858357304678
2010-08-24,212799,82110,34511,101068,160111,033661,COTTON NO. 2 - ICE FUTURES U.S. ,88.41999816894531,0.27745901061565137,-59043,-1.8461420426482789,47599,2.5026013819691864,0.029680793631953563,0.044751802848543576,0.00786498102826294,0.007464416147671571,0.22972476492757482
2010-08-31,219593,85183,31990,102373,167812,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.08000183105469,0.2980013024094575,-65439,-3.005653222054615,53193,2.628771751746954,0.03333271647204693,0.04774137386599302,0.007464416147671571,0.02514591173917813,0.23256628938720703
2010-09-07,226242,85769,30910,106413,175400,033661,COTTON NO. 2 - ICE FUTURES U.S. ,91.31999969482422,0.30492569903024197,-68987,-1.615716347971019,54859,0.7586762783877445,0.041261403838715745,0.014278490559569416,0.02514591173917813,0.027047757653936078,0.23656328406711427
2010-09-14,230714,86478,30539,111614,181471,033661,COTTON NO. 2 - ICE FUTURES U.S. ,93.79000091552734,0.30278613348127986,-69857,-0.38454398387567296,55939,0.47736494550083536,0.03845983247180852,0.009229428202739772,0.027047757653936078,0.08423074366951,0.239816734084281
2010-09-21,234920,81840,33705,120661,182836,033661,COTTON NO. 2 - ICE FUTURES U.S. ,101.69000244140624,0.264664566660991,-62175,3.329663566146831,48135,-3.3825428885980044,0.03430676415252869,0.06754078497555065,0.08423074366951,0.06342803415663889,0.24079158401017178
2010-09-28,239607,78804,35544,126862,182549,033661,COTTON NO. 2 - ICE FUTURES U.S. ,108.13999938964844,0.23240973761200634,-55687,2.7617912480844544,43260,-2.075174527498723,0.02096887311698679,0.04263301500682128,0.06342803415663889,-0.06204918737141185,0.2404569077867017
2010-10-05,232633,71387,35512,127208,174732,033661,COTTON NO. 2 - ICE FUTURES U.S. ,101.43000030517578,0.20428743987310485,-47524,3.4068286819667204,35875,-3.0821303217351748,0.027035172550837913,0.06968259759211966,-0.06204918737141185,0.08035099577400873,0.23955100380981273
2010-10-12,235370,73894,38874,126101,173086,033661,COTTON NO. 2 - ICE FUTURES U.S. ,109.58000183105467,0.19962187194629732,-46985,0.23169541724518877,35020,-0.3675316915484905,0.009201603010826006,0.052044906356413165,0.08035099577400873,0.006205514636002718,0.23875325202359518
2010-10-19,232933,71533,36171,128271,173824,033661,COTTON NO. 2 - ICE FUTURES U.S. ,110.26000213623048,0.19556267252815188,-45553,0.6084037897777967,35362,0.14530313973743467,0.009626110991575497,0.04701775235831538,0.006205514636002718,0.17531284080492937,0.23730066259036237
2010-10-26,240675,74758,35150,130916,178111,033661,COTTON NO. 2 - ICE FUTURES U.S. ,129.58999633789062,0.19609431806377894,-47195,-0.7049237334340777,39608,1.822841761364856,0.022431696906742776,0.03863231065982458,0.17531284080492937,0.03603671811803166,0.23547621218267267
2010-11-02,243838,73755,35182,132912,179771,033661,COTTON NO. 2 - ICE FUTURES U.S. ,134.25999450683594,0.19217267201994767,-46859,0.13960735431598628,38573,-0.43004051106263635,0.011692352958107732,0.009500904192331348,0.03603671811803166,0.12639655828258722,0.23376579953496118
2010-11-09,239032,72757,35751,129641,178972,033661,COTTON NO. 2 - ICE FUTURES U.S. ,151.22999572753906,0.2063782255095552,-49331,-1.013787842748054,37006,-0.642639785431311,0.013188038093016172,0.014441331514727025,0.12639655828258722,-0.11558550698521208,0.23196597981139833
2010-11-16,205785,57021,18479,119337,166901,033661,COTTON NO. 2 - ICE FUTURES U.S. ,133.75,0.23113443642636733,-47564,0.7392315673215302,38542,0.642591786873724,0.0781692158273884,0.4371920529801325,-0.11558550698521208,-0.15446731709988315,0.23052662529912837
2010-11-23,194995,54629,17517,113878,160556,033661,COTTON NO. 2 - ICE FUTURES U.S. ,113.08999633789062,0.23938049693581887,-46678,0.4305464441042836,37112,-0.6949000170080424,0.04301216321592805,0.04648906384276329,-0.15446731709988315,0.11619071044783857,0.2288001401173065
2010-11-30,194575,56048,16983,111365,159703,033661,COTTON NO. 2 - ICE FUTURES U.S. ,126.2300033569336,0.24842862649363998,-48338,-0.8513038795866561,39065,1.001564142670325,0.012417548364248085,0.026742068436691267,0.11619071044783857,0.09316328783559769,0.2274740925289369
2010-12-07,199654,56634,20136,115929,161080,033661,COTTON NO. 2 - ICE FUTURES U.S. ,137.99000549316406,0.2261462329830607,-45151,1.63792881922138,36498,-1.3192856225106,0.021446956597078074,0.04870392080239677,0.09316328783559769,0.04710486079603782,0.22568238883455455
2010-12-14,204519,57256,24592,119163,160394,033661,COTTON NO. 2 - ICE FUTURES U.S. ,144.49000549316406,0.2015998513585535,-41231,1.9633966762499122,32664,-1.9203221573321847,0.014022185099997496,0.06204183364285016,0.04710486079603782,0.10125260618607701,0.22343454778150268
2010-12-21,202337,57316,25544,115850,157176,033661,COTTON NO. 2 - ICE FUTURES U.S. ,159.1199951171875,0.20424341568768936,-41326,-0.04645045203624113,31772,-0.43614529701396937,0.023920798751767232,0.012213371952691286,0.10125260618607701,-0.09282296045065974,0.22150261841186017
2010-12-28,201812,55245,27388,116850,154450,033661,COTTON NO. 2 - ICE FUTURES U.S. ,144.35000610351562,0.18631201316076348,-37600,1.8414822795633028,27857,-1.934890800990427,0.013733873940287505,0.04737816610797139,-0.09282296045065974,-0.0039487862841515176,0.2190888680113563
2011-01-04,207895,53896,26567,121861,159311,033661,COTTON NO. 2 - ICE FUTURES U.S. ,143.77999877929688,0.1801390124822627,-37450,0.07432660099498543,27329,-0.26162963550234875,0.03511018166816041,0.026968917390601893,-0.0039487862841515176,0.024134102449323347,0.21711791468423253
2011-01-11,203598,52886,27073,116251,152642,033661,COTTON NO. 2 - ICE FUTURES U.S. ,147.25,0.17873947681214944,-36391,0.5093917602635947,25813,-0.7292142668173838,0.045665004295388875,0.01895971685488813,0.024134102449323347,-0.012292003793505923,0.21550013389850653
2011-01-18,198387,53144,24661,110494,149766,033661,COTTON NO. 2 - ICE FUTURES U.S. ,145.44000244140625,0.1979565193283834,-39272,-1.4150433697776992,28483,1.3114077741431645,0.033170675478367787,0.034316560632350106,-0.012292003793505923,0.11269251316364293,0.21422816031026154
2011-01-25,206509,55964,24412,112249,155354,033661,COTTON NO. 2 - ICE FUTURES U.S. ,161.8300018310547,0.2087318228261238,-43105,-1.9320822432921512,31552,1.5469763643787142,0.02743990164534777,0.038183039713347265,0.11269251316364293,0.06420317167452838,0.21407279981118307
2011-02-01,211690,60035,25291,112041,158826,033661,COTTON NO. 2 - ICE FUTURES U.S. ,172.22000122070312,0.22100713307194483,-46785,-1.7820046583926126,34744,1.5456953449970703,0.013586003462954143,0.05801279797482596,0.06420317167452838,0.01782599026634224,0.21502185066053847
2011-02-08,220694,56854,30761,122867,162058,033661,COTTON NO. 2 - ICE FUTURES U.S. ,175.2899932861328,0.17758072262952324,-39191,3.5873210827152913,26093,-4.08663611885304,0.049339299815740985,0.09873880043371569,0.01782599026634224,0.08403224114615448,0.21588706751440118
2011-02-15,195668,55576,23230,103787,147282,033661,COTTON NO. 2 - ICE FUTURES U.S. ,190.0200042724609,0.22228979700308688,-43495,-1.9502116052090224,32346,2.833334843720264,0.13484739254945852,0.11178082887089816,0.08403224114615448,-0.010946225577767255,0.21651005269936835
2011-02-22,178652,52800,23899,91686,133566,033661,COTTON NO. 2 - ICE FUTURES U.S. ,187.94000244140625,0.23442222869041487,-41880,0.8253776805609502,28901,-1.760635361939612,0.11461385470495268,0.044915839841458166,-0.010946225577767255,0.04219427781615348,0.2162510197228934
2011-03-01,175406,49148,22440,93509,129899,033661,COTTON NO. 2 - ICE FUTURES U.S. ,195.8699951171875,0.2074615463553128,-36390,3.0730134563285048,26708,-1.2275261402055393,0.024573873809353292,0.07139464714756663,0.04219427781615348,0.05702761243375942,0.2153800598246631
2011-03-08,173688,49770,24417,92043,128029,033661,COTTON NO. 2 - ICE FUTURES U.S. ,207.0399932861328,0.20718760075537745,-35986,0.2303227939751206,25353,-0.7724935292977435,0.015158675342615145,0.035033092051167995,0.05702761243375942,-0.07776270946104646,0.21428655860499526
2011-03-15,174801,47064,24138,95281,124967,033661,COTTON NO. 2 - ICE FUTURES U.S. ,190.94000244140625,0.16982740373338825,-29686,3.627193588503524,22926,-1.3973331490949288,0.028604118993135013,0.041922979691581694,-0.07776270946104646,0.0786634758584448,0.21244568943110512
2011-03-22,176065,43426,22656,97833,127241,033661,COTTON NO. 2 - ICE FUTURES U.S. ,205.9600067138672,0.16702922216226962,-29408,0.15903799177350242,20770,-1.2334025549052923,0.02144183690697282,0.07747949517266427,0.0786634758584448,-0.053796860894686827,0.2105503783650289
2011-03-29,182719,43608,23541,102462,129555,033661,COTTON NO. 2 - ICE FUTURES U.S. ,194.8800048828125,0.14827686228580497,-27093,1.3148553091187913,20067,-0.3992843552097237,0.02992453139209627,0.015890035592488347,-0.053796860894686827,0.03171178428232002,0.2087102139575972
2011-04-05,195689,44727,23681,112842,141000,033661,COTTON NO. 2 - ICE FUTURES U.S. ,201.05999755859372,0.14389158307314157,-28158,-0.582862209184595,21046,0.5357954016823647,0.08597867965112156,0.018404280201146064,0.03171178428232002,-0.006614950001016973,0.2067041306239904
2011-04-12,198223,46084,21787,118029,151310,033661,COTTON NO. 2 - ICE FUTURES U.S. ,199.72999572753903,0.1678967627369175,-33281,-2.6179294697198103,24297,1.6613095268512794,0.05753715577766309,0.047899692062884,-0.006614950001016973,-0.049616925926534106,0.2056648526280873
2011-04-19,172140,43802,24054,97953,124937,033661,COTTON NO. 2 - ICE FUTURES U.S. ,189.82000732421875,0.15675612873242709,-26984,3.1767252034324978,19748,-2.294890098525398,0.20839427520301493,0.06703902381513793,-0.049616925926534106,-0.04203988346021914,0.20308226474487243
2011-04-26,154952,42234,21301,82827,111073,033661,COTTON NO. 2 - ICE FUTURES U.S. ,181.83999633789065,0.1822887087614229,-28246,-0.7331242012315557,20933,0.688393168351342,0.14951005673027334,0.0680097584008814,-0.04203988346021914,-0.0144632076385246,0.2010967119624027
2011-05-03,149384,42733,17759,77992,108982,033661,COTTON NO. 2 - ICE FUTURES U.S. ,179.2100067138672,0.20745193595030256,-30990,-1.7708709794000723,24974,2.6079043832928908,0.03704258346080204,0.06680222178139258,-0.0144632076385246,-0.1551811381927195,0.19981309983618306
2011-05-10,150102,42498,14713,76386,109531,033661,COTTON NO. 2 - ICE FUTURES U.S. ,151.39999389648438,0.22081651143888822,-33145,-1.44259090665667,27785,1.8817276281261717,0.011591193919867468,0.05734911118491199,-0.1551811381927195,0.024042269064668442,0.19960492916533104
2011-05-17,150026,43778,14542,76426,111021,033661,COTTON NO. 2 - ICE FUTURES U.S. ,155.0399932861328,0.2305933638169384,-34595,-0.9660097800162556,29236,0.9666759936576461,0.008162307212171973,0.02487997256515775,0.024042269064668442,-0.0074818656704886966,0.20000325354162013
2011-05-24,153975,44255,14964,79569,114334,033661,COTTON NO. 2 - ICE FUTURES U.S. ,153.8800048828125,0.2257834063971424,-34765,-0.11331369229333584,29291,0.036660312212549825,0.03329499801447115,0.015180938550127494,-0.0074818656704886966,0.031128107188329146,0.20033880234465698
2011-05-31,155142,45276,14762,79303,115561,033661,COTTON NO. 2 - ICE FUTURES U.S. ,158.6699981689453,0.23370847352747806,-36258,-0.9696379282351031,30514,0.7942847864913135,0.0076617538385745955,0.020370432059695527,0.031128107188329146,-0.06327594001383074,0.20186396778572308
2011-06-07,159300,44004,16799,83758,118516,033661,COTTON NO. 2 - ICE FUTURES U.S. ,148.6300048828125,0.21819209039548024,-34758,0.96685617047608,27205,-2.1328847120702323,0.03663347736238963,0.054421656826143444,-0.06327594001383074,0.04649120753759317,0.20450128425433373
2011-06-14,151844,46862,15023,80110,116862,033661,COTTON NO. 2 - ICE FUTURES U.S. ,155.5399932861328,0.24203788098311424,-36752,-1.2517263025737602,31839,2.9089767733835528,0.026917531425786408,0.0748808273410358,0.04649120753759317,-0.0052076481519687245,0.20583744289766237
2011-06-21,146074,43869,17267,81720,112577,033661,COTTON NO. 2 - ICE FUTURES U.S. ,154.72999572753906,0.211242247080247,-30857,3.882273912699876,26602,-3.448934432707252,0.03034014935897106,0.08566147605338917,-0.0052076481519687245,0.03994059397153071,0.20606791619583323
2011-06-28,135984,44250,18912,74146,102178,033661,COTTON NO. 2 - ICE FUTURES U.S. ,160.91000366210938,0.20614189904694669,-28032,1.9339512849651546,25338,-0.865314840423347,0.10193167124157801,0.03207624837718882,0.03994059397153071,-0.011870011923684642,0.2063150095694007
2011-07-05,138997,46016,19673,75985,103808,033661,COTTON NO. 2 - ICE FUTURES U.S. ,159.0,0.20016978783714756,-27823,0.1536945523002706,26343,0.7390575361807271,0.019294410794636053,0.03846915008601136,-0.011870011923684642,-0.3296226645415684,0.2075758380865147
2011-07-12,137983,46012,20329,74516,102641,033661,COTTON NO. 2 - ICE FUTURES U.S. ,106.58999633789062,0.20382945725198032,-28125,-0.2172708763498493,25683,-0.4748303920228494,0.014879457204626405,0.00994859890565412,-0.3296226645415684,-0.04353128388277272,0.20919579498603336
2011-07-19,135510,49265,20872,68030,100005,033661,COTTON NO. 2 - ICE FUTURES U.S. ,101.9499969482422,0.23596044572356284,-31975,-2.7901987926048863,28393,1.9640100592101928,0.05428630939982742,0.054122645679170765,-0.04353128388277272,-0.008435513841046793,0.2121524972983487
2011-07-26,138911,51683,19918,67707,103349,033661,COTTON NO. 2 - ICE FUTURES U.S. ,101.08999633789062,0.25658155221688705,-35642,-2.706073352520109,31765,2.4883772415319902,0.021437424001496588,0.04709431432521892,-0.008435513841046793,0.060144446051144884,0.21479622270447637
2011-08-02,144447,52682,22025,71609,105213,033661,COTTON NO. 2 - ICE FUTURES U.S. ,107.16999816894533,0.23263896100299764,-33604,1.4671264334717913,30657,-0.7976330168237216,0.03260906448292633,0.041575755953257396,0.060144446051144884,-0.09246987218468072,0.21561182135574702
2011-08-09,142543,52309,21760,71455,103923,033661,COTTON NO. 2 - ICE FUTURES U.S. ,97.26000213623048,0.2277768813621153,-32468,0.7864476243881838,30549,-0.07476790795239777,0.008233643900603268,0.008613590030917119,-0.09246987218468072,0.07567345721463714,0.21539761912302138
2011-08-16,141177,50072,21390,71037,102632,033661,COTTON NO. 2 - ICE FUTURES U.S. ,104.62000274658205,0.2237970774276263,-31595,0.6124467704482156,28682,-1.3097802066744773,0.009840558764085704,0.03648092692619854,0.07567345721463714,0.0049703367369045015,0.21461179280183007
2011-08-23,145796,55516,21845,69890,106540,033661,COTTON NO. 2 - ICE FUTURES U.S. ,105.13999938964844,0.25137863864577903,-36650,-3.5806115727066024,33671,3.533861748018445,0.028651589865669104,0.0762528922842259,0.0049703367369045015,-0.002187518821326062,0.21411024718702482
2011-08-30,147646,55246,22322,70304,106674,033661,COTTON NO. 2 - ICE FUTURES U.S. ,104.91000366210938,0.2463324438183222,-36370,0.19204916458613405,32924,-0.5123597355208648,0.003096430064753811,0.009630259900990099,-0.002187518821326062,0.012677477411436877,0.21311661529104148
2011-09-06,147827,54183,22512,70726,105339,033661,COTTON NO. 2 - ICE FUTURES U.S. ,106.23999786376952,0.23414531851420917,-34613,1.1900085339257414,31671,-0.8486515042737359,0.009979269019964218,0.016337440511115457,0.012677477411436877,0.050075299339200185,0.2117554541272716
2011-09-13,154302,53990,20710,73756,113899,033661,COTTON NO. 2 - ICE FUTURES U.S. ,111.55999755859376,0.2601586499202862,-40143,-3.740859247634059,33280,1.088434453787197,0.06176227651807839,0.026706827309236948,0.050075299339200185,-0.0694693453711267,0.21093569482802174
2011-09-20,150007,48901,20332,75823,108742,033661,COTTON NO. 2 - ICE FUTURES U.S. ,103.80999755859376,0.21944975901124614,-32919,4.68172803981802,28569,-3.0531036538735727,0.039140682144501934,0.07896523334248119,-0.0694693453711267,-0.04777958964571871,0.21006617929629587
2011-09-27,147661,43489,22389,81089,102196,033661,COTTON NO. 2 - ICE FUTURES U.S. ,98.8499984741211,0.14294227995205233,-21107,7.8742991993706966,21100,-4.97910097528782,0.06444608123959954,0.11337624093020432,-0.04777958964571871,0.020940816659356543,0.20834565126437368
2011-10-04,151858,44740,23815,83894,102591,033661,COTTON NO. 2 - ICE FUTURES U.S. ,100.91999816894533,0.12312160044251867,-18697,1.6321168080942159,20925,-0.11851470598194513,0.017159557068933157,0.03904893880825615,0.020940816659356543,0.025267569342291907,0.20678476973686238
2011-10-11,153794,45792,23360,83321,103386,033661,COTTON NO. 2 - ICE FUTURES U.S. ,103.47000122070312,0.13046672822086688,-20065,-0.9008415756825455,22432,0.9923744550830381,0.0073269882757475615,0.021792572882924573,0.025267569342291907,-0.03179666450867935,0.20545486312675795
2011-10-18,151550,47228,24760,81371,99855,033661,COTTON NO. 2 - ICE FUTURES U.S. ,100.18000030517578,0.1219663477400198,-18484,1.0279984914886147,22468,0.023407935290063332,0.030244004723384062,0.039395454798021895,-0.03179666450867935,-0.004991016155688421,0.20403954918852468
2011-10-25,159357,46290,28412,84884,97650,033661,COTTON NO. 2 - ICE FUTURES U.S. ,99.68000030517578,0.08010943981124143,-12766,3.773012207192346,17878,-3.02870339821841,0.03132567083392683,0.061444138041819495,-0.004991016155688421,-0.0014044882546129234,0.2018090707605912
2011-11-01,164914,47467,26094,89112,107622,033661,COTTON NO. 2 - ICE FUTURES U.S. ,99.54000091552734,0.11224031919667221,-18510,-3.60448552620845,21373,2.1931888778026694,0.07217867780861467,0.047511589021356423,-0.0014044882546129234,-0.01928870957691342,0.2002719101293744
2011-11-08,165589,47042,25714,92142,108552,033661,COTTON NO. 2 - ICE FUTURES U.S. ,97.62000274658205,0.09910078568020822,-16410,1.2733909795408516,21328,-0.027286949561589675,0.019731531585398667,0.011064379570069822,-0.01928870957691342,0.051628772523301336,0.1982088824403485
2011-11-15,143259,41316,21408,79312,96268,033661,COTTON NO. 2 - ICE FUTURES U.S. ,102.66000366210938,0.1183590559755408,-16956,-0.32973204741860873,19908,-0.8575448852278835,0.14303451418156965,0.15993877941457815,0.051628772523301336,-0.12380680168004221,0.19604012512398644
2011-11-22,137106,40583,27729,78203,85416,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.94999694824219,0.05260893031668928,-7213,6.800968874555874,12854,-4.923948931655254,0.07310275701477212,0.10326150603115118,-0.12380680168004221,0.030461429528904516,0.1924483642274647
2011-11-29,138214,42742,29928,77805,80566,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.69000244140624,0.019976268684793148,-2761,3.247122664216008,12814,-0.02917450731550771,0.03313737994961199,0.059969726159350485,0.030461429528904516,0.006688910355563404,0.18805504965421765
2011-12-06,139821,47284,31469,73742,82034,033661,COTTON NO. 2 - ICE FUTURES U.S. ,93.30999755859376,0.05930439633531444,-8292,-4.001765378326364,15815,2.171270638285557,0.03550611133935908,0.0772415019110383,0.006688910355563404,-0.06430179141556969,0.1848465527956072
2011-12-13,149446,47000,36405,83263,86637,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.30999755859375,0.022576716673581094,-3374,3.517354331609701,10595,-3.7333447765357137,0.08313125367863448,0.06258617588873569,-0.06430179141556969,-0.005841192544916551,0.18140380020551156
2011-12-20,150186,47804,40092,82949,85101,033661,COTTON NO. 2 - ICE FUTURES U.S. ,86.80000305175781,0.014328898832114844,-2152,0.8176866560496768,7712,-1.9291249013021423,0.011008628384409401,0.051094475288977884,-0.005841192544916551,0.012788025015271876,0.17775159795828893
2011-12-27,151348,47833,41694,82185,84820,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.91000366210938,0.017410206940296536,-2635,-0.3216012144940274,6139,-1.0473679304329298,0.006257297685698033,0.018217967763914798,0.012788025015271876,0.08975087090172806,0.17450348630020304
2012-01-03,152079,50844,35491,75945,92212,033661,COTTON NO. 2 - ICE FUTURES U.S. ,95.8000030517578,0.10696414363587346,-16267,-9.007056584824378,15353,6.0879562333165955,0.08106709800959817,0.10672380842068686,0.08975087090172806,0.012108517701070909,0.17309627728392635
2012-01-10,147317,47988,29317,71595,90680,033661,COTTON NO. 2 - ICE FUTURES U.S. ,96.95999908447266,0.12955056103504686,-19085,-1.8529843042103118,18671,2.1817607953760874,0.03624711138499461,0.11681003816053295,0.012108517701070909,0.012685678305978332,0.17215033659590515
2012-01-17,155162,47212,29951,78210,97891,033661,COTTON NO. 2 - ICE FUTURES U.S. ,98.19000244140624,0.1268416235934056,-19681,-0.40456973736907487,17261,-0.9571196806885831,0.07851176313592768,0.018273006492749117,0.012685678305978332,-0.0001018651184617747,0.17078274244715555
2012-01-24,165008,49588,25371,81504,107744,033661,COTTON NO. 2 - ICE FUTURES U.S. ,98.18000030517578,0.15902259284398332,-26240,-4.227194802851213,24217,4.483056418452971,0.06946969056476159,0.092797395909764,-0.0001018651184617747,-0.05021389580211566,0.16982679571672976
2012-01-31,172686,48651,24657,91284,116377,033661,COTTON NO. 2 - ICE FUTURES U.S. ,93.25,0.14530998459631933,-25093,0.6951178124696984,23994,-0.13514496266847667,0.08866855114826569,0.022521416489332678,-0.05021389580211566,0.014155492705889783,0.16837108132296777
2012-02-07,189435,47524,27451,101248,124757,033661,COTTON NO. 2 - ICE FUTURES U.S. ,94.56999969482422,0.1241006149866709,-23509,0.9172718112643758,20073,-2.270595184322991,0.0811663458773036,0.052297432477492495,0.014155492705889783,-0.024532089481979713,0.16734261771445136
2012-02-14,189670,47373,32810,105563,120206,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.25,0.07720250962197502,-14643,4.68023332541505,14563,-2.9086494048090374,0.039270227533452336,0.06871780801416759,-0.024532089481979713,-0.010840108401083959,0.16455247757250688
2012-02-21,172437,47832,34619,93657,107408,033661,COTTON NO. 2 - ICE FUTURES U.S. ,91.25,0.07974506631407413,-13751,0.47029050456055255,13213,-0.7117625349290874,0.12286573993484694,0.027507246728359875,-0.010840108401083959,0.004493190817636883,0.16157791675757727
2012-02-28,171632,48555,42865,91069,98151,033661,COTTON NO. 2 - ICE FUTURES U.S. ,91.66000366210938,0.041262701594108324,-7082,3.8674994345761062,5690,-4.36275277347669,0.06259909100517916,0.09810763509078976,0.004493190817636883,0.0077460075944353335,0.1583817851275541
2012-03-06,176384,52210,43843,92077,101628,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.37000274658205,0.05414890239477504,-9551,-1.4385429290575185,8367,1.559732450825021,0.02315376474536021,0.048233787596431134,0.0077460075944353335,-0.046876709995712584,0.15543873323600405
2012-03-13,182548,54284,49973,92805,99559,033661,COTTON NO. 2 - ICE FUTURES U.S. ,88.04000091552734,0.03699848806889147,-6754,1.5857447387518142,4311,-2.2995283018867925,0.014540142646233182,0.0786901598933405,-0.046876709995712584,-0.0015901793297657951,0.1528843310116868
2012-03-20,188724,54548,51240,94951,100896,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.9000015258789,0.0315010279561688,-5945,0.44317111115980456,3308,-0.549444529657953,0.017784290798429386,0.014472340908231558,-0.0015901793297657951,0.05335602651418525,0.15027801958464643
2012-03-27,189215,56279,46898,90332,104521,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.58999633789062,0.07498876938931903,-14189,-4.368283843072423,9381,3.2179267077849136,0.04230881741620606,0.05886001725190692,0.05335602651418525,0.0005400481016906156,0.1488686331827909
2012-04-03,191444,59550,42803,92572,113760,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.63999938964844,0.11067466204216377,-21188,-3.6989667838173506,16747,3.8929260365193037,0.0556336389895896,0.07196662530653718,0.0005400481016906156,-0.03141187448064686,0.1482298462398875
2012-04-10,186779,57026,48355,88573,101820,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.7300033569336,0.07092339074521226,-13247,4.147949269760347,8671,-4.218465974384154,0.08371631309974631,0.07663620576764313,-0.03141187448064686,-0.0033433973089741498,0.14636497370158547
2012-04-17,188096,56717,54965,98927,102562,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.43000030517578,0.019325238176250426,-3635,5.146188811376011,1752,-3.7043779011559113,0.05507000382154857,0.0619526870937125,-0.0033433973089741498,-0.0007827316849530197,0.14372207196012055
2012-04-24,182843,58416,50044,92411,103560,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.36000061035156,0.06097580984779292,-11149,-3.994768628785301,8372,3.5194794147669275,0.03834240780523649,0.06103632675640789,-0.0007827316849530197,-0.020702758073915972,0.1413891315963969
2012-05-01,180785,60674,51682,90202,99153,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.51000213623047,0.04951185109384075,-8951,1.2021242267956662,8992,0.33908872639368204,0.0349396635948351,0.034675495745665565,-0.020702758073915972,-0.034281795529267356,0.13835182227223417
2012-05-08,184858,63789,60010,92491,93587,033661,COTTON NO. 2 - ICE FUTURES U.S. ,84.51000213623047,0.0059288751365913295,-1096,4.3449401222446555,3779,-2.8835356915673316,0.04221348036844764,0.09243208749666798,-0.034281795529267356,-0.06330609796337328,0.13421936772795923
2012-05-15,188609,59589,63211,100103,93052,033661,COTTON NO. 2 - ICE FUTURES U.S. ,79.16000366210938,-0.037384218144415164,7051,4.407166581916931,-3622,-4.003613584481061,0.04217856125909244,0.06026872964169381,-0.06330609796337328,-0.05861554831210736,0.12906595269024088
2012-05-22,190015,55128,62602,102770,93013,033661,COTTON NO. 2 - ICE FUTURES U.S. ,74.5199966430664,-0.051348577743862325,9757,1.4347141440758393,-7474,-2.04232035586849,0.013821424740656748,0.04306463942920241,-0.05861554831210736,-0.02308096710668095,0.12373649145676001
2012-05-29,191976,57232,64947,101853,92211,033661,COTTON NO. 2 - ICE FUTURES U.S. ,72.80000305175781,-0.050225028128516064,9642,-0.06052153777333369,-7715,-0.1268320922032471,0.008857902547613159,0.036413786329893026,-0.02308096710668095,-0.08118136558191635,0.11827623180952937
2012-06-05,201644,58258,68864,109357,96006,033661,COTTON NO. 2 - ICE FUTURES U.S. ,66.88999938964844,-0.06621074765428181,13351,1.9320123348751927,-10606,-1.5059174063424596,0.05501964813525319,0.03888390679819386,-0.08118136558191635,0.12976529203734843,0.11280694646241854
