,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZM_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-10-19,200156,64150,19525,81687,145819,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,328.20001220703125,0.3204100801374928,-64132,-1.943108766318063,44625,1.0452907393367883,0.05158545269135759,0.024057364804302362,-0.003642931729471166,0.022242497018445828,0.2584636180067774
2010-10-26,201181,61821,18090,80781,146831,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,335.5,0.3283113216456822,-66050,-0.9582525630008594,43731,-0.44665161174284057,0.008426620740558494,0.04710240142158151,0.022242497018445828,0.006557413433774251,0.25965822954930157
2010-11-02,204711,61815,19478,83740,148412,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,337.70001220703125,0.31591853881813875,-64672,0.6849553387248299,42337,-0.6929083760394869,0.019556152865364072,0.017147847908183977,0.006557413433774251,0.0728456461258764,0.2611380058484953
2010-11-09,198155,59347,14970,82230,150329,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,362.2999877929688,0.34366531250788523,-68099,-1.674067343718706,44377,0.9965268109676569,0.014736045476631737,0.09386815937134169,0.0728456461258764,-0.08970466766499507,0.26224955481447865
2010-11-16,196858,50449,12051,90745,147970,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,329.79998779296875,0.29069176767009725,-57225,5.487623325174737,38398,-3.0173349145870656,0.04555222755168297,0.189072,-0.08970466766499507,0.03305040878565757,0.26300963136808186
2010-11-23,205404,51490,12421,94549,153208,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,340.70001220703125,0.2855786644855991,-58659,-0.7284438529295229,39069,0.34085482936939315,0.03649543706131411,0.022077576630001094,0.03305040878565757,-0.006163798145799704,0.2628908309747943
2010-11-30,196050,56099,8914,87252,152141,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,338.6000061035156,0.3309818923743943,-64889,-3.0330470682167823,47185,3.951237561099102,0.034938364948014354,0.124836571147309,-0.006163798145799704,0.012994665732933397,0.26313776246529497
2010-12-07,193278,58598,10822,83738,152836,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,343.0,0.35750576889247615,-69098,-2.1469013006885995,47776,0.30145371078806427,0.017791473281087523,0.06348314606741573,0.012994665732933397,0.004373177842565523,0.26435341748370295
2010-12-14,193466,57810,9295,84755,154558,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,344.5,0.3608024148946068,-69803,-0.36475956911805796,48515,0.38235081074928345,0.011445262062654348,0.034498174502645106,0.004373177842565523,0.023512354436910465,0.265694596121984
2010-12-21,194131,62713,9572,76972,152242,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,352.6000061035156,0.3877278744765133,-75270,-2.825819523843983,53141,2.3911178191516855,0.04405926339577862,0.07166078716192847,0.023512354436910465,0.045377197172545625,0.2690460178689515
2010-12-28,196263,62571,9597,79662,153411,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,368.6000061035156,0.37576619128414424,-73749,0.7834915598230061,52974,-0.08602438559529389,0.01655704435949252,0.002314045006096885,0.045377197172545625,-0.010580558415370866,0.2717158720097852
2011-01-04,190035,63792,9940,75876,153123,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,364.7000122070313,0.4064882784750178,-77247,-1.782302318827288,53852,0.44735890106642623,0.01779047070074542,0.02121195681657896,-0.010580558415370866,-0.015080887896647077,0.27450199217013416
2011-01-11,192977,65155,10735,78280,156393,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,359.20001220703125,0.4047788078372034,-78113,-0.4557055279290657,54420,0.2988923093114426,0.02417832473271318,0.028435894057188035,-0.015080887896647077,0.0673718843737261,0.2782564729503661
2011-01-18,207764,64655,10538,85497,163392,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,383.3999938964844,0.37492058296913805,-77895,0.11296683024401871,54117,-0.15701353010980582,0.05711783164382516,0.009269479871796577,0.0673718843737261,-0.02816898269404955,0.2811731115353594
2011-01-25,211803,65938,14165,87907,161405,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,372.6000061035156,0.34701113770815334,-73498,2.1163435436360487,51773,-1.128203153578098,0.01763653574637402,0.06129608129533226,-0.02816898269404955,0.04669885563998166,0.2837544870039571
2011-02-01,218089,73278,13049,81752,166408,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,390.0,0.388171801420521,-84656,-5.26810290694655,60229,3.9923891540724163,0.044962927143778204,0.09795313169691985,0.04669885563998166,-0.01102560972556077,0.2880011899725476
2011-02-08,220984,74615,15520,81117,163359,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,385.7000122070313,0.3721626905115302,-82242,1.106887555080724,59095,-0.5199712044165455,0.015068963824669906,0.042247739501858325,-0.01102560972556077,-0.04952036686289607,0.29295692554279085
2011-02-15,218541,71633,19164,87963,160204,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,366.6000061035156,0.3305603982776687,-72241,4.5256670166165875,52469,-2.9984071244977013,0.04029947575624478,0.07297597938257872,-0.04952036686289607,-0.054828166308977244,0.29671806130270645
2011-02-22,205915,61930,19967,89030,145089,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.5,0.27224340140349174,-56059,7.404560242700454,41963,-4.807335923236372,0.0691186960477364,0.12828308729257482,-0.054828166308977244,0.03318903318903321,0.2989714641879178
2011-03-01,208932,59670,23379,89680,138684,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,358.0,0.23454521088200947,-49004,3.4261709928854143,36291,-2.754534638078819,0.0308936609973551,0.06829702946453299,0.03318903318903321,-0.0072625868813285255,0.3009709386655363
2011-03-08,212482,56576,21582,91600,141039,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,355.3999938964844,0.232673826488832,-49439,-0.20820171156165643,34994,-0.6207761376907319,0.018376110626335224,0.06257836689782235,-0.0072625868813285255,-0.041080490585962415,0.3046936443670211
2011-03-15,215424,57346,24852,98882,141474,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,340.79998779296875,0.1977124183006536,-42592,3.222390602498094,32494,-1.176570250656526,0.032106541962755246,0.04914961434584783,-0.041080490585962415,0.07511739149200691,0.3079065685769399
2011-03-22,214100,61095,20832,92503,147837,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,366.3999938964844,0.2584493227463802,-55334,-5.914846999405823,40263,3.6063762626262625,0.053016559873512524,0.09482832277515349,0.07511739149200691,-0.021288176645473444,0.31148050559280477
2011-03-29,214495,63088,23743,89580,145026,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,358.6000061035156,0.2584955360264808,-55446,-0.052312003736571695,39345,-0.42877160205511444,0.024440977639105563,0.05647752530778178,-0.021288176645473444,-0.013943111865303948,0.31432870922177464
2011-04-05,221496,60031,26297,95290,145563,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,353.6000061035156,0.22697023874020297,-50273,2.4117112286999696,33734,-2.6159117928156834,0.025936982308711123,0.06499629320730238,-0.013943111865303948,-0.03167424212021219,0.3172549941646323
2011-04-12,225272,58750,31350,102178,141548,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,342.3999938964844,0.17476650449234704,-39370,4.922436522555712,27400,-2.85964532090873,0.04473466105380632,0.07029966703662598,-0.03167424212021219,0.011682243198898323,0.3190053759682531
2011-04-19,234149,57519,34313,109948,142863,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.3999938964844,0.14057288307872337,-32915,2.865424908554991,23206,-1.8617493518945987,0.03593593633188429,0.04567035456050179,0.011682243198898323,0.03868358583311271,0.31905809257080797
2011-04-26,226777,56633,26216,102361,146939,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,359.79998779296875,0.1965719627651834,-44578,-4.981016361376731,30417,3.079662949660259,0.04678299237866025,0.10842617291699357,0.03868358583311271,-0.028626982052304628,0.3184758878919492
2011-05-03,226128,55684,25875,100715,144741,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,349.5,0.19469503997735796,-44026,0.2434109279159703,29809,-0.2681047901683151,0.015660647936901115,0.015816770681347247,-0.028626982052304628,-0.009155971980060795,0.3174259504933878
2011-05-10,229758,55380,24369,104970,147838,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.29998779296875,0.18657892217028352,-42868,0.5120993419656124,31011,0.5315573480506616,0.029081358184867567,0.02269620935685714,-0.009155971980060795,0.011839463609703449,0.3166959352313793
2011-05-17,227912,52564,24625,104340,145030,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,350.3999938964844,0.17853382007090457,-40690,0.9479539341393988,27939,-1.3370589925051575,0.013786742591330153,0.03979841687287049,0.011839463609703449,0.02511420794472552,0.31619905872190274
2011-05-24,227569,57636,22503,94252,146952,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,359.20001220703125,0.23157811476958637,-52700,-5.269577731756116,35133,3.1564814489803084,0.049791877414968246,0.08976902631677461,0.02511420794472552,-0.010857528623397283,0.31686030386745007
2011-05-31,228197,57345,26132,92819,140185,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,355.29998779296875,0.20756626949521687,-47366,2.3439044861119047,31213,-1.722554477982502,0.03519252888362431,0.04695904261053943,-0.010857528623397283,0.03574447690223814,0.3170106466621867
2011-06-07,238210,64058,20542,88723,154758,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,368.0,0.27721338314932203,-66035,-8.181089146658369,43516,5.391394277751242,0.07667538740189173,0.14542553191489363,0.03574447690223814,-0.025271705959154178,0.3174081562432412
2011-06-14,234276,62807,20958,89321,151644,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,358.70001220703125,0.2660238351346275,-62323,1.5582889047479116,41849,-0.6998026951009613,0.01540472682754757,0.019900913269265207,-0.025271705959154178,-0.019514914306609565,0.3165099673928848
2011-06-21,217894,53192,20865,90605,136088,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,351.70001220703125,0.20873911167815543,-45483,7.18810292134064,32327,-4.06443681811197,0.07428548742131429,0.1310882158337497,-0.019514914306609565,-0.0363947053348751,0.3144492816001589
2011-06-28,203355,43515,32092,96635,113030,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,338.8999938964844,0.08062255661281995,-16395,13.349610361001222,11423,-9.593655630719525,0.13873560203181265,0.27648233629161323,-0.0363947053348751,0.008262078374076776,0.3096096556149488
2011-07-05,191542,43841,34029,92350,105022,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,341.70001220703125,0.06615781395203141,-12672,1.830788522534484,9812,-0.7922106660765655,0.06228340392760878,0.029061255939386157,0.008262078374076776,0.019900461077094533,0.30489483272144713
2011-07-12,174134,42377,28188,79788,99119,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,348.5,0.11101220898848013,-19331,-3.4765221204748826,14189,2.285138507481388,0.10321004767840275,0.1035215758520513,0.019900461077094533,0.03328552683935615,0.2999177679862645
2011-07-19,175578,49724,22740,68707,108592,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,360.1000061035156,0.22716399548918428,-39885,-11.803553585170041,26984,7.34778963327093,0.1159284598333888,0.1765704349746081,0.03328552683935615,0.0011107855865166716,0.29737259363086604
2011-07-26,184730,53221,19041,68116,118321,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,360.5,0.2717750230065501,-50205,-5.877729556094727,34180,4.098463361013339,0.05535381925261616,0.09958207633334255,0.0011107855865166716,-0.00915391898188278,0.2953537592523938
2011-08-02,174085,52357,20561,68742,113267,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,357.20001220703125,0.2557658615044375,-44525,3.0747577545607103,31796,-1.2905321279705517,0.031207247993231105,0.03269425930497271,-0.00915391898188278,-0.05375143211334221,0.2923969498882546
2011-08-09,166429,49559,21998,74952,108865,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,338.0,0.20376857398650475,-33913,6.095872705862079,27561,-2.4327196484475975,0.05773133061686351,0.059183587908939725,-0.05375143211334221,0.039349076310558395,0.28811919823237847
2011-08-16,165344,46090,23942,73897,104540,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,351.29998779296875,0.1853287691116702,-30643,1.96480180737732,22148,-3.2524379765545666,0.030150697445036623,0.077293237377199,0.039349076310558395,0.048391689697463436,0.2835486910333367
2011-08-23,183636,57954,22804,67740,118750,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,368.2999877929688,0.2777777777777778,-51010,-12.31795529320689,35150,7.863605573833945,0.10921229020322805,0.16099952945838183,0.048391689697463436,0.03475432727340211,0.2808937100269024
2011-08-30,200624,69878,21865,65792,132873,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,381.1000061035156,0.33436179121142034,-67081,-8.751551983271254,48013,7.004617830926398,0.08089497395112374,0.14020688226894695,0.03475432727340211,-0.03358703255194917,0.27949581982070776
2011-09-06,206693,79554,20840,68319,144424,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,368.2999877929688,0.3682030838006125,-76105,-4.497966345003588,58714,5.333858361910838,0.06617374014656181,0.10659003526107137,-0.03358703255194917,-0.029866957275555106,0.2784098012400993
2011-09-13,189553,73927,22507,64360,132979,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,357.29998779296875,0.36200429431346376,-68619,3.6217965775328627,51420,-3.5289051878873496,0.0780585692640583,0.07563722338594271,-0.029866957275555106,-0.03218583933079633,0.2776865969429576
2011-09-20,173657,57776,27064,71706,111927,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,345.79998779296875,0.2316117403847815,-40221,14.981561885066446,30712,-10.924649042747939,0.15464540687131398,0.24408297972654408,-0.03218583933079633,-0.05552337295323506,0.2743815148619692
2011-09-27,177578,42498,34478,88639,99313,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,326.6000061035156,0.06010879726092196,-10674,17.014574707613285,8020,-13.067138094058977,0.157205031071763,0.2947931822905841,-0.05552337295323506,-0.08665039124823903,0.2679693263138786
2011-10-04,184653,39564,40239,90619,91823,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,298.29998779296875,0.006520338147769059,-1204,5.332867810201714,-675,-4.896439874308754,0.05190690740070817,0.10895580366652882,-0.08665039124823903,0.06235335858084157,0.2619452533289516
2011-10-11,186934,36621,46337,95255,89293,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,316.8999938964844,-0.03189360950923856,5962,3.8807926218366338,-9716,-4.896210730397015,0.038830006285627584,0.10898285879601727,0.06235335858084157,0.023351196083965853,0.25530139118836936
2011-10-18,187911,32638,48334,100502,86796,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,324.29998779296875,-0.07293878485027487,13706,4.14263857832176,-15696,-3.1989900178672688,0.0413458766244167,0.07385268981870276,0.023351196083965853,-0.006475410622827749,0.24773698993860463
2011-10-25,187731,33995,46110,99640,88991,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,322.20001220703125,-0.05672478173556845,10649,-1.626833979916024,-12115,1.905689395511705,0.01620624393657458,0.04470382622807565,-0.006475410622827749,-0.03569211534545391,0.24033244948896518
2011-11-01,188866,33177,48436,103940,91486,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,310.70001220703125,-0.06594093166583716,12454,0.9614821206939717,-15259,-1.674736724355594,0.03477019434466243,0.038523274478330656,-0.03569211534545391,-0.00997748948091437,0.23298899813350415
2011-11-08,196865,36699,50377,100913,87170,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,307.6000061035156,-0.06980926015289665,13743,0.6824944669765866,-13678,0.8371014369976597,0.03904127433101343,0.06273829757912629,-0.00997748948091437,-0.02015608609885655,0.2250375640438737
2011-11-15,207010,39408,59780,108452,88093,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,301.3999938964844,-0.09834790589826578,20359,3.360678637645087,-20372,-3.400299697762426,0.04305375359332468,0.1221115457515022,-0.02015608609885655,-0.03118777069289791,0.21755603185986672
2011-11-22,209707,33877,60978,117258,89343,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,292.0,-0.13311429756755855,27915,3.650065214240858,-27101,-3.2505676054296893,0.04867353013780185,0.0709398555690264,-0.03118777069289791,-0.020205458549603983,0.2095042441280752
2011-11-29,209361,31932,58399,116312,87583,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,286.1000061035156,-0.13722230979026656,28729,0.3881606241088757,-26467,0.3023265794656354,0.013271536820422276,0.05008247445505973,-0.020205458549603983,-0.013631575719272426,0.2005003171633702
2011-12-06,207046,30020,61039,118381,86635,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,282.20001220703125,-0.15332824589704702,31746,1.4410515807624151,-31019,-2.1742349339179694,0.014715924610762087,0.04998956720368113,-0.013631575719272426,0.0,0.19067658610972554
2011-12-13,213142,31039,62357,121429,89348,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,282.20001220703125,-0.15051468035394244,32081,0.16179979328265218,-31318,-0.14441235281048656,0.027332204177875196,0.025022484902993705,0.0,0.04606661742616347,0.18084356504725344
2011-12-20,204488,29497,54945,116571,90211,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,295.20001220703125,-0.12890731974492392,26360,-2.6841260755740306,-25448,2.754032522918993,0.0276668181950073,0.10603728002652708,0.04606661742616347,0.04234417169072957,0.17090827285068733
2011-12-27,196580,30789,48240,110416,93243,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,307.70001220703125,-0.0873588360972632,17173,-4.4926841672861,-17451,3.9107429286804116,0.045109717714414785,0.10119070214731302,0.04234417169072957,0.026324261503400725,0.1620020223241218
2012-01-03,195357,29988,48099,107969,91426,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,315.79998779296875,-0.0846808663114196,16543,-0.3204802116186794,-18111,-0.3357411740767118,0.021384688683266883,0.012063467670675017,0.026324261503400725,0.010133034612810343,0.15255646184745955
2012-01-10,183589,30526,42006,102582,94932,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,319.0,-0.041669163185158155,7650,-4.552178831575014,-11480,3.3942986429971795,0.045024656480046985,0.09142171731097998,0.010133034612810343,-0.026645768025078342,0.14397092394318334
2012-01-17,190530,29007,47337,112942,97077,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,310.5,-0.08326772686716002,15865,4.474668961648029,-18330,-3.7311603636383444,0.05954223189330489,0.08972545321177827,-0.026645768025078342,0.041867954911433136,0.1351596102924853
2012-01-24,201968,32012,42539,115537,109701,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,323.5,-0.028895666640259842,5836,-5.26373799401669,-10527,4.095418044402456,0.06756852751311945,0.10466660406969726,0.041867954911433136,-0.012983036188659147,0.12793063328578508
2012-01-31,202350,33374,41399,113768,108972,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,319.29998779296875,-0.023701507289350134,4796,-0.5149330587023687,-8025,1.2388101085320447,0.011214869354404237,0.033461276129084026,-0.012983036188659147,0.019104310481436126,0.12000999273367216
2012-02-07,188968,36852,36898,95509,101749,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,325.3999938964844,0.03302146395156852,-6240,-5.453916481344206,-46,3.943167778601433,0.12918107250403024,0.10818983050847458,0.019104310481436126,0.014443799309124872,0.1134880460690575
2012-02-14,182669,36246,35345,88795,98102,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,330.1000061035156,0.05095007910482895,-9307,-1.6230261208246899,901,0.5011430506752467,0.055436951903989895,0.030157422022321242,0.014443799309124872,0.0003029569877810445,0.1081109245465029
2012-02-21,183614,42486,28679,83984,107254,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,330.20001220703125,0.12673325563410198,-23270,-7.643880461380968,13807,7.065238217759992,0.07301373158054361,0.18135319328321506,0.0003029569877810445,0.04936398301145073,0.10531265251247618
2012-02-28,189803,52112,20653,72972,117290,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,346.5,0.23349472874506724,-44318,-11.46317818902698,31459,9.613646018277473,0.11062639938610969,0.24258915687487115,0.04936398301145073,0.04790766552241155,0.1052924509329196
2012-03-06,206515,69297,16410,77124,146858,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,363.1000061035156,0.33767038713894876,-69734,-13.390726173980392,52887,11.289600269753377,0.15054781187774016,0.25001458457302206,0.04790766552241155,0.0019277931084737965,0.10731161556080646
2012-03-13,222437,81686,17074,77360,164562,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,363.7999877929688,0.3920301029055418,-87202,-8.458465486768516,64612,5.677553688594049,0.07415613296847744,0.1321688942891859,0.0019277931084737965,0.004947823999299272,0.11104849411090045
2012-03-20,237159,89420,14718,81737,178085,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,365.6000061035156,0.40625909200156857,-96348,-4.111726016804758,74702,4.536115844036739,0.06889331927242497,0.09689066431081833,0.004947823999299272,0.028446372327301628,0.11389098967350024
2012-03-27,241213,93557,15633,80967,181026,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,376.0,0.41481595104741453,-100059,-1.564773000392142,77924,1.3585822169936626,0.014164500578259725,0.04626797325762432,0.028446372327301628,0.027925531914893664,0.11689715150082589
2012-04-03,256098,103394,13269,87121,199082,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,386.5,0.4371802981671079,-111961,-4.934228254696057,90125,5.058185089526684,0.08459030827769101,0.10458328690330268,0.027925531914893664,0.00853813141777171,0.12093965264365097
2012-04-10,260582,106069,13989,85519,197381,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,389.7999877929688,0.4292775402752301,-111862,0.038657076587868704,92080,0.7633796437301346,0.011675503711558856,0.02827799896716587,0.00853813141777171,0.010261672973998381,0.12583409563947565
2012-04-17,266125,110843,11047,86067,206777,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,393.7999877929688,0.453583842179427,-120710,-3.395476280019341,99796,2.96106407963712,0.03395664585922881,0.0633029780950037,0.010261672973998381,0.04647033742461071,0.13185353716064302
2012-04-24,268419,116521,9269,83968,212454,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,412.1000061035156,0.47867699380446244,-128486,-2.921935180836073,107252,2.801690934711132,0.026232870704603572,0.059273392161539075,0.04647033742461071,0.04950253238132718,0.13727863391139838
2012-05-01,254173,109953,10768,81872,203083,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,432.5,0.47688385469739114,-121211,2.710314843584098,99185,-3.0053759234629442,0.04024144163113474,0.0668235021247339,0.04950253238132718,-0.036762991668171985,0.14270534188678366
2012-05-08,252090,109747,10636,85414,203544,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,416.6000061035156,0.46860248324011267,-118130,1.212166516506474,99111,-0.029114028634040594,0.013853224344022315,0.0028077054069096134,-0.036762991668171985,0.001440245066550938,0.14812887190735727
2012-05-15,251245,104901,12153,86629,199924,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,417.2000122070313,0.45093434695217816,-113295,1.9179658058629854,92748,-2.5240985362370583,0.0168729693983312,0.05435952637244349,0.001440245066550938,-0.029242597914827417,0.15336734357815102
2012-05-22,248847,101208,9561,88770,196629,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,405.0,0.4334350022302861,-107859,2.16362514676909,91647,-0.43821767597365124,0.019047018384787614,0.05673970154104488,-0.029242597914827417,0.0185185185185186,0.1572492067985491
2012-05-29,249886,98240,12414,89896,195038,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,412.5,0.4207598664991236,-105142,1.091835545536012,85826,-2.339188336608438,0.009535541564011315,0.052605418692500946,0.0185185185185186,-0.030303030303030276,0.16134908366400882
2012-06-05,237205,86429,11823,87927,180295,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,400.0,0.38940157247950086,-92368,5.111931040554492,74606,-4.490047461642509,0.06230659677431381,0.12622643813866385,-0.030303030303030276,0.08250000000000002,0.16350654884343535
2012-06-12,244223,93142,11174,84557,187990,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,433.0,0.42351866941279076,-103433,-4.664741468350162,81968,3.103644526886027,0.04059850227667155,0.07057402507764868,0.08250000000000002,-0.011778305088950614,0.16653529565647693
2012-06-19,259367,100578,9295,81195,192833,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,427.8999938964844,0.4304248420192237,-111638,-3.359634432465411,91283,3.8141370796362337,0.02994219568803188,0.08477970019932103,-0.011778305088950614,-0.001635853469122539,0.17079848277842055
2012-06-26,272448,101145,8908,84701,196683,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,427.2000122070313,0.411021552736669,-111982,-0.1326305967991302,92237,0.3678185736813087,0.02614221135530094,0.0086685506074346,-0.001635853469122539,0.06296814870746759,0.1771523096269561
2012-07-03,266531,96561,7605,82784,189889,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,454.1000061035156,0.40184819026679824,-107105,1.7900663612872916,88956,-1.2042665022316186,0.03194669072478756,0.056515561699594874,0.06296814870746759,0.061880655639344084,0.1836078937868555
2012-07-10,261063,93113,7908,79313,186169,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,482.2000122070313,0.4093111624397176,-106856,0.09342252871148196,85205,-1.4073409847259795,0.02708658214116211,0.037130893576583085,0.061880655639344084,0.024471147852029418,0.1893444121224562
2012-07-17,273643,90971,8786,87299,189724,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,494.0,0.3743015534839188,-102425,1.6972914583836085,82185,-1.1568088928726017,0.04166080072773741,0.030273564762372564,0.024471147852029418,0.03198378095742682,0.19217398054543186
2012-07-24,260346,83897,7295,84147,180206,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,509.7999877929688,0.3689666827990443,-96059,2.326388762000124,76602,-2.040249522187668,0.04792833824469554,0.09392271251864198,0.03198378095742682,0.068458268438083,0.19404305092605675
2012-07-31,246496,79304,8205,79796,169499,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,544.7000122070312,0.3639125989874075,-89703,2.441366489210512,71099,-2.1137255805735444,0.06040233458352554,0.06288496040407272,0.068458268438083,-0.05948232731404424,0.19612279587765233
2012-08-07,244787,80753,8137,77348,168212,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,512.2999877929688,0.3711961828038254,-90864,-0.4710015578346099,72616,0.6154258081267039,0.015210131943313243,0.017066036674541568,-0.05948232731404424,0.03611165418859286,0.19934255758567773
2012-08-14,253617,87786,7743,74357,175795,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,530.7999877929688,0.3999653020105119,-101438,-4.319673838888503,80043,3.0340663515627875,0.042270299657808055,0.07774602476734814,0.03611165418859286,0.02411452164155148,0.20347018321834776
2012-08-21,267986,91832,9090,78788,187408,026603,SOYBEAN MEAL - CHICAGO BOARD OF TRADE ,543.5999755859375,0.4053196808788519,-108620,-2.8318290966299577,82742,1.0642031094130124,0.060271378983906596,0.05343730802005509,0.02411452164155148,-0.01729205997254546,0.20592291212413766
