,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-07-13,171872,54891,13677,74199,119020,083731,COFFEE C - ICE FUTURES U.S. ,163.25,0.26078127909141685,-44821,-2.006188663767364,41214,1.6418657675209756,0.023962446757306476,0.03969781822424454,0.04983922829581999,-0.04165392374736787,0.17922724110529395
2010-07-20,170879,55722,14011,73176,117712,083731,COFFEE C - ICE FUTURES U.S. ,156.4499969482422,0.2606288660397123,-44536,0.1658210761496928,41711,0.28916868367156956,0.012211349063325092,0.016706580815395868,-0.04165392374736787,0.0466602952646451,0.18299276195409048
2010-07-27,166376,55044,11910,70936,117035,083731,COFFEE C - ICE FUTURES U.S. ,163.75,0.27707722267634755,-46099,-0.9146823190678783,43134,0.8327530006612867,0.015518351235030935,0.0415061086716253,0.0466602952646451,0.017709886390744334,0.1867695353652979
2010-08-03,166182,56126,11767,70671,118400,083731,COFFEE C - ICE FUTURES U.S. ,166.64999389648438,0.2872092043662972,-47729,-0.9797086118190125,44359,0.7362840794345339,0.008621100010049135,0.018043097226518198,0.017709886390744334,0.018001800839329674,0.1905373030366516
2010-08-10,162731,54769,12153,69770,115083,083731,COFFEE C - ICE FUTURES U.S. ,169.64999389648438,0.278453398553441,-45313,1.45382773104187,42616,-1.0488500559627396,0.02281813116368141,0.02604524670511939,0.018001800839329674,0.03448279583838443,0.19269603049990794
2010-08-17,158710,57633,13128,69081,115832,083731,COFFEE C - ICE FUTURES U.S. ,175.5,0.29456871022619874,-46751,-0.8836669104227223,44505,1.1608114004092644,0.007776630090907616,0.05425304899591583,0.03448279583838443,-0.04928771450988245,0.19399330971535664
2010-08-24,144730,51146,11584,64785,104790,083731,COFFEE C - ICE FUTURES U.S. ,166.85000610351562,0.27641124853174875,-40005,4.2505198160166335,39562,-3.114485539663537,0.09044965354562878,0.12802486848397895,-0.04928771450988245,0.05963438168572255,0.1947493119473316
2010-08-31,140836,48674,10975,62944,102043,083731,COFFEE C - ICE FUTURES U.S. ,176.8000030517578,0.27762077877815333,-39099,0.6259932287708146,37699,-1.2872244869757479,0.027808251559213758,0.051652165166222404,0.05963438168572255,0.0786198736230519,0.1967090152830432
2010-09-07,147717,52205,11448,63501,105724,083731,COFFEE C - ICE FUTURES U.S. ,190.6999969482422,0.28583710744193286,-42223,-2.218182850975603,40757,2.171319832997245,0.025043581031171516,0.06290355521342278,0.0786198736230519,0.015731515721073785,0.20014454458267855
2010-09-14,146581,54049,11705,62749,106910,083731,COFFEE C - ICE FUTURES U.S. ,193.6999969482422,0.30127369850117003,-44161,-1.3119681553240317,42344,1.0743516318365522,0.011422913019645289,0.03195242874958178,0.015731515721073785,-0.055756340846219055,0.2042487141147545
2010-09-21,141606,52361,12092,61789,104151,083731,COFFEE C - ICE FUTURES U.S. ,182.8999938964844,0.2991539906501137,-42362,1.227307768401089,40269,-1.4155995661102052,0.022411715077738942,0.03219400183079143,-0.055756340846219055,0.033078202589672534,0.20717692842837998
2010-09-28,140907,51567,12396,62021,103311,083731,COFFEE C - ICE FUTURES U.S. ,188.9499969482422,0.29303015464100435,-41290,0.7570300693473441,39171,-0.7753908732680819,0.006483923257445625,0.01716617419445617,0.033078202589672534,-0.06324422937945628,0.20866625847200307
2010-10-05,132541,44483,12440,63451,96675,083731,COFFEE C - ICE FUTURES U.S. ,177.0,0.25066960412249795,-33224,5.724343006380095,32043,-5.058655709084715,0.05037283139527622,0.1252217908402579,-0.06324422937945628,0.04915252513131185,0.2093252146832033
2010-10-12,135111,45371,13244,64023,97648,083731,COFFEE C - ICE FUTURES U.S. ,185.6999969482422,0.2488694480834277,-33625,-0.30254789084132455,32127,0.06337661553783358,0.009556444878797064,0.028866331143905143,0.04915252513131185,0.028002138038222713,0.2099584840854953
2010-10-19,140137,48599,11726,65528,103964,083731,COFFEE C - ICE FUTURES U.S. ,190.8999938964844,0.27427445999272143,-38436,-3.5607759545854893,36873,3.5126673623909226,0.046143770797441766,0.07867384997927891,0.028002138038222713,0.056836073600919024,0.21029727304575402
2010-10-26,148371,53613,13295,66944,109861,083731,COFFEE C - ICE FUTURES U.S. ,201.75,0.2892546387097209,-42917,-3.1975852201773978,40318,2.4583086551017934,0.041361952433471905,0.09838883242661565,0.056836073600919024,-0.011648109558937247,0.21004141282474473
2010-11-02,148595,53680,12650,67624,111795,083731,COFFEE C - ICE FUTURES U.S. ,199.3999938964844,0.29725764662337223,-44171,-0.8451786400307337,41030,0.47987814330293654,0.014569248518830223,0.010734207749133123,-0.011648109558937247,0.08851559526343888,0.21003154316156433
2010-11-09,148813,53926,11780,70704,116365,083731,COFFEE C - ICE FUTURES U.S. ,217.0500030517578,0.3068347523401853,-45661,-1.0027255291227835,42146,0.7510346916114271,0.040894001678525034,0.01698475025111862,0.08851559526343888,-0.0886892408631279,0.21025390418970893
2010-11-16,133788,40889,7024,70728,106599,083731,COFFEE C - ICE FUTURES U.S. ,197.8000030517578,0.2681182168804377,-35871,6.578726320953142,33865,-5.56470200856108,0.05520873865795959,0.37136059107131675,-0.0886892408631279,0.06344794164878675,0.2110231899261832
2010-11-23,130796,42036,7206,68103,105152,083731,COFFEE C - ICE FUTURES U.S. ,210.3500061035156,0.2832578977950396,-37049,-0.8804975035130206,34830,0.7212903997368971,0.023502929208392254,0.026989155598879006,0.06344794164878675,-0.044687467946388115,0.2120205747173121
2010-11-30,127596,40730,7552,66994,102208,083731,COFFEE C - ICE FUTURES U.S. ,200.9499969482422,0.27598043825825264,-35214,1.4029481023884522,33178,-1.2630355668369062,0.023953617569532275,0.03421564972453502,-0.044687467946388115,0.03309285521903349,0.21224769306700544
2010-12-07,131104,43321,6458,66075,105793,083731,COFFEE C - ICE FUTURES U.S. ,207.6000061035156,0.3029503295093971,-39718,-3.5298912191604757,36863,2.888021568074234,0.026206158214443644,0.07402720022499447,0.03309285521903349,0.042148360995890366,0.21257611379496827
2010-12-14,133138,44374,6387,66770,107936,083731,COFFEE C - ICE FUTURES U.S. ,216.3500061035156,0.30919797503342394,-41166,-1.1044666829387357,37987,0.8573346350988529,0.016244433505431984,0.02214298378676543,0.042148360995890366,0.08088744860782149,0.2123770269416629
2010-12-21,137925,44842,6728,68887,110408,083731,COFFEE C - ICE FUTURES U.S. ,233.8500061035156,0.3010404205183977,-41521,-0.26664062852078296,38114,0.09538974597785757,0.02559469031484425,0.015687415163854954,0.08088744860782149,0.023305524079523465,0.21224989103301814
2010-12-28,139628,44925,6989,70155,111655,083731,COFFEE C - ICE FUTURES U.S. ,239.3000030517578,0.2972183229724697,-41500,0.015225666122892877,37936,-0.12905564618452056,0.013833122490512073,0.006626343568208961,0.023305524079523465,-0.01817804449661775,0.21271429613253096
2011-01-04,140740,44781,7245,70285,110943,083731,COFFEE C - ICE FUTURES U.S. ,234.9499969482422,0.28888730993321016,-40658,0.6030309107055891,37536,-0.28647549202165756,0.0046460811795086855,0.007688463460577404,-0.01817804449661775,-0.0010640561959873729,0.2135369595613728
2011-01-11,138452,47061,7464,65911,108679,083731,COFFEE C - ICE FUTURES U.S. ,234.6999969482422,0.30890127986594634,-42768,-1.4992184169390366,39597,1.4644024442233905,0.038020505183572945,0.045832187070151305,-0.0010640561959873729,0.0027695320141685187,0.21427129078482043
2011-01-18,138410,49321,6897,65630,111329,083731,COFFEE C - ICE FUTURES U.S. ,235.3500061035156,0.3301712304024276,-45699,-2.1169791696761333,42424,2.0418628838875565,0.016563158697777452,0.05028638514354833,0.0027695320141685187,-0.017420888027138037,0.21547537633383657
2011-01-25,136873,45527,6736,67542,108933,083731,COFFEE C - ICE FUTURES U.S. ,231.25,0.3024044186947024,-41391,3.1124918719745684,38791,-2.624810346073261,0.02441138971525712,0.07567495168666169,-0.017420888027138037,0.07848646009290561,0.21668062059580637
2011-02-01,142532,49875,9011,67284,112207,083731,COFFEE C - ICE FUTURES U.S. ,249.3999938964844,0.31517834591530325,-44923,-2.5804943268577443,40864,1.51454267824918,0.019677866856834047,0.11247155520836871,0.07848646009290561,-0.0072172728028049304,0.21952977643608812
2011-02-08,146637,50685,11355,71251,114797,083731,COFFEE C - ICE FUTURES U.S. ,247.6000061035156,0.2969646132967805,-43546,0.9660988409620297,39330,-1.0762495439620576,0.03524359305125559,0.050838168923275306,-0.0072172728028049304,0.04220509463591959,0.222727741244588
2011-02-15,128663,44458,6496,65348,106972,083731,COFFEE C - ICE FUTURES U.S. ,258.04998779296875,0.3235118099220444,-41624,1.3107196682965419,37962,-0.9329159761860921,0.07966573816155989,0.21756878753385406,0.04220509463591959,0.060259713412668336,0.22654065441295554
2011-02-22,126328,44364,7625,63604,104089,083731,COFFEE C - ICE FUTURES U.S. ,273.6000061035156,0.32047527072383003,-40485,0.8852583881924097,36739,-0.9505452227913231,0.027592087922572797,0.023524207043797728,0.060259713412668336,-0.015716440842914237,0.23040823033211708
2011-03-01,121382,41163,9907,61283,96244,083731,COFFEE C - ICE FUTURES U.S. ,269.29998779296875,0.28802458354616006,-34961,4.372743968083085,31256,-4.340288772085365,0.064534968608556,0.10736244370471901,-0.015716440842914237,0.06628298148026013,0.23425985412024172
2011-03-08,128569,44702,10568,63107,101729,083731,COFFEE C - ICE FUTURES U.S. ,287.1499938964844,0.30039900753680904,-38622,-3.0160979387388576,34134,2.3710270056515794,0.044341042005387174,0.07599059164103492,0.06628298148026013,-0.0860176988140815,0.23829028873045624
2011-03-15,122449,36663,9153,65281,95667,083731,COFFEE C - ICE FUTURES U.S. ,262.45001220703125,0.248152291974618,-30386,6.40589877808803,27510,-5.152097317393773,0.05117180704326863,0.20634712764099877,-0.0860176988140815,0.04191274333537742,0.2414885052634063
2011-03-22,121437,37038,9648,64069,94787,083731,COFFEE C - ICE FUTURES U.S. ,273.45001220703125,0.25295420670800495,-30718,-0.271133288144452,27390,-0.09799998366666939,0.013169159490356045,0.01863513687186737,0.04191274333537742,-0.04388370621433613,0.24421930748687581
2011-03-29,121346,34188,10252,64982,91658,083731,COFFEE C - ICE FUTURES U.S. ,261.45001220703125,0.21983419313368385,-26676,3.328474847040029,23936,-2.8442731622157993,0.025804392236976507,0.07772277227722772,-0.04388370621433613,0.02600874918905771,0.24510295466752205
2011-04-05,124409,36455,10440,65051,93571,083731,COFFEE C - ICE FUTURES U.S. ,268.25,0.22924386499369018,-28520,-1.5196215779671352,26015,1.7132826792807345,0.01249511417079598,0.052350996907985926,0.02600874918905771,0.02068960966623945,0.24597735764269302
2011-04-12,121875,36667,7154,67970,99938,083731,COFFEE C - ICE FUTURES U.S. ,273.79998779296875,0.2623015384615385,-31968,-2.7715036693486805,29513,2.8116936877557093,0.055304095099697456,0.07982474156226467,0.02068960966623945,0.06355012852381625,0.2484038101344336
2011-04-19,116648,41405,6922,60110,98268,083731,COFFEE C - ICE FUTURES U.S. ,291.20001220703125,0.32712091077429534,-38158,-5.078974358974359,34483,4.0779487179487175,0.060172498705628304,0.10284106193225319,0.06355012852381625,0.012877746712915306,0.25349767355040004
2011-04-26,116698,42612,8488,58930,97428,083731,COFFEE C - ICE FUTURES U.S. ,294.95001220703125,0.32989425697098496,-38498,-0.2914752074617653,34124,-0.30776352787874633,0.012919070338581973,0.05426614481409002,0.012877746712915306,0.0337344678001541,0.2591975495613147
2011-05-03,120301,44725,11092,59099,97270,083731,COFFEE C - ICE FUTURES U.S. ,304.8999938964844,0.3172957830774474,-38171,0.28021045776277226,33633,-0.4207441430015939,0.0020912073364925273,0.08450830392174427,0.0337344678001541,-0.07609046295136912,0.2636802748235393
2011-05-10,115685,39941,11178,58658,90316,083731,COFFEE C - ICE FUTURES U.S. ,281.70001220703125,0.2736569131693824,-31658,5.413920083789827,28763,-4.048179150630501,0.049639534415401344,0.09526790430172734,-0.07609046295136912,-0.05892795663535755,0.2673248508335412
2011-05-17,110725,32450,10926,60764,84466,083731,COFFEE C - ICE FUTURES U.S. ,265.1000061035156,0.21406186498080831,-23702,6.877296105804555,21524,-6.25750961663137,0.054782069820285065,0.17850885282183696,-0.05892795663535755,-0.014711406287035378,0.26964300476620073
2011-05-24,112608,29337,11486,62806,81719,083731,COFFEE C - ICE FUTURES U.S. ,261.20001220703125,0.167954319408923,-18913,4.325129826145857,17851,-3.317227365093701,0.03313613561667532,0.08997378928545183,-0.014711406287035378,0.013016821353704522,0.27179341079847597
2011-05-31,112192,29468,10758,60410,80844,083731,COFFEE C - ICE FUTURES U.S. ,264.6000061035156,0.1821341985168283,-20434,-1.3507033248081841,18710,0.762823245240125,0.023156866354227135,0.02135434793417193,0.013016821353704522,-0.0060468861171896204,0.27334429419586387
2011-06-07,112646,28083,12499,63399,79817,083731,COFFEE C - ICE FUTURES U.S. ,263.0,0.14574862844663813,-16418,3.579577866514547,15584,-2.7862949229891614,0.028041559602279074,0.07702922477945888,-0.0060468861171896204,0.023764258555132978,0.27434739811858755
2011-06-14,107353,28688,10992,61942,81307,083731,COFFEE C - ICE FUTURES U.S. ,269.25,0.1803862025281082,-19365,-2.616160360776237,17696,1.8749001296095733,0.020572569442020537,0.0532258064516129,0.023764258555132978,-0.09563602599814303,0.2741547890747953
2011-06-21,107398,24491,14370,66820,76248,083731,COFFEE C - ICE FUTURES U.S. ,243.5,0.08778561984394495,-9428,9.25637848965562,10121,-7.056160517172319,0.06945648223222524,0.19492550371838088,-0.09563602599814303,0.0591375519362809,0.2712680108942912
2011-06-28,106103,25139,16328,66146,74479,083731,COFFEE C - ICE FUTURES U.S. ,257.8999938964844,0.0785368933960397,-8333,1.0195720590700013,8811,-1.21976200674128,0.017372444444444444,0.06284515397786192,0.0591375519362809,0.04284613637866985,0.26806231543552894
2011-07-05,107245,26523,15804,66155,77431,083731,COFFEE C - ICE FUTURES U.S. ,268.95001220703125,0.10514243088255863,-11276,-2.7737198759695767,10719,1.798252641301377,0.020621787639463457,0.04507761003614714,0.04284613637866985,-0.04554749746793185,0.26527099610464594
2011-07-12,108202,26946,15603,65652,78004,083731,COFFEE C - ICE FUTURES U.S. ,256.70001220703125,0.11415685477163084,-12352,-1.0033101776306588,11343,0.5818453074735419,0.007490115275380075,0.01466544454628781,-0.04554749746793185,-0.050058455365993515,0.26245129563695774
2011-07-19,108597,26608,17811,65874,76125,083731,COFFEE C - ICE FUTURES U.S. ,243.8500061035156,0.09439487278654106,-10251,1.9417386000258774,8797,-2.3530064139295024,0.014795878844217214,0.057317814448771924,-0.050058455365993515,0.004510932200918694,0.25925448807439677
2011-07-26,107293,26674,19893,61776,68993,083731,COFFEE C - ICE FUTURES U.S. ,244.9499969482422,0.06726440681125516,-7217,2.7938156670994596,6781,-1.8564048730627918,0.08587662213521553,0.04612708570446883,0.004510932200918694,-0.0071443152553692935,0.25521962623083727
2011-08-02,111530,27030,20979,63992,70059,083731,COFFEE C - ICE FUTURES U.S. ,243.1999969482422,0.05439791984219493,-6067,1.071831340348392,6051,-0.6803798943081095,0.02448321907333776,0.03003603491012102,-0.0071443152553692935,-0.03474505367712033,0.2507424861438353
2011-08-09,109031,29243,21646,62450,69255,083731,COFFEE C - ICE FUTURES U.S. ,234.75,0.062413442048591686,-6805,-0.661705370752264,7597,1.3861741235542007,0.017812535590903913,0.0565937628957142,-0.03474505367712033,0.07156550820770091,0.24658787159566517
2011-08-16,107446,28361,21318,61663,69589,083731,COFFEE C - ICE FUTURES U.S. ,251.5500030517578,0.07376728775384844,-7926,-1.0281479579202244,7043,-0.5081123717107979,0.008540822235089751,0.024356367881801164,0.07156550820770091,0.06877361495478995,0.24234169039427378
2011-08-23,102412,29633,17510,55206,69162,083731,COFFEE C - ICE FUTURES U.S. ,268.8500061035156,0.13627309299691442,-13956,-5.612121437745472,12123,4.727956368780597,0.055351858999099446,0.1077572492204569,0.06877361495478995,0.06918358073740949,0.23964672586475771
2011-08-30,106243,34595,14627,52007,74741,083731,COFFEE C - ICE FUTURES U.S. ,287.45001220703125,0.21398115640559848,-22734,-8.571261180330431,19968,7.660235128695855,0.06925553065926089,0.1593799520539596,0.06918358073740949,-0.017568335696954818,0.23842288697297784
2011-09-06,113221,39345,14607,52151,79208,083731,COFFEE C - ICE FUTURES U.S. ,282.3999938964844,0.23897510179207038,-27057,-4.068973955931214,24738,4.489707557203769,0.03510227696617666,0.08841192170818506,-0.017568335696954818,-0.03381723795811897,0.23752169455663436
2011-09-13,114618,36880,12856,56353,82725,083731,COFFEE C - ICE FUTURES U.S. ,272.8500061035156,0.23008602488265367,-26372,0.6050114378074739,24024,-0.6306250607219508,0.05550122952587756,0.08476757278430111,-0.03381723795811897,-0.04911120981027428,0.23615270083320136
2011-09-20,114007,34023,11768,57748,81716,083731,COFFEE C - ICE FUTURES U.S. ,259.45001220703125,0.21023270500934152,-23968,2.097401804254131,22255,-1.543387600551397,0.017237423277691732,0.08615230067043743,-0.04911120981027428,-0.07169013385389078,0.23444267610934036
2011-09-27,115239,28793,14755,63418,77379,083731,COFFEE C - ICE FUTURES U.S. ,240.8500061035156,0.1211482223899895,-13961,8.777531204224303,14038,-7.207452173989316,0.07107395754170899,0.1886883438963902,-0.07169013385389078,-0.05937306493408079,0.23113725433528237
2011-10-04,117030,30983,19108,65117,76268,083731,COFFEE C - ICE FUTURES U.S. ,226.5500030517578,0.095283260702384,-11151,2.438410607520024,11875,-1.876968734542993,0.0198748099161863,0.13062226747319877,-0.05937306493408079,-0.013904255629401896,0.22814905542335712
2011-10-11,117657,30365,21351,65023,73072,083731,COFFEE C - ICE FUTURES U.S. ,223.3999938964844,0.06841071929421964,-8049,2.6506024096385543,9014,-2.4446723062462614,0.023824179007205185,0.055321370562301804,-0.013904255629401896,0.036257861794163126,0.22467869525433384
2011-10-18,120745,26769,16779,70255,79043,083731,COFFEE C - ICE FUTURES U.S. ,231.5,0.0727814816348503,-8788,-0.6280969258097691,9990,0.8295299047230509,0.07503784377553617,0.18756314870947002,0.036257861794163126,0.021814268042150475,0.22080383028591324
2011-10-25,122607,29129,15149,70197,84044,083731,COFFEE C - ICE FUTURES U.S. ,236.5500030517578,0.11293808673240517,-13847,-4.189821524700816,13980,3.304484657749803,0.03279932054382428,0.09011247120466145,0.021814268042150475,-0.05453396317416592,0.2174131273632726
2011-11-01,122541,27723,17450,71504,81069,083731,COFFEE C - ICE FUTURES U.S. ,223.6499938964844,0.07805550795244041,-9565,3.492459647491579,10273,-3.0234815304183282,0.028065254009556083,0.0820622938480951,-0.05453396317416592,0.026604124164586906,0.21319770161960078
2011-11-08,114896,23724,16047,68899,74987,083731,COFFEE C - ICE FUTURES U.S. ,229.6000061035156,0.05298704915749895,-6088,2.8374176806130196,7677,-2.118474632979982,0.060374185118774584,0.13582761308491112,0.026604124164586906,0.04311843916947011,0.20831601501993374
2011-11-15,104414,23112,16662,65471,70126,083731,COFFEE C - ICE FUTURES U.S. ,239.5,0.044582144156913826,-4655,1.2472148725804206,6450,-1.0679222949449938,0.061129671010420585,0.030849298536732538,0.04311843916947011,-0.027557436757893905,0.20401724439063523
2011-11-22,97495,22787,14421,60892,67892,083731,COFFEE C - ICE FUTURES U.S. ,232.8999938964844,0.07179855377198831,-7000,-2.2458674124159597,8366,1.8350029689505238,0.05290253447633246,0.06896366372823048,-0.027557436757893905,-0.032846689982673594,0.19995071854403806
2011-11-29,99583,24739,15322,60058,67840,083731,COFFEE C - ICE FUTURES U.S. ,225.25,0.07814586827068877,-7782,-0.8020924149956409,9417,1.0780040002051388,0.006927395268104271,0.07121639499762862,-0.032846689982673594,0.03374031566488611,0.19614620758273876
2011-12-06,100602,27104,16082,56182,66235,083731,COFFEE C - ICE FUTURES U.S. ,232.8500061035156,0.09992843084630525,-10053,-2.2805097255555666,11022,1.6117208760531416,0.04477319326564121,0.07236141342101607,0.03374031566488611,-0.06098351657641121,0.19224194030075623
2011-12-13,103082,24271,20445,60681,62817,083731,COFFEE C - ICE FUTURES U.S. ,218.6499938964844,0.020721367455035798,-2136,7.869624858352717,3826,-7.1529393053816035,0.06410630131662051,0.16092673763306198,-0.06098351657641121,0.018980147592586594,0.18669431323194108
2011-12-20,103143,23427,22152,62195,61042,083731,COFFEE C - ICE FUTURES U.S. ,222.8000030517578,-0.011178654877209312,1153,3.1906637434275624,1275,-2.4747288566384045,0.026688413382344588,0.05596875754185041,0.018980147592586594,0.0002244302112786034,0.18069010024356402
2011-12-27,104103,24039,22458,61988,61803,083731,COFFEE C - ICE FUTURES U.S. ,222.8500061035156,-0.0017770861550579714,185,-0.9385028552592033,1581,0.2966754893691283,0.007819631475632315,0.01974320923930576,0.0002244302112786034,0.019519814788364842,0.17494018852957313
2012-01-03,105415,24915,20510,60889,63301,083731,COFFEE C - ICE FUTURES U.S. ,227.1999969482422,0.02288099416591567,-2412,-2.494644726857055,4405,2.7126980010182224,0.02091150656252516,0.062168409466153,0.019519814788364842,-0.00550176063728014,0.16982468245712512
2012-01-10,111501,28714,23404,62025,65565,083731,COFFEE C - ICE FUTURES U.S. ,225.9499969482422,0.03174859418301181,-3540,-1.0700564435801356,5310,0.8585115970212968,0.02664785641507955,0.12842012356575463,-0.00550176063728014,-0.00354061988299581,0.1644948231170687
2012-01-17,112656,30116,19722,60685,69643,083731,COFFEE C - ICE FUTURES U.S. ,225.1499938964844,0.07951640391989774,-8958,-4.859149245298249,10394,4.559600362328589,0.04157203363820514,0.10201051406557246,-0.00354061988299581,-0.020874959252288994,0.15967453799240466
2012-01-24,116252,30647,21778,63567,71093,083731,COFFEE C - ICE FUTURES U.S. ,220.4499969482422,0.06473867116264666,-7526,1.2711262604743645,8869,-1.353678454764948,0.03216990940145552,0.04934668574153553,-0.020874959252288994,-0.024495323072071584,0.15510404284755747
2012-01-31,124356,33055,24414,65470,72602,083731,COFFEE C - ICE FUTURES U.S. ,215.0500030517578,0.05735147479816012,-7132,0.3389189003199945,8641,-0.1961256580531948,0.024711744597021842,0.08776905810088917,-0.024495323072071584,0.027435451349723472,0.1501458337876124
2012-02-07,136418,37328,26881,69632,79201,083731,COFFEE C - ICE FUTURES U.S. ,220.9499969482422,0.07014470231201161,-9569,-1.9596963556241755,10447,1.4522821576763485,0.0723025135554615,0.10496970829634475,0.027435451349723472,-0.07580900760964349,0.14578391242252067
2012-02-14,130330,32984,29770,73294,75202,083731,COFFEE C - ICE FUTURES U.S. ,204.1999969482422,0.014639760607688176,-1908,5.615827823307774,3214,-5.302086234954332,0.05159061523542722,0.11525958504637154,-0.07580900760964349,0.0022037069293212586,0.1398440653203215
2012-02-21,129976,34016,32656,71633,72408,083731,COFFEE C - ICE FUTURES U.S. ,204.6499938964844,0.005962639256478119,-775,0.8693316964628252,1360,-1.4225427760300775,0.030928693913538505,0.058765298776097916,0.0022037069293212586,0.00732958731852551,0.1337957454844109
2012-02-28,133823,36666,35076,70922,71911,083731,COFFEE C - ICE FUTURES U.S. ,206.1499938964844,0.007390358906914357,-989,-0.16464578075952482,1590,0.17695574567612482,0.008457429305552638,0.07066990047670821,0.00732958731852551,-0.06403103244752184,0.12839893347211773
2012-03-06,139102,37674,36219,73308,73282,083731,COFFEE C - ICE FUTURES U.S. ,192.9499969482422,-0.00018691320038532875,26,0.7584645389805937,1455,-0.10087951996293612,0.02562930622825568,0.029109658560350776,-0.06403103244752184,-0.039388395775747265,0.12261843499640243
2012-03-13,147387,37348,38479,78332,76284,083731,COFFEE C - ICE FUTURES U.S. ,185.3500061035156,-0.013895391045343212,2048,1.4536095814582106,-1131,-1.8590674469094621,0.051909246132353704,0.034103947142838306,-0.039388395775747265,-0.012139195715717421,0.11757905647678779
2012-03-20,155555,40018,41475,82234,79214,083731,COFFEE C - ICE FUTURES U.S. ,183.1000061035156,-0.01941435505126804,3020,0.6594882859410939,-1457,-0.22118640042880308,0.04231703087062088,0.06952744407495122,-0.012139195715717421,0.02321135913888095,0.11234119951987871
2012-03-27,154900,40041,40991,83502,81186,083731,COFFEE C - ICE FUTURES U.S. ,187.3500061035156,-0.014951581665590704,2316,-0.4525730449037318,-950,0.3259297354633409,0.019673564558437773,0.0062567874419982225,0.02321135913888095,-0.010675206484353938,0.1078260884660465
2012-04-03,157812,40807,39725,84436,84290,083731,COFFEE C - ICE FUTURES U.S. ,185.3500061035156,-0.0009251514460243835,146,-1.4009038089089736,1082,1.3118140735958683,0.023932292592724298,0.025232205831222373,-0.010675206484353938,-0.0388454921496475,0.10339976122682124
2012-04-10,158097,42601,41105,85747,86304,083731,COFFEE C - ICE FUTURES U.S. ,178.14999389648438,0.0035231535070241685,-557,-0.4454667579144805,1496,0.2623374648315717,0.01932566506442857,0.03791842878646692,-0.0388454921496475,-0.02862751063404445,0.0984232538238498
2012-04-17,145225,36822,43194,83465,76526,083731,COFFEE C - ICE FUTURES U.S. ,173.0500030517578,-0.047781029437080395,6939,4.741392942307571,-6372,-4.976691524823368,0.07537924008225462,0.09833033393321336,-0.02862751063404445,0.05460847605657526,0.09121360112747719
2012-04-24,146367,38133,42665,83510,78469,083731,COFFEE C - ICE FUTURES U.S. ,182.5,-0.03444082340964835,5041,-1.3069375107591668,-4532,1.2669994835599931,0.012273195908111545,0.02277284091190376,0.05460847605657526,0.0019178416630991624,0.08420715727400345
2012-05-01,144219,38524,42703,81474,77017,083731,COFFEE C - ICE FUTURES U.S. ,182.8500061035156,-0.03090438846476539,4457,-0.39899704168289296,-4179,0.24117458170215966,0.022007558788827125,0.005281495069373484,0.0019178416630991624,-0.04211108531586305,0.07751100012896092
2012-05-08,146714,39191,44365,83163,77062,083731,COFFEE C - ICE FUTURES U.S. ,175.14999389648438,-0.04158430688277874,6101,1.1399330185343124,-5174,-0.6899229643805601,0.010822281167108753,0.027873521949351332,-0.04211108531586305,0.010847897353604141,0.07144866897411166
2012-05-15,145889,38954,41984,82330,78755,083731,COFFEE C - ICE FUTURES U.S. ,177.0500030517578,-0.024504931831735088,3575,-1.7217170822143764,-3030,1.4613465654266122,0.015681162119377968,0.032345746126664854,0.010847897353604141,-0.014402728087004713,0.06686084595848583
2012-05-22,149445,39576,41048,82584,79937,083731,COFFEE C - ICE FUTURES U.S. ,174.5,-0.01771220181337616,2647,-0.6361000486671373,-1472,1.067935211016595,0.008835781222118987,0.019324270688628697,-0.014402728087004713,-0.05214903211183741,0.06329033593498007
2012-05-29,150688,37715,42750,83395,76673,083731,COFFEE C - ICE FUTURES U.S. ,165.39999389648438,-0.04460872796772138,6722,2.7267556626183542,-5035,-2.384154705744588,0.025457930379588673,0.044280121792083516,-0.05214903211183741,-0.055622716370836156,0.058929895041046426
2012-06-05,159364,37632,43478,86005,78984,083731,COFFEE C - ICE FUTURES U.S. ,156.1999969482422,-0.04405637408699581,7021,0.19842323210872798,-5846,-0.5381981312380548,0.029826230839631734,0.009998767106398718,-0.055622716370836156,-0.012804097561299632,0.05527979883847654
2012-06-12,151728,34339,43279,88148,78181,083731,COFFEE C - ICE FUTURES U.S. ,154.1999969482422,-0.06568991880206686,9967,1.8485981777565823,-8940,-1.9414673326472727,0.01771188427754631,0.04498956427632766,-0.012804097561299632,0.015564262015381303,0.05054756573597318
2012-06-19,142573,34185,43701,82350,71934,083731,COFFEE C - ICE FUTURES U.S. ,156.60000610351562,-0.07305731099156222,10416,0.2959242855636402,-9516,-0.37962670041126223,0.07807031189235436,0.007395424081349665,0.015564262015381303,0.05619404501907743,0.04745443245067496
2012-06-26,139446,34670,43505,80449,70720,083731,COFFEE C - ICE FUTURES U.S. ,165.39999389648438,-0.06976894281657416,9729,-0.4818584163902001,-8835,0.4776500459413774,0.020606076642697906,0.008711224816117684,0.05619404501907743,0.08887553052892638,0.04460239713889392
