,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-07-13,175152,53075,14118,67186,96632,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,562.25,0.16811683566273866,-29446,-10.50360984234566,38957,9.308973036687785,0.10879146369751798,0.23506912922477044,0.09653827401267678,0.0484659848821698,0.051158629487820205
2010-07-20,181380,60781,11875,68250,110660,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,589.5,0.2338185025912449,-42410,-7.401571206723304,48906,5.680209189732347,0.08435526242244704,0.1369329442853997,0.0484659848821698,0.04325699745547085,0.054388956236787626
2010-07-27,191760,68079,10096,69796,122138,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,615.0,0.2729557780559032,-52342,-5.475796669974639,57983,5.004410629617378,0.06785665905988517,0.11611128877518388,0.04325699745547085,0.11382113821138207,0.057739948110068655
2010-08-03,201316,69009,11168,80681,134055,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,685.0,0.2651254743785889,-53374,-0.5381727158948686,57841,-0.07405089695452649,0.10618620073019894,0.0249697544183494,0.11382113821138207,0.04014598540145986,0.06099828186288114
2010-08-10,209005,66350,9049,91189,143374,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,712.5,0.24968302193727424,-52185,0.5906137614496612,57301,-0.2682350136104433,0.08452739775667945,0.06336954071008899,0.04014598540145986,-0.04982456140350877,0.06311434785645685
2010-08-17,210465,70383,7543,90153,146323,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,677.0,0.26688523032333167,-56170,-1.9066529508863426,62840,2.6501758331140404,0.016851604391143287,0.07108025562713344,-0.04982456140350877,0.03508124076809449,0.06655691483038152
2010-08-24,206225,73814,6194,85695,147266,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,700.75,0.29856224996969327,-61571,-2.566222412277576,67620,2.2711614757798206,0.02318413811753899,0.059744025597440256,0.03508124076809449,-0.018551551908669306,0.07047426500357523
2010-08-31,201159,78370,6766,78802,145943,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,687.75,0.33377079822429023,-67141,-2.700933446478361,71604,1.9318705297611833,0.036556986807270465,0.06023303890246194,-0.018551551908669306,0.07415485278080691,0.075259636494002
2010-09-07,203686,80907,7424,79667,149780,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,738.75,0.3442210068438675,-70113,-1.4774382453680919,73483,0.9340869660318454,0.02049274995968568,0.03617076677497141,0.07415485278080691,0.028426395939086246,0.08064389157641624
2010-09-14,210309,85741,7392,77625,153010,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,759.75,0.3584487587312003,-75385,-2.5882976738705654,78349,2.3889712596840234,0.022858629436122012,0.052247860586473106,0.028426395939086246,-0.012833168805528095,0.0863334867730495
2010-09-21,213671,88954,6512,77068,158295,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,750.0,0.38014985655517125,-81227,-2.7778174020132282,82442,1.946183948380716,0.024821233583868323,0.042873902750717535,-0.012833168805528095,-0.04533333333333334,0.09243028899101173
2010-09-28,216856,87148,6286,81555,159299,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,716.0,0.3585051831630206,-77744,1.6300761451015815,80862,-0.7394545820443579,0.022798043628090046,0.021747971830382944,-0.04533333333333334,-0.020949720670391025,0.09806351486636503
2010-10-05,213832,83704,6719,82220,153703,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,701.0,0.3342951475925025,-71483,2.8871693658464603,76985,-1.7878223337145387,0.026538319706005772,0.042876259358791455,-0.020949720670391025,0.07132667617689026,0.10382521215748985
2010-10-12,221537,85253,6797,83716,157019,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,751.0,0.3308837801360495,-73303,-0.8511354708369187,78456,0.6879232294511579,0.01998878434793445,0.017675176534492125,0.07132667617689026,-0.04727030625832229,0.10901213338884432
2010-10-19,225864,87126,7464,82459,156463,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,715.5,0.3276484964403358,-74004,-0.3164256986417619,79662,0.5443785913865404,0.007588250558759763,0.026852732847023997,-0.04727030625832229,0.03214535290006992,0.11383589461029706
2010-10-26,233671,90188,7442,82255,159668,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,738.5,0.33129057521044547,-77413,-1.509315340204725,82746,1.3654234406545531,0.01409126044237216,0.0315886510293967,0.03214535290006992,0.01354096140826,0.1184190291287923
2010-11-02,240739,90871,7477,81017,161989,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,748.5,0.3363476628215619,-80972,-1.5230815976308572,83394,0.2773129742244438,0.014645728912043325,0.007300606011306788,0.01354096140826,0.051436205744822994,0.122856750957729
2010-11-09,249053,88681,7817,84344,163904,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,787.0,0.3194500768912641,-79560,0.5865273179667607,80864,-1.0509306759602723,0.021115980793400147,0.026218159961864496,0.051436205744822994,-0.12325285895806859,0.1276631913102977
2010-11-16,239671,81308,7663,87531,159065,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,690.0,0.2984674825072704,-71534,3.2226072362107665,73645,-2.898579820359522,0.03254716215997015,0.08460060019556934,-0.12325285895806859,0.031159420289855078,0.13132807596078055
2010-11-23,229888,75826,7551,90269,154675,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,711.5,0.28016251391982183,-64406,2.974076963837928,68275,-2.240571450029415,0.0291005291005291,0.06709284335008456,0.031159420289855078,0.026001405481377304,0.1345556697305908
2010-11-30,210781,73716,7491,78913,141687,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,730.0,0.29781621683168785,-62774,0.7099109131403117,66225,-0.8917385857461024,0.11035358114233908,0.026721834324627186,0.026001405481377304,0.12534246575342456,0.13785968161394221
2010-12-07,217945,78205,8078,80924,148180,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,821.5,0.3085916171511161,-67256,-2.1263776146806403,70127,1.8512104980999236,0.03711851386269991,0.058829665171586526,0.12534246575342456,-0.027997565429093152,0.14174404302028493
2010-12-14,217803,73053,7185,83491,148142,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,798.5,0.2968324586897334,-64651,1.1952556837734292,65868,-1.9541627474821628,0.011246238662021388,0.07533836835414641,-0.027997565429093152,0.035065748278021225,0.1458606210125145
2010-12-21,217820,69645,6810,87092,150615,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,826.5,0.2916307042512166,-63523,0.5178992024903238,62835,-1.3925428024407378,0.02555246585081634,0.049480086325289385,0.035065748278021225,0.04113732607380527,0.15047819189566428
2010-12-28,218822,70474,6172,87976,152860,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,860.5,0.2965149756423029,-64884,-0.624827839500505,64302,0.6734918740244239,0.012992243684498994,0.01913994207134097,0.04113732607380527,-0.013073794305636266,0.15504120198344656
2011-01-04,221870,70339,7804,88198,152551,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,849.25,0.29004822643890565,-64353,0.2426629863542057,62535,-0.8075056438566507,0.00220561663807534,0.022612390105319735,-0.013073794305636266,-0.01324698263173385,0.15908225838034679
2011-01-11,219533,66150,7660,91201,150911,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,838.0,0.2719864439514788,-59710,2.092666877000045,58490,-1.8231396763870735,0.01917707507269363,0.05870478254979,-0.01324698263173385,0.04594272076372308,0.1626559296321468
2011-01-18,213352,66222,7423,83934,146127,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,876.5,0.2915041808841726,-62193,-1.1310372472475663,58799,0.14075332637917762,0.05238175962027462,0.004195804195804196,0.04594272076372308,0.04677695379349678,0.16684344717940985
2011-01-25,212073,68580,6873,83165,147151,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,917.5,0.30171686164669714,-63986,-0.8403952154186508,61707,1.3630057369980126,0.0077849563208808766,0.03854054842087127,0.04677695379349678,0.00708446866485013,0.1718005258541614
2011-02-01,215717,68863,5792,83942,150901,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,924.0,0.3104020545436845,-66959,-1.4018757691926838,63071,0.6431747558623682,0.0192767082689286,0.018270711941598017,0.00708446866485013,0.051948051948051965,0.17744575835143028
2011-02-08,214887,67562,9223,83762,146592,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,972.0,0.29238623090275356,-62830,1.914081875790967,58339,-2.1936147823305534,0.01948739765751843,0.061626619782509606,0.051948051948051965,-0.029320987654321007,0.18295746355099846
2011-02-15,212527,66045,9383,82368,142808,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,943.5,0.28438739548386793,-60440,1.1122124651561052,56662,-0.7804101690656019,0.022995345862791772,0.02223312297820438,-0.029320987654321007,-0.07498675145733968,0.1879760176648692
2011-02-22,210587,61613,8052,82471,138333,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,872.75,0.2652680364884822,-55862,2.1540792464016336,53561,-1.4591087250090577,0.020733320048549844,0.08272446709251417,-0.07498675145733968,0.03351475221999434,0.19246851519935287
2011-03-01,195802,59989,7656,72025,129588,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,902.0,0.29398576112603547,-57563,-0.8077421683199817,52333,-0.5831319122263008,0.09518731431008913,0.029861778401951363,0.03351475221999434,-0.041574279379157475,0.19751877870870668
2011-03-08,191892,58461,7704,72305,128476,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,864.5,0.29272194776228294,-56171,0.7109222581996099,50757,-0.8048947406053053,0.0069329269203759316,0.02381923977933953,-0.041574279379157475,-0.10121457489878538,0.2028093508669831
2011-03-15,187373,57346,8342,77142,123193,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,777.0,0.24577180276774135,-46051,5.273799845746566,49004,-0.913534696600171,0.05051538672723189,0.026686761661186213,-0.10121457489878538,0.08751608751608742,0.20725033623321445
2011-03-22,181746,56402,8429,77550,121473,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,845.0,0.24167244396025223,-43923,1.1357025825492468,47973,-0.550239362127948,0.010692231551127257,0.015902885965047586,0.08751608751608742,0.026035502958579926,0.2117313072526249
2011-03-29,181540,57464,7509,75627,121209,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,867.0,0.25108516029525174,-45582,-0.9128123865174473,49955,1.0905329415778062,0.011110772419679327,0.030504978991273298,0.026035502958579926,0.09573241061130333,0.21689267118766262
2011-04-05,191243,66140,8192,73262,130561,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,950.0,0.2996135806277877,-57299,-6.454224964195218,57948,4.402886416216812,0.057486152200683927,0.1259080880374536,0.09573241061130333,-0.05894736842105264,0.2233635215624279
2011-04-12,198563,61511,8632,81685,132847,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,894.0,0.2576612964147399,-51162,3.2090063427158118,52879,-2.650554530100448,0.049917960956873564,0.07226665526139459,-0.05894736842105264,0.03579418344519025,0.22880918955817925
2011-04-19,193859,55291,7667,84918,130834,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,926.0,0.23685255778684508,-45916,2.6419826453065274,47624,-2.6465152117967596,0.024314954206681744,0.11412370151529591,0.03579418344519025,0.026187904967602593,0.23331186573355112
2011-04-26,186380,59266,7936,80244,129918,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,950.25,0.2665200128769181,-49674,-1.9385223280838133,51330,1.9116987088554052,0.026598528754008813,0.06315288235469182,0.026187904967602593,-0.0644567219152854,0.23811672918759375
2011-05-03,170792,56931,9821,75854,121110,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,889.0,0.26497728230830486,-45256,2.370426011374611,47110,-2.2641914368494476,0.06700716882272903,0.06321907957813998,-0.0644567219152854,0.048931383577052845,0.24248787173563965
2011-05-10,175816,57006,10929,80544,125244,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,932.5,0.2542430723028621,-44700,0.3255421799615907,46077,-0.6048292660077755,0.042879079440978095,0.017413704276146316,0.048931383577052845,-0.04075067024128687,0.24657327731090836
2011-05-17,172979,58031,9574,76263,123188,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,894.5,0.2712757039871892,-46925,-1.265527597033262,48457,1.3536879464895117,0.03177221472943229,0.035204496708823314,-0.04075067024128687,0.019564002235886058,0.25181147769892737
2011-05-24,176141,57592,8784,76368,123734,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,912.0,0.2689095667675328,-47366,-0.25494424178657527,48808,0.2029148046872742,0.003253340796193941,0.01851572857659395,0.019564002235886058,-0.004385964912280715,0.25739717976925014
2011-05-31,179600,58492,11247,77194,123592,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,908.0,0.25834075723830735,-46398,0.5495597277181349,47245,-0.8873572876275257,0.004821053260685506,0.0482226587705588,-0.004385964912280715,-0.036894273127753285,0.2624672060950402
2011-06-07,182847,56650,11111,77273,120148,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,874.5,0.23448566287661268,-42875,1.9615812917594657,45539,-0.9498886414253899,0.01784511272863576,0.029190832484762622,-0.036894273127753285,-0.03973699256718122,0.26735850525442095
2011-06-14,175749,56540,10899,77289,118188,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,839.75,0.23271256166464674,-40899,1.0806849442430009,45641,0.05578434428784722,0.010108606127575111,0.004774685271133914,-0.03973699256718122,-0.04316760940756181,0.2725160330730106
2011-06-21,171924,53449,10017,77144,113340,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,803.5,0.21053488750843397,-36196,2.6759753967305646,43432,-1.2569061559382984,0.026212175300812667,0.06260044748369206,-0.04316760940756181,-0.07436216552582453,0.2763734243052886
2011-06-28,166241,49784,12539,73872,104511,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,743.75,0.1843047142401694,-30639,3.23224215350969,37245,-3.5986831390614453,0.06783718179422928,0.09927314153683231,-0.07436216552582453,-0.03394957983193281,0.27927019323209684
2011-07-05,165959,48760,14225,73278,101776,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,718.5,0.1717171108526805,-28498,1.2878892691935202,34535,-1.6301634374191687,0.0190169890433809,0.043026117329522905,-0.03394957983193281,-0.006610995128740416,0.2812549945812744
2011-07-12,167288,46935,15616,74622,99081,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,713.75,0.14620893309741284,-24459,2.433733633005742,31319,-1.9378280177634235,0.023252333005187014,0.051414046138351106,-0.006610995128740416,0.09001751313485107,0.2808336887627104
2011-07-19,166152,51032,13311,70069,101412,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,778.0,0.18864052193172517,-31343,-4.115059059824973,37721,3.826933193056286,0.04014438917431086,0.09949800289075734,0.09001751313485107,0.0032133676092545027,0.2799648814423351
2011-07-26,169877,53976,12357,67670,103825,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,780.5,0.21283045968553718,-36155,-2.8961432904810054,41619,2.346044585680582,0.0280591270882533,0.058764114392534636,0.0032133676092545027,0.0352338244714927,0.27880862531982803
2011-08-02,170548,57462,13108,63988,103980,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,808.0,0.23449116964139127,-39992,-2.258693054386409,44354,1.609988403374206,0.02284363688321585,0.06003967691653677,0.0352338244714927,-0.05569306930693074,0.27821950407488194
2011-08-09,171699,57675,13913,66097,104416,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,763.0,0.22317544074222914,-38319,0.9809555081267444,43762,-0.3471163543401271,0.01492554819867107,0.014220260378834441,-0.05569306930693074,0.0714285714285714,0.27770974289805417
2011-08-16,171471,57427,10398,66254,110136,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,817.5,0.2559149943722262,-43882,-3.239972277066262,47029,1.9027484143763214,0.0333182153183287,0.055481017323995574,0.0714285714285714,0.0287461773700306,0.27749877682207136
2011-08-23,171724,61686,11151,63704,111749,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,841.0,0.27978034520509654,-48045,-2.427815782260557,50535,2.044660613164908,0.023727152000820734,0.0688111811304694,0.0287461773700306,0.031510107015457756,0.2771375863458291
2011-08-30,163888,63991,8994,53843,106728,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,867.5,0.32268988577565166,-52885,-2.818476159418602,54997,2.5983555006871493,0.09268174203311931,0.061135849832157294,0.031510107015457756,-0.02478386167146973,0.276924491875663
2011-09-06,154282,64704,8118,50610,104422,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,846.0,0.34878987827484736,-53812,-0.5656301864688079,56586,0.9695645806892512,0.0357281077454977,0.02182032902144956,-0.02478386167146973,-0.08096926713947994,0.2770123547877972
2011-09-13,154311,62587,9697,52179,100943,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,777.5,0.3160111722430676,-48764,3.2719306205519763,52890,-2.395613227725853,0.032967176499784485,0.05113164739084721,-0.08096926713947994,-0.01607717041800638,0.2761962473553331
2011-09-20,156971,63762,14615,51630,94726,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,765.0,0.2745475278873168,-43096,3.6731017231435215,49147,-2.4256209861902263,0.04622974117904288,0.07773964300751496,-0.01607717041800638,-0.015686274509803977,0.2741654333424898
2011-09-27,158592,62994,17244,50974,89579,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,753.0,0.2434233757062147,-38605,2.8610380261322157,45750,-2.164094004625058,0.041286916679117484,0.04233654876741694,-0.015686274509803977,-0.08831341301460827,0.27195232166062805
2011-10-04,160762,53348,18583,54303,83180,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,686.5,0.17962578221221434,-28877,6.133979015334948,34765,-6.926578894269572,0.07075783915102231,0.15271579708331595,-0.08831341301460827,0.06300072833211945,0.26897791078793026
2011-10-11,157795,48730,20058,57867,80844,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,729.75,0.14561297886498306,-22977,3.670021522499098,28672,-3.7900747689130516,0.04253447815962685,0.08857649590044775,0.06300072833211945,-0.02500856457690992,0.26541501076348667
2011-10-18,157132,49988,21469,57165,80332,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,711.5,0.14743655016164753,-23167,-0.12040939193257075,28519,-0.09696124718780696,0.008829283548004684,0.03735113424856907,-0.02500856457690992,0.03092059030217853,0.2619493964119734
2011-10-25,154796,48545,20434,57770,80531,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,733.5,0.14703868317010776,-22761,0.2583814881755467,28111,-0.25965430338823414,0.005813406989103477,0.035923976862523375,0.03092059030217853,-0.020449897750511203,0.2584060907958131
2011-11-01,157730,48537,20612,59055,80791,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,718.5,0.137805109998098,-21736,0.6621618129667434,27925,-0.12015814362128222,0.011047866939347568,0.0026898436709135347,-0.020449897750511203,0.02783576896311768,0.25458796477997725
2011-11-08,155152,46231,20811,58010,78248,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,738.5,0.13043982675054142,-20238,0.9497242122614595,25420,-1.588156977112788,0.026332398831628235,0.03736463709316548,0.02783576896311768,-0.04536222071767093,0.25095315227727105
2011-11-15,157129,46192,24412,65121,80620,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,705.0,0.09863869813974505,-15499,3.0544240486748477,21780,-2.3460864184799424,0.06506748272620608,0.05155515268256756,-0.04536222071767093,-0.062411347517730476,0.24711029103943402
2011-11-22,147341,44084,26024,62265,73576,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,661.0,0.07676749852383247,-11311,2.665325942378555,18060,-2.367481496095565,0.07287932214868854,0.053060991612940034,-0.062411347517730476,-0.0075642965204235635,0.24319884843566497
2011-11-29,134769,42649,25415,55738,66484,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,656.0,0.07973643790485943,-10746,0.3834642088760087,17234,-0.56060431244528,0.11142838441524439,0.030030559473436764,-0.0075642965204235635,0.0167682926829269,0.23900500653322596
2011-12-06,136635,44654,25499,54497,66594,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,667.0,0.08853514838804113,-12097,-1.0024560544338832,19155,1.4254019841358176,0.01115689853085696,0.029777771442418714,0.0167682926829269,-0.025862068965517238,0.2347731513647053
2011-12-13,137784,43977,25222,54371,66633,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,649.75,0.08899436799628403,-12262,-0.12075968822044132,18755,-0.292750759322282,0.0013635912862384714,0.013786326391999884,-0.025862068965517238,0.0280877260484802,0.2307762650052159
2011-12-20,137492,40383,23779,56782,66820,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,668.0,0.07300788409507462,-10038,1.6141206526156884,16604,-1.5611391743598677,0.02101907736120775,0.07850441071038933,0.0280877260484802,0.04154191616766467,0.22657198000221315
2011-12-27,137302,38935,20760,56736,69281,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,695.75,0.09136793346054682,-12545,-1.8233788147674048,18175,1.1426119337852383,0.019894141266654498,0.07483038780467376,0.04154191616766467,0.024074739489759356,0.22262684457564094
2012-01-03,139302,39674,17501,58109,74308,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,712.5,0.11628691619646524,-16199,-2.6612867984443054,22173,2.9118293979694396,0.048332162788765794,0.06992566681241802,0.024074739489759356,-0.020350877192982453,0.2192852809171325
2012-01-10,142039,38046,16778,61242,77011,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,698.0,0.11101880469448532,-15769,0.30868185668547476,21268,-0.6496676286054759,0.04221246555228458,0.04288267911863417,-0.020350877192982453,-0.035816618911174825,0.2161897493929595
2012-01-17,141914,37333,19665,62825,74717,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,673.0,0.0837972293078907,-11892,2.72953202993544,17668,-2.534515168369251,0.028187753558912915,0.06316011088108354,-0.035816618911174825,0.019316493313521477,0.2121953849395695
2012-01-24,145942,36073,23098,67018,74584,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,686.0,0.051842512779049214,-7566,3.0483250419268004,12975,-3.30693236749017,0.03055041595457691,0.07931250105626067,0.019316493313521477,0.04300291545189494,0.207390108999807
2012-01-31,146854,35661,17889,70074,81876,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,715.5,0.08036553311452191,-11802,-2.902522920064135,17772,3.286922201970646,0.06810134912800263,0.1049673202614379,0.04300291545189494,-0.004891684136967167,0.20296632974155387
2012-02-07,147263,37007,14648,69624,85355,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,712.0,0.10682248765813544,-15731,-2.6754463616925657,22359,3.1235104253203865,0.025351821859735835,0.0888006969315652,-0.004891684136967167,-0.0512640449438202,0.1993977962176189
2012-02-14,143382,36233,17136,68588,79232,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,675.5,0.07423525965602377,-10644,3.4543639610764414,19097,-2.215084576573885,0.048430523609795696,0.0611216249133392,-0.0512640449438202,0.0022205773501109416,0.19535640899016038
2012-02-21,141386,35173,20712,69391,76257,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,677.0,0.04856209242782171,-6866,2.6349193064680367,14461,-3.233320779456278,0.025939250796440733,0.08295607050192359,0.0022205773501109416,0.03323485967503692,0.19118898698899384
2012-02-28,132029,35480,22628,64590,70341,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,699.5,0.04355861212309417,-5751,0.7886212213373319,12852,-1.1380193229881317,0.07942578058415042,0.038256350244372545,0.03323485967503692,-0.01715511079342391,0.18637308027739882
2012-03-06,127609,35055,19319,62242,69703,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,687.5,0.058467662939134385,-7461,-1.2951700005301865,15736,2.1843685856895076,0.02263064155519345,0.0686725273108471,-0.01715511079342391,-0.0036363636363636598,0.18186819018464595
2012-03-13,131418,34803,24343,62820,66222,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,685.0,0.02588686481303931,-3402,3.180810130946877,10460,-4.134504619580124,0.03145487515692565,0.0892029892131336,-0.0036363636363636598,-0.006569343065693456,0.17763963368551705
2012-03-20,132771,35445,23002,58830,66175,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,680.5,0.055320815539538,-7345,-3.0003500281544384,12443,1.508925717938182,0.03229470821167153,0.03392817424333157,-0.006569343065693456,-0.0022042615723733006,0.17405594852358022
2012-03-27,134423,35697,23002,66006,69437,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,679.0,0.02552390587920222,-3431,2.9479329070354217,12695,0.1898004835393271,0.07706562908382124,0.004293088468287364,-0.0022042615723733006,0.016200294550809957,0.1697182320925024
2012-04-03,142998,36581,27917,70210,69449,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,690.0,-0.005321752751786739,761,3.1185139447862347,8664,-2.998742774673977,0.030187814605575007,0.08990976464386492,0.016200294550809957,-0.07101449275362315,0.1638540910659721
2012-04-10,146548,37210,32242,71890,66545,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,641.0,-0.03647269154133799,5345,3.2056392397096465,4968,-2.5846515335878824,0.033113013327554446,0.07132983931348269,-0.07101449275362315,-0.01404056162246492,0.15819766822066292
2012-04-17,147024,36517,33545,75904,68820,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,632.0,-0.04818260964196322,7084,1.1866419193711275,2972,-1.3620110816933702,0.043455128382300104,0.028489052553452656,-0.01404056162246492,0.0015822784810126667,0.15271622269318583
2012-04-24,143211,34480,35170,75227,64249,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,633.0,-0.07665612278386437,10978,2.6485471759712698,-690,-2.4907498095549028,0.03762654506868565,0.05257717157214645,0.0015822784810126667,0.019747235387045814,0.14611668162278618
2012-05-01,136118,37512,35884,71891,62076,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,645.5,-0.07210655460703214,9815,-0.8120884568922779,1628,1.6185907507104902,0.04112206737480126,0.051038203716823806,0.019747235387045814,-0.031758326878388865,0.13963430014364508
2012-05-08,142267,40486,37576,73299,65585,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,625.0,-0.054221991045006926,7714,-1.5435137160404944,2910,0.9418298828957228,0.03540364620834653,0.059773000947964436,-0.031758326878388865,0.0040000000000000036,0.1337022796946476
2012-05-15,144856,40181,37872,75167,67117,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,627.5,-0.05557243055172033,8050,0.23617564157534776,2309,-0.422445120794,0.02389587023136825,0.007699896224360371,0.0040000000000000036,0.11792828685258971,0.12741673864582242
2012-05-22,137550,35934,25677,72243,72326,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,701.5,0.0006034169392948019,-83,-5.6145413376042415,10257,5.486828298448114,0.056256873880292456,0.26686792942818655,0.11792828685258971,-0.03349964362081259,0.12225700499527938
2012-05-29,138459,36230,21951,70737,74847,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,678.0,0.02968387753775486,-4110,-2.9276626681206834,14279,2.9240276263177027,0.02766100670403341,0.06912909712792836,-0.03349964362081259,-0.05899705014749268,0.11785975730873027
2012-06-05,148612,37359,23884,72452,76591,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,638.0,0.027851048367561165,-4139,-0.020944828432965718,13475,-0.5806773124173943,0.023208067470461544,0.049997550740492794,-0.05899705014749268,0.004310344827586299,0.11388601472201774
2012-06-12,153461,37517,24390,72315,76396,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,640.75,0.026593075765178123,-4081,0.039027803945845554,13127,-0.23416682367507335,0.002232518105587347,0.010725766068457526,0.004310344827586299,0.04564962934061656,0.10992217845472027
2012-06-19,158040,42136,25563,74598,81763,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,670.0,0.04533662363958491,-7165,-2.0096311114876095,16573,2.2455216634845336,0.04892524350701262,0.08555517806762286,0.04564962934061656,0.09813432835820901,0.10674528876493472
