,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZS_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-07-13,468556,116454,52918,229223,255352,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1030.5,0.05576494591895099,-26129,-12.262505105030453,63536,11.21175666317453,0.11401124696899345,0.298237016744208,0.06870624837956951,-0.0181950509461426,0.024989095010326947
2010-07-20,485478,140075,44580,221187,280409,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1011.75,0.1219869901416748,-59222,-7.062763042197731,95495,6.820742878119157,0.0659754065024442,0.17307411118030921,-0.0181950509461426,-0.013590313812700816,0.02488481368906942
2010-07-27,478169,132404,42253,228342,280575,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,998.0,0.10923543767998344,-52233,1.43961209364791,90151,-1.1007707867297798,0.014385449886720232,0.05724362607854251,-0.013590313812700816,0.055611222444889696,0.02480884746187893
2010-08-03,490303,152315,40660,227481,305271,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1053.5,0.1586569937365262,-77790,-5.344763044028367,111655,4.497154771639316,0.047971664113884135,0.11143412359113875,0.055611222444889696,-0.016373991457047987,0.026325168908515408
2010-08-10,508769,166523,38449,230104,325997,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1036.25,0.18848043021489125,-95893,-3.6922066558842186,128074,3.3487455716159196,0.04198697718579898,0.08010362390960717,-0.016373991457047987,0.00868516284680343,0.027471955720581257
2010-08-17,525866,175528,39734,233267,340369,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1045.25,0.20366785454849715,-107102,-2.2031609630303732,135794,1.5173880484070372,0.030568165177917703,0.04780221311703877,0.00868516284680343,-0.043769433149964176,0.028481274166756682
2010-08-24,524449,172727,33353,236018,342888,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,999.5,0.20377577228672378,-106870,0.044117702988974376,139374,0.6807817961229667,0.009103377750446532,0.04455551242236025,-0.043769433149964176,0.008504252126062983,0.030388748509606302
2010-08-31,517626,171654,31614,230419,338577,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1008.0,0.20895009137871745,-108158,-0.24559108702657456,140040,0.1269904223289586,0.017416642647751477,0.013833953204636243,0.008504252126062983,0.03546626984126977,0.032604869784253324
2010-09-07,527472,178034,35587,234325,349124,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1043.75,0.2176399884733218,-114799,-1.282972648205461,142447,0.46500755371638985,0.024771659562361062,0.04846433637142416,0.03546626984126977,-0.017964071856287456,0.035539896433974545
2010-09-14,532715,180478,34072,235616,355738,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1025.0,0.22549017767474167,-120122,-1.0091530924864258,146406,0.7505611672278338,0.01336762751245447,0.01845257515730599,-0.017964071856287456,0.0536585365853659,0.039296385862151104
2010-09-21,560999,198243,35156,233582,373407,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1080.0,0.24924286852561234,-139825,-3.6986005650300817,163087,3.1313178716574526,0.032460225803103517,0.08075870076564166,0.0536585365853659,0.02777777777777768,0.04344603569147305
2010-09-28,603508,219717,39518,241995,398972,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1110.0,0.26010757106782345,-156977,-3.0574029543724675,180199,3.0502728168855917,0.053010529403229804,0.09966246841668756,0.02777777777777768,-0.034459459459459496,0.04863764262982842
2010-10-05,604208,208913,41618,259034,399374,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1071.75,0.23227100601117495,-140340,2.75671573533408,167295,-2.138165525560556,0.026489653831666685,0.051506599981639,-0.034459459459459496,0.09960345229764411,0.05334117618777244
2010-10-12,635883,209876,36922,286187,432022,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1178.5,0.22934250483186372,-145835,-0.9094550221115907,172954,0.9365979927442205,0.08326406380315479,0.022929683384792423,0.09960345229764411,0.0012728044123886395,0.05789700724103614
2010-10-19,652432,234735,37584,284386,446972,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1180.0,0.24919991661966304,-162586,-2.63428964133339,197151,3.805259772631129,0.02290396768750735,0.09371729479030108,0.0012728044123886395,0.03305084745762721,0.061281698737319604
2010-10-26,651516,228806,26963,283648,455850,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1219.0,0.2643097022943412,-172202,-1.473870073816122,201843,0.7191554062339064,0.013003415830739232,0.06470682529939124,0.03305084745762721,0.0038966365873667197,0.0644239676214044
2010-11-02,613985,232050,25227,264039,443705,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1223.75,0.2926227839442332,-179666,-1.145635717311624,206823,0.7643710975632217,0.0448665054030836,0.019356568989843632,0.0038966365873667197,0.07803881511746691,0.06789327215442281
2010-11-09,628476,245713,40801,264133,441976,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1319.25,0.28297500620548754,-177843,0.2969127910290968,204912,-0.31124538873099505,0.00258175437503275,0.1020438791821691,0.07803881511746691,-0.07542164108394922,0.07038332601673752
2010-11-16,617469,233608,38954,276392,436421,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1219.75,0.2591692862313736,-160029,2.8344757795047064,194654,-1.632202343446687,0.024991126705040452,0.05118835347553951,-0.07542164108394922,0.015781922525107683,0.07271100131968769
2010-11-23,622648,237538,38260,273964,440742,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1239.0,0.2678527835952256,-166778,-1.093010337361066,199278,0.7488635056982618,0.009443043713079224,0.016765893878853362,0.015781922525107683,0.0032284100080710587,0.07457192801927978
2010-11-30,631522,238157,34902,272769,445131,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1243.0,0.2729311092883542,-172362,-0.8968148938083796,203255,0.6387236448201873,0.007778242094999304,0.01456461790309054,0.0032284100080710587,0.03419147224456953,0.07628015123672371
2010-12-07,631787,246107,37578,253788,433590,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1285.5,0.28459275040480414,-179802,-1.1781062259113695,208529,0.8351253004645919,0.0444035159693793,0.03745703861677565,0.03419147224456953,0.008168028004667427,0.07842683395767525
2010-12-14,643173,249065,37466,251305,434415,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1296.0,0.2846978962114392,-183110,-0.5235941860152236,211599,0.4859232621120726,0.004824126465612787,0.010714372964879891,0.008168028004667427,0.023341049382715973,0.08068519298874856
2010-12-21,660863,257558,41529,258352,445154,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1326.25,0.2826637290936245,-186802,-0.5740290714939837,216029,0.6887726941273965,0.025281945001179806,0.04198109580155607,0.023341049382715973,0.037323279924599495,0.08403380497385754
2010-12-28,646356,259531,31258,253908,457123,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1375.75,0.31440104215014636,-203215,-2.4835707249460177,228273,1.8527289317150455,0.023083381737223834,0.04210613193759049,0.037323279924599495,-0.010721424677448632,0.08839416600307914
2011-01-04,622611,252337,33921,252421,444538,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1361.0,0.3085666652211413,-192117,1.7170104400670838,218416,-1.5250109846586093,0.0201905707509337,0.03443397215099665,-0.010721424677448632,-0.007714915503306385,0.09219387593166405
2011-01-11,619456,253146,34369,256053,448442,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1350.5,0.3105773452836037,-192389,-0.0436869891473167,218777,0.05798162897860783,0.010697024109468484,0.004371945811522877,-0.007714915503306385,0.046464272491669734,0.09743521340549943
2011-01-18,654378,263612,38024,266334,469594,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1413.25,0.3106155769295422,-203260,-1.7549269036057444,225588,1.0995131211902056,0.04271205878835973,0.046814703815194474,0.046464272491669734,-0.027419069520608574,0.10328597887521479
2011-01-25,650122,250683,37487,259499,446198,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1374.5,0.2871753301687991,-186699,2.5308002408393926,213196,-1.8937066955184922,0.042838498675777284,0.046729361140993166,-0.027419069520608574,0.04619861767915601,0.10930696043727023
2011-02-01,677852,265819,47010,261833,456497,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1438.0,0.2871777320122977,-194664,-1.2251546632785846,218809,0.863376412427206,0.01758662453190038,0.0788258121849317,0.04619861767915601,-0.002607788595271221,0.11583881658236826
2011-02-08,698094,270503,45756,264085,466093,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1434.25,0.2893707724174681,-202008,-1.0834223399798186,224747,0.8760024312091725,0.016226180465585105,0.018775750255328703,-0.002607788595271221,-0.0461913892278194,0.12332386790607389
2011-02-15,698766,262195,55405,268220,445794,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1368.0,0.25412512915625546,-177574,3.5001017055009784,206790,-2.5722896916461107,0.034220617522905714,0.056539672544080606,-0.0461913892278194,-0.051169590643274865,0.12946910964847455
2011-02-22,637703,219963,44021,266560,410223,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1298.0,0.22528198863734372,-143663,4.852983688387815,175942,-4.414639521671059,0.055011724585280655,0.20310321837687131,-0.051169590643274865,0.05354391371340528,0.13517853096138785
2011-03-01,612668,208902,44062,265318,401443,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1367.5,0.22218395607408906,-136125,1.1820549691627606,164840,-1.7409358274933628,0.0150308731314519,0.04388766781043943,0.05354391371340528,0.005850091407678226,0.1411399015598907
2011-03-08,617315,212527,33994,262346,411217,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1375.5,0.24115888970784768,-148871,-2.08040896537766,178533,2.2349788139742897,0.018923248456343356,0.05554496371505876,0.005850091407678226,-0.0766993820428935,0.14810896172446486
2011-03-15,621678,214376,49442,271888,399970,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1270.0,0.20602627083474082,-128082,3.367648607275054,164934,-2.2029271927622043,0.030942550360344,0.06556413891394826,-0.0766993820428935,0.07519685039370083,0.1545747475404415
2011-03-22,616044,214740,44387,269949,408147,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1365.5,0.2243313789274792,-138198,-1.6272089409630066,170353,0.8716731169512191,0.014918241664897006,0.02091252551837516,0.07519685039370083,-0.0029293299157817643,0.16010135939126374
2011-03-29,618462,210601,45039,272555,408282,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1361.5,0.21945891582667973,-135727,0.4011077130854289,165562,-0.7777041899604573,0.004025926910552746,0.01874119856047567,-0.0029293299157817643,0.008630187293426461,0.16534917082976588
2011-04-05,634186,215997,49264,275094,417873,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1373.25,0.2251374202521027,-142779,-1.1402479052876329,166733,0.18934065472090444,0.017504441048419334,0.03626993791020919,0.008630187293426461,-0.03167667941015839,0.1717579149544373
2011-04-12,636593,203436,51957,274861,394509,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1329.75,0.18795054296858432,-119648,3.6473526694061364,151479,-2.4052880385249753,0.03525255090607586,0.05972755713743133,-0.03167667941015839,0.009212257943222335,0.17657893973861608
2011-04-19,636040,193604,55806,277314,384464,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1342.0,0.16846424753160177,-107150,1.96326381220026,137798,-2.1490968326701676,0.018885487278211124,0.054853454151798244,0.009212257943222335,0.030365126676602072,0.1795484263720422
2011-04-26,593568,177725,45001,267792,372301,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1382.75,0.17606912771577982,-104509,0.4152254575183951,132724,-0.7977485692723728,0.033877889619164714,0.11980639889370796,0.030365126676602072,-0.0169951184234316,0.18225523619971123
2011-05-03,571505,178732,50816,267838,368578,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1359.25,0.17627142369708051,-100740,0.6349735834815893,127916,-0.8100167124912395,0.005922226971037812,0.029719274400125464,-0.0169951184234316,-0.014162221813500131,0.18506768913305965
2011-05-10,551626,166952,52600,264418,346628,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1340.0,0.14903213409085142,-82210,3.2423163401894994,114352,-2.373382560082589,0.041518969111981746,0.06178035271826264,-0.014162221813500131,0.0007462686567163423,0.18824593748163373
2011-05-17,545195,167312,55589,263988,341959,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1341.0,0.14301488458258055,-77971,0.7684554390112142,111723,-0.47659102362832784,0.008414927378137031,0.015024607336889472,0.0007462686567163423,0.023303504847129064,0.1919472045550294
2011-05-24,554958,178161,58010,260624,350510,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1372.25,0.16196901387131998,-89886,-2.185456579755867,120151,1.5458689092893367,0.01949654249313571,0.05618810099461831,0.023303504847129064,0.0027327382036801406,0.19633002615396533
2011-05-31,578376,185872,61003,259168,359281,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1376.0,0.17309328187891615,-100113,-1.8428421610284023,124869,0.8501544261007139,0.016536529285357402,0.043357974683544305,0.0027327382036801406,0.013081395348837122,0.20089626873446004
2011-06-07,596874,199015,64834,260620,372900,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1394.0,0.18811340416905412,-112280,-2.1036488374344717,134181,1.6100253122536206,0.023789304205076398,0.0643322506433604,0.013081395348837122,-0.0186513629842181,0.2058978003975947
2011-06-14,599556,189529,69718,268812,360269,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1368.0,0.15254121383156868,-91457,3.488676001970265,119811,-2.4075433005961058,0.03310066589199165,0.05542976389312123,-0.0186513629842181,-0.01407163742690054,0.20946907596168976
2011-06-21,592787,172834,68762,287773,360874,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1348.75,0.12331748165867334,-73101,3.0615989165315667,104072,-2.625109247509824,0.030164326667663614,0.07305998443682843,-0.01407163742690054,-0.013345690454124148,0.21180345292455935
2011-06-28,530785,146315,64371,276881,325361,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1330.75,0.09133641681660183,-48480,4.153431164988436,81944,-3.7328753835694775,0.0770537425154672,0.14671121953997893,-0.013345690454124148,0.0011271839188427002,0.21457229802425146
2011-07-05,525466,147622,67153,277747,325260,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1332.25,0.09042069325132358,-47513,0.1821829931139727,80469,-0.2778902945637122,0.001603629808609187,0.019038528692818066,0.0011271839188427002,0.025708388065303067,0.2175540360777408
2011-07-12,514257,154023,60125,258221,327837,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1366.5,0.135372002714596,-69616,-4.206361591425516,93898,2.5556363304190945,0.03771469718014258,0.06270896762986346,0.025708388065303067,0.00933040614709113,0.2190849410161186
2011-07-19,543107,187409,54097,240790,358281,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1379.25,0.2163312201831315,-117491,-9.309547560849925,133312,7.664261254586714,0.07991540234796878,0.16320091426299968,0.00933040614709113,0.002718868950516651,0.22089925313230047
2011-07-26,537568,191559,55884,234175,354479,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1383.0,0.22379308292160247,-120304,-0.5179458191479764,135675,0.43508921814670043,0.017696303770975818,0.023993404541652018,0.002718868950516651,-0.007230657989877098,0.22310228477156235
2011-08-02,512382,177002,58224,235535,338641,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1373.0,0.20122877072184425,-103106,3.1992231680457173,118778,-3.143230251800702,0.029952488435601627,0.07183304566672051,-0.007230657989877098,-0.05407865986890026,0.2239209727905108
2011-08-09,499834,156609,61414,249407,319004,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1298.75,0.13924022775561487,-69597,6.539847223360695,95195,-4.602620700961392,0.05895206109663606,0.10816748691651798,-0.05407865986890026,0.031761308950914335,0.22297404582014008
2011-08-16,506885,165401,57228,243573,329578,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1340.0,0.16967359460232598,-86005,-3.2826898530312065,108173,2.59646202539243,0.028627708928362684,0.05829429229794861,0.031761308950914335,0.03694029850746272,0.22232031005194447
2011-08-23,530818,197756,50988,223871,358067,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1389.5,0.2528098142866293,-134196,-9.507284689821164,146768,7.614153111652544,0.08281122731287525,0.15515952143569292,0.03694029850746272,0.04264123785534357,0.22326327239809654
2011-08-30,579933,246507,48823,202032,393756,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1448.75,0.33059681032119226,-191724,-10.837612891800957,197684,9.59198821441624,0.09655783600878165,0.1724037517353469,0.04264123785534357,-0.024331320103537557,0.2256026323777595
2011-09-06,598896,250942,51701,214904,407952,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1413.5,0.3223397718468649,-193048,-0.22830223491334345,199241,0.2684792898489998,0.043457877904363125,0.024163783731987853,-0.024331320103537557,-0.022815705695083177,0.2276160897503276
2011-09-13,605003,237456,54896,242826,417088,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1381.25,0.28803493536395686,-174262,3.1367716598541318,182560,-2.785291603216585,0.05615580211967014,0.05705793016637478,-0.022815705695083177,-0.03131221719457011,0.22881887355204328
2011-09-20,584691,194803,42888,263817,397476,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1338.0,0.22859766953826893,-133659,6.711206390712113,151915,-5.065264139186087,0.06139940994385242,0.22996663735690456,-0.03131221719457011,-0.056053811659192876,0.2284218504945944
2011-09-27,574756,167037,46880,278348,366372,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1263.0,0.15315020634843307,-88024,7.804977329905882,120157,-5.431586940794368,0.07078266534309467,0.14845944922563425,-0.056053811659192876,-0.0815518606492478,0.2263649780961446
2011-10-04,573569,162308,51737,279658,352492,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1160.0,0.12698385024295247,-72834,2.6428606225946316,110571,-1.66783817828783,0.024029107015739935,0.044784975122053775,-0.0815518606492478,0.06508620689655165,0.22434022510060186
2011-10-11,570587,160031,57671,286309,351336,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1235.5,0.11396509208937462,-65027,1.361126560187179,102360,-1.4315627239268511,0.01224348971606458,0.037716695299078555,0.06508620689655165,0.01234318089842179,0.2221214287017078
2011-10-18,589267,172709,62115,299275,374835,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1250.75,0.12822710248495164,-75560,-1.845993687202828,110594,1.4430752891320693,0.05409354556378039,0.07291418253670834,0.01234318089842179,-0.020187887267639426,0.21979502842988644
2011-10-25,542926,124197,59878,300414,331512,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1225.5,0.05727852414509528,-31098,7.5453062873027,64319,-7.85297666422861,0.07035950411915319,0.2756974059486622,-0.020187887267639426,-0.027131782945736482,0.215813659619324
2011-11-01,518805,119934,67235,281083,302398,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1192.25,0.04108480064764218,-21315,1.8019030217746066,52699,-2.140254841359596,0.08302755359643245,0.06208293039979911,-0.027131782945736482,0.0025162507863283334,0.2109763907097742
2011-11-08,515823,118986,73595,279933,292827,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1195.25,0.024996946627040672,-12894,1.6231532078526616,45391,-1.408621736490589,0.018718136741392555,0.03794766877313961,0.0025162507863283334,0.00418322526668069,0.20601527417941945
2011-11-15,529417,118240,93680,288628,278390,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1200.25,-0.01933825321060714,10238,4.484484018742863,24560,-4.038400769256121,0.040795883023113905,0.09829652699131748,0.00418322526668069,-0.03936679858362846,0.20065935995938136
2011-11-22,522610,114499,103099,297538,269360,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1153.0,-0.053917835479611945,28178,3.3886331568498935,11400,-2.485753196440613,0.03164590455425844,0.060478497045009606,-0.03936679858362846,-0.024284475281873386,0.19447146343871144
2011-11-29,522741,109910,98847,292371,267957,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1125.0,-0.04670381699541456,24414,-0.7202311475096151,11063,-0.06448403206980349,0.011725275195956654,0.04235067566596569,-0.024284475281873386,0.0040000000000000036,0.18832463793325435
2011-12-06,541370,109928,101342,305966,278127,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1129.5,-0.05142324103662929,27839,0.6552001851777458,8586,-0.47384842589351134,0.040687013883063144,0.01189473185970559,0.0040000000000000036,-0.009738822487826426,0.18186279194399596
2011-12-13,558278,115633,95724,304760,290075,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1118.5,-0.026304099391342664,14685,-2.4297615309307865,19909,2.0915455233943514,0.02211369539452117,0.053572864868445334,-0.009738822487826426,0.023245417970496174,0.17588198433625019
2011-12-20,532238,111979,88074,285913,279709,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1144.5,-0.011656439412443306,6204,-1.5191356277696775,23905,0.7157724287899577,0.0516475667495253,0.056505026168065464,0.023245417970496174,0.04827435561380522,0.17022198109574888
2011-12-27,480007,104823,75814,257041,257615,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1199.75,0.0011958158943515408,-574,-1.27349043097261,29009,0.958969483576896,0.09902925449232108,0.10748628464821715,0.04827435561380522,0.015419879141487902,0.16419880366775283
2012-01-03,460650,110219,70808,239308,251208,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1218.25,0.025833061977640293,-11900,-2.359548923244869,39411,2.167051730495597,0.04921348131355552,0.05746104172305789,0.015419879141487902,0.004514672686230181,0.1587616189899932
2012-01-10,459749,111684,63034,239280,259348,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1223.75,0.04364990462186976,-20068,-1.77314664061652,48650,2.0056441984152826,0.016380949324947658,0.0528794972469923,0.004514672686230181,-0.03289070480081713,0.15362839897726752
2012-01-17,478025,112834,69682,246390,257178,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1183.5,0.02256785732963757,-10788,2.0184926992772145,43152,-1.195869920326091,0.01842849426492549,0.042725021367989655,-0.03289070480081713,0.030840726658217132,0.14808901975419245
2012-01-24,478304,121112,68870,238408,257085,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1220.0,0.03904838763631498,-18677,-1.6503320956016945,52242,1.9015741854505517,0.01629690025893403,0.047846638102557085,0.030840726658217132,-0.01721311475409837,0.1433173477824139
2012-01-31,500592,125659,70271,253597,272593,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1199.0,0.0379470706683287,-18996,-0.06669398541513347,55388,0.6577406837492473,0.058338242840038766,0.030357780840095952,-0.01721311475409837,0.02752293577981657,0.13852445044887604
2012-02-07,515753,138856,65194,249886,292046,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1232.0,0.08174455601809394,-42160,-4.627321251638061,73662,3.650477834244255,0.04274337001690249,0.08955648125459446,0.02752293577981657,0.018668831168831224,0.1345316385950419
2012-02-14,549099,152160,60561,255980,311928,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1255.0,0.10189055161273286,-55948,-2.6733727191116676,91599,3.4778275647451395,0.045739802925826016,0.08432171717883989,0.018668831168831224,0.012749003984063645,0.1316040505653588
2012-02-21,544143,160084,53055,246395,318172,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1271.0,0.1319083402708479,-71777,-2.882722423460979,107029,2.810057931265582,0.028037416285401025,0.07239407147448379,0.012749003984063645,0.026947285601888193,0.12980840348138772
2012-02-28,540310,175345,48788,231200,326042,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1305.25,0.17553256463881844,-94842,-4.23877546894842,126557,3.5887625127953493,0.04139135241062231,0.08712683986740016,0.026947285601888193,0.018770350507565592,0.12891126133840175
2012-03-06,568715,203586,43077,232821,359718,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1329.75,0.22312933543163097,-126897,-5.9327052988099425,160509,6.283800040717366,0.059569074778200254,0.13764528932186829,0.018770350507565592,0.014288400075202157,0.1285645391407822
2012-03-13,603318,216471,43715,242256,383904,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1348.75,0.23478165743438784,-141648,-2.593742032476724,172756,2.1534512013926133,0.05369394403986202,0.05197435680628473,0.014288400075202157,-0.002780352177942591,0.12911752734462156
2012-03-20,640011,241330,41319,248051,415053,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1345.0,0.260936140160091,-167002,-4.202427244007306,200011,4.517518124770022,0.05571373419554097,0.09642701725461615,-0.002780352177942591,0.018401486988847582,0.12982146506063333
2012-03-27,684581,250617,38190,267726,449466,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1369.75,0.2654762548186409,-181740,-2.3027729210904186,212427,1.9399666568230858,0.07541634597151112,0.042990647733607563,0.018401486988847582,0.03431283080854164,0.1307064138874018
2012-04-03,753669,275924,40067,299352,498507,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1416.75,0.2642473021976491,-199155,-2.543891811195461,235857,3.4225314462423,0.10110433046440537,0.08602776661360609,0.03431283080854164,0.006529027704252677,0.13145852700173924
2012-04-10,786976,282831,51650,307417,503626,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1426.0,0.24932018257227667,-196209,0.3908877769949408,231181,-0.6204315156919019,0.01625561160135776,0.05527967208899758,0.006529027704252677,-0.0001753155680224161,0.13263871237873331
2012-04-17,811832,286169,52764,312993,511217,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1425.75,0.24416874427221397,-198224,-0.25604338632944335,233405,0.28260074004798114,0.015975297557661274,0.013135339432867262,-0.0001753155680224161,0.0248991758723478,0.13409456808528356
2012-04-24,815826,297462,48120,312360,527619,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1461.25,0.2638540571151201,-215259,-2.0983405433636517,249342,1.9630908857990323,0.02028026891148469,0.04611640652580285,0.0248991758723478,0.024978614200171112,0.13578273980450165
2012-05-01,807124,310602,51859,295709,522527,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1497.75,0.2810200167508338,-226818,-1.4168462392716095,258743,1.1523290505573494,0.026573018053471127,0.046567768670284525,0.024978614200171112,-0.04006009013520284,0.1377971358247661
2012-05-08,798732,302014,52091,302581,518595,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1437.75,0.27044615715909714,-216014,1.3385799455845695,249923,-1.092768893007766,0.013156741064034994,0.024907866310840004,-0.04006009013520284,-0.017214397496087663,0.14013202088377083
2012-05-15,790836,290270,47448,308399,519662,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1413.0,0.2671388252431604,-211263,0.5948177861911129,242822,-0.8890341190787397,0.00831460484191382,0.048522731983489185,-0.017214397496087663,-0.021762208067940603,0.14251901974262815
2012-05-22,776789,295629,50742,293180,508351,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1382.25,0.2770005754458418,-215171,-0.49416060978508825,244887,0.26111608475082065,0.033099156489268665,0.02498188358725182,-0.021762208067940603,0.0032555615843732344,0.1447311651575228
2012-05-29,773983,292162,55852,294579,502101,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1386.75,0.26812216805795475,-207522,0.9846946854293767,236310,-1.1041608467679125,0.009601094542350756,0.024645560236082456,0.0032555615843732344,-0.02686136650441684,0.14655864373788893
2012-06-05,762748,270134,56438,304497,490843,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1349.5,0.24430873630609323,-186346,2.735977405188486,213696,-2.9217695995906885,0.026625091155983605,0.06924659799370429,-0.02686136650441684,0.06335679881437573,0.14763932320206277
2012-06-12,771728,285354,51428,287606,500220,005602,SOYBEANS - CHICAGO BOARD OF TRADE ,1435.0,0.275503804449236,-212614,-3.443863504066874,233926,2.6522521199662275,0.03334238778613552,0.06006853097849647,0.06335679881437573,-0.0008710801393728707,0.15000398840624868
